,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 63.5)","(64.5, 580.5)","(581.5, 881.5)","(882.5, 1081.5)","(1082.5, 1125.5)","(1126.5, 1238.5)","(1239.5, 1629.5)","(1630.5, 1798.5)","(1799.5, 1969.5)","(1970.5, 2020.5)"
"Time length, sec",58.0,516.0,300.0,199.0,43.0,112.0,390.0,168.0,170.0,50.0
Number of epochs,59,479,277,187,42,106,363,157,158,47
