,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(9.9, 55.5)","(56.3, 229.1)","(229.9, 325.9)","(326.7, 457.9)","(458.7, 509.9)","(510.7, 619.5)","(620.3, 762.7)","(763.5, 829.9)","(831.5, 936.3)","(937.1, 938.7)"
"Time length, sec",45.6,172.8,95.99999999999997,131.2,51.19999999999999,108.80000000000001,142.4000000000001,66.39999999999998,104.79999999999995,1.6000000000000227
Number of epochs,52,193,105,145,63,123,165,76,122,2
