,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
40,0,35,10,16,Mode,"[0, 52, 94, 136, 177, 252, 316, 415, 490, 566, 609, 670, 746, 800, 842, 929, 1046]",20.47330350575755,0.734167960214289,-0.1437402958085757,43.012213917972325,15.459302381397077,0.06083037484742516,11.891974563571994,4.331843965506574
41,0,35,10,16,Mean,"[0, 50, 98, 134, 180, 259, 332, 407, 491, 568, 609, 672, 745, 794, 853, 938, 1046]",21.50827549849204,0.7504564048152497,-0.14349469988209554,42.106745224686144,15.15007168532992,0.06583581427245384,12.397671044482832,4.664595167114569
42,0,35,15,3,Median,"[0, 137, 670, 1046]",292.2121129980301,1.3752800356900021,0.03938731902022103,151.3653795859484,3.5799569516483714,0.1535008169658437,139.3755911183476,2.9687820712972117
43,0,35,15,3,Mode,"[0, 52, 670, 1046]",242.7852882585069,1.7317604619152993,0.02031826200700146,110.8824790798342,2.850418428641154,0.17821734161797395,103.09655948523962,2.348531402570265
44,0,35,15,3,Mean,"[0, 168, 706, 1046]",283.4963757143405,1.2381079004138245,0.036967802138235806,148.76102221043183,4.652211407926717,0.1370050179811423,133.02551997466642,3.797528241316458
45,0,35,15,4,Median,"[0, 136, 586, 855, 1046]",206.64212920624274,1.1939912935863393,0.006308501876691454,105.76191806030549,5.166240719311357,0.12059152582266297,97.2904290593532,3.0449837615514803
46,0,35,15,4,Mode,"[0, 52, 670, 929, 1046]",199.18980359461213,1.5381505832301137,-0.021521216007415474,85.30204108211612,3.6930405260188106,0.14646408127311727,83.66907738213872,2.3167153867644315
47,0,35,15,4,Mean,"[0, 160, 584, 850, 1046]",196.44165191759828,1.1132632943436824,0.007251398338039207,103.15165749193902,5.733953036824236,0.110081963404359,92.45726610400447,3.3130655668919444
48,0,35,15,5,Median,"[0, 52, 252, 609, 855, 1046]",155.7813278991577,1.2442046587590532,-0.013112455282011097,116.67457049768637,6.624590852886074,0.13983294641335614,86.11380635956363,2.343177521625452
49,0,35,15,5,Mode,"[0, 52, 252, 670, 929, 1046]",153.97596631058354,1.2347404815015124,-0.011269579873055805,115.17661221505291,6.6830415917907855,0.135215107025056,85.02077797665652,2.408516642817674
50,0,35,15,5,Mean,"[0, 75, 268, 591, 850, 1046]",125.09021550268672,1.0828785426306171,-0.023345168799796943,106.94972055851336,5.954422851490122,0.1168143206039337,71.13820235818702,3.0696952494142984
51,0,35,15,6,Median,"[0, 52, 252, 566, 670, 862, 1046]",164.90741591692364,1.4000818796154118,-0.031206551495203787,109.71316969982475,4.418677735500764,0.16153409621508147,90.57495815298503,1.9167486227063748
52,0,35,15,6,Mode,"[0, 52, 252, 566, 670, 929, 1046]",141.4360150930201,1.281926776546302,-0.03399577886026617,99.26619100620813,4.604623105290149,0.1325430236814243,78.30543399320382,2.176140816749836
53,0,35,15,6,Mean,"[0, 75, 266, 556, 701, 876, 1046]",128.54107161414623,1.1785510613422256,-0.030023346510073476,97.08961561972252,6.561814039095606,0.13020597927651925,70.67202383815959,2.572602199087581
54,0,35,15,7,Median,"[0, 52, 252, 525, 615, 746, 864, 1046]",112.62993656575327,1.1628365138829986,-0.04206307275904926,85.41833477564592,4.7553977302375925,0.1288375436099188,64.53369173184926,2.5751676401283117
55,0,35,15,7,Mode,"[0, 52, 252, 566, 670, 746, 929, 1046]",115.01085769458037,1.1989397159719493,-0.05129908558184935,85.0124718182506,4.8604934132195705,0.1251409740213185,65.65482822964684,2.6217708628218985
56,0,35,15,7,Mean,"[0, 75, 259, 520, 637, 760, 897, 1046]",86.7107042055181,0.9445261944001726,-0.042928798276483264,76.04302257971088,7.074433346195643,0.09812611537883248,51.702685266647954,4.003552061659724
57,0,35,15,8,Median,"[0, 52, 252, 490, 586, 670, 852, 929, 1046]",101.91526876163358,1.1000440558172866,-0.04176662293762751,78.4228572088874,8.23574700478045,0.1306670707262785,60.29061144353771,3.99634981947061
58,0,35,15,8,Mode,"[0, 52, 252, 490, 566, 670, 862, 929, 1046]",113.51558555127077,1.1951038229497128,-0.04477034619748019,82.22709014047456,7.708195918977399,0.14276268526694108,65.98358353357128,4.044609446671787
59,0,35,15,8,Mean,"[0, 75, 258, 478, 585, 696, 830, 941, 1046]",81.37036654957771,0.922652183767757,-0.04711437023019265,69.89206461160478,8.508605381979546,0.10281699181524105,48.35421150328366,5.002966695026368
60,0,35,15,9,Median,"[0, 52, 136, 252, 490, 586, 670, 852, 929, 1046]",63.522399104698586,0.965098741807995,-0.07166997337089366,70.82782583043632,7.8320483439399435,0.10636170529037306,36.46096010395648,3.9379069469630936
61,0,35,15,9,Mode,"[0, 52, 136, 252, 490, 566, 670, 862, 929, 1046]",73.67267629563112,1.048276038048868,-0.07410321131973038,74.23073029658747,7.374062849576325,0.11694536801345282,41.44231068273585,3.980134120764123
62,0,35,15,9,Mean,"[0, 61, 149, 268, 479, 585, 696, 830, 941, 1046]",50.89512511774344,0.8267117183388755,-0.07979300718204124,60.83324598712026,7.866179122736278,0.08163170121937319,28.410624444009777,4.83952857478349
63,0,35,15,10,Median,"[0, 52, 136, 252, 490, 586, 670, 766, 857, 929, 1046]",53.0874231307424,0.9039125919937128,-0.08769939503039285,64.27921690850921,7.98532043202823,0.09481561236162858,30.71815133235189,4.736306820056141
64,0,35,15,10,Mode,"[0, 52, 136, 252, 490, 566, 670, 746, 862, 929, 1046]",58.21524416733439,0.9777783914133936,-0.08369288958460668,66.69560232042191,7.559612468372845,0.10634302463195075,33.62396331453794,4.244252976165368
65,0,35,15,10,Mean,"[0, 50, 129, 268, 479, 585, 675, 767, 857, 944, 1046]",51.81158786139466,0.8866287116853999,-0.0852181133276641,60.496452043411416,7.82791547647602,0.09071217987463173,29.295114873469586,4.128184948627443
66,0,35,15,11,Median,"[0, 52, 136, 252, 358, 490, 586, 670, 766, 857, 929, 1046]",40.98358301329181,0.851388443462807,-0.1035806526986747,59.02695098761561,7.807661975652177,0.08353397394933372,23.904148909480934,4.672037911237414
67,0,35,15,11,Mode,"[0, 52, 136, 252, 358, 490, 566, 670, 746, 862, 929, 1046]",45.524672614009816,0.9171498215205096,-0.10012286563344291,61.23312871732658,7.310460896136015,0.09481413854315217,26.488000458331506,4.261072481051332
68,0,35,15,11,Mean,"[0, 50, 129, 258, 363, 494, 586, 675, 767, 857, 944, 1046]",39.79305361786325,0.8385113325122676,-0.10049121968829401,56.16373790841926,7.585374388995675,0.08221255584000241,22.6533481221576,4.127673236538464
69,0,35,15,12,Median,"[0, 52, 136, 252, 358, 490, 566, 609, 670, 766, 857, 929, 1046]",40.33698470120152,0.9370944837130094,-0.11312585426953758,57.984204764663694,17.257403317267038,0.09472227360677944,24.054939912398062,4.219147406226645
70,0,35,15,12,Mode,"[0, 52, 136, 252, 358, 490, 566, 609, 670, 746, 862, 929, 1046]",39.69937674338154,0.9362298757428035,-0.11242378582788172,57.42515186536822,17.175910638251192,0.0946974800349957,23.723742219139535,4.057088232880506
71,0,35,15,12,Mean,"[0, 56, 138, 258, 363, 493, 567, 610, 675, 767, 857, 944, 1046]",40.03898801898429,0.9345285693738276,-0.11365447672903183,55.25755436389971,8.121729481468808,0.09105848233559902,22.727114541631877,3.6277244318989372
72,0,35,15,13,Median,"[0, 52, 98, 136, 252, 358, 490, 566, 609, 670, 766, 857, 929, 1046]",33.94426416002953,0.8667826179316144,-0.12153946362870702,53.50946592543146,16.483189150363103,0.08876598051550189,19.97407320574236,4.335494614303358
73,0,35,15,13,Mode,"[0, 52, 94, 136, 252, 358, 490, 566, 609, 670, 746, 862, 929, 1046]",33.46952069755891,0.8702979197352002,-0.1208726767367868,52.958782139400995,16.33422307791944,0.08829517048573098,19.716084885959543,4.15181028722203
74,0,35,15,13,Mean,"[0, 50, 98, 149, 258, 363, 493, 567, 610, 675, 767, 857, 944, 1046]",34.27940511184993,0.8757966757093879,-0.12127131578261656,51.380375005965405,8.268678186799301,0.0874920501701129,19.42804785015517,3.8577462944948357
75,0,35,15,14,Median,"[0, 52, 131, 177, 252, 358, 490, 566, 609, 670, 746, 789, 857, 929, 1046]",29.89207554176145,0.8640533820275991,-0.1320480988562165,50.63780198356052,15.426420632300601,0.077949718417331,17.44752012496744,4.068979412310818
76,0,35,15,14,Mode,"[0, 52, 136, 177, 252, 358, 490, 566, 609, 670, 746, 789, 862, 929, 1046]",29.914526940503613,0.8642336845674282,-0.1327099693468745,50.28745515621421,15.4142078764091,0.0774624232687445,17.542978606314595,3.999177256492904
77,0,35,15,14,Mean,"[0, 50, 117, 178, 258, 363, 486, 557, 606, 673, 744, 794, 857, 944, 1046]",29.266925489903592,0.8494879551259167,-0.1264406532175318,49.05186556120976,7.099646273842747,0.07576654589253366,16.824990216021888,3.5811300499480456
78,0,35,15,15,Median,"[0, 52, 98, 136, 252, 340, 408, 490, 566, 609, 670, 746, 789, 857, 929, 1046]",26.682460144708607,0.8231859054816866,-0.13430370560603974,47.238012639059406,14.974121158098407,0.07930289245537823,15.983074445954532,4.214849508637234
79,0,35,15,15,Mode,"[0, 52, 94, 136, 252, 358, 396, 490, 566, 609, 670, 746, 789, 862, 929, 1046]",28.520769009718045,0.8718554750059717,-0.13943962278751815,47.68582271460472,14.48540298258763,0.0845872417747312,17.173299019067723,3.756507837616733
80,0,35,15,15,Mean,"[0, 50, 98, 149, 258, 338, 409, 495, 567, 610, 673, 744, 794, 857, 944, 1046]",25.86853894525251,0.8136595175933007,-0.13209729078817906,45.088689817136995,8.224811770164596,0.07546793447151813,15.025911877852584,3.870030661656585
81,0,35,15,16,Median,"[0, 52, 98, 136, 252, 331, 408, 490, 566, 609, 670, 746, 789, 857, 929, 962, 1046]",27.4579200327088,0.8877918760813609,-0.13192238275458312,45.93631850963669,7.409403170435487,0.0783334574259821,15.765716024137891,3.146838936953684
82,0,35,15,16,Mode,"[0, 52, 94, 136, 252, 358, 396, 490, 566, 609, 670, 746, 789, 862, 929, 955, 1046]",30.302133397072495,0.9613961086099984,-0.13784982853430963,46.51478049478619,6.686987302926697,0.08498672285561257,17.566522550397586,2.7085032472193715
83,0,35,15,16,Mean,"[0, 50, 98, 149, 258, 334, 406, 495, 567, 610, 673, 744, 794, 855, 923, 967, 1046]",26.22245333382106,0.8589678152974135,-0.13004684423098875,44.106970127025285,8.348237886261032,0.0754343239325621,14.894513406793164,3.370575221301324
84,0,35,20,3,Median,"[0, 177, 670, 1046]",303.0862105432475,1.2888670214137883,0.047226752133980913,162.6196401404817,3.975544314726448,0.14661144438034668,149.44355942864775,3.280049910380007
85,0,35,20,3,Mode,"[0, 52, 670, 1046]",242.7852882585069,1.7317604619152993,0.02031826200700146,110.8824790798342,2.850418428641154,0.17821734161797395,103.09655948523962,2.348531402570265
86,0,35,20,3,Mean,"[0, 183, 711, 1046]",290.3396151807648,1.207817229293363,0.041016523387768414,153.47623707013312,5.077521543228216,0.13572932587775954,137.93868192608983,4.1192024811542804
87,0,35,20,4,Median,"[0, 137, 586, 855, 1046]",206.77476335220513,1.1921789223898116,0.006460343272423031,105.93590004630357,5.187212174461656,0.12034934377002116,97.42495963110458,3.049691518996299
88,0,35,20,4,Mode,"[0, 52, 670, 929, 1046]",199.18980359461213,1.5381505832301137,-0.021521216007415474,85.30204108211612,3.6930405260188106,0.14646408127311727,83.66907738213872,2.3167153867644315
89,0,35,20,4,Mean,"[0, 170, 582, 856, 1046]",205.9022516504555,1.1258692786750515,0.012098847871128334,108.22062206646655,5.90514445414869,0.11378304316004628,98.70399521633072,3.289323641531187
90,0,35,20,5,Median,"[0, 52, 252, 586, 855, 1046]",140.62194828525628,1.1522719453508854,-0.01776895367904243,109.29783510024164,5.368065371955507,0.13223834860081393,80.87880727033061,2.9967517438198876
91,0,35,20,5,Mode,"[0, 52, 252, 670, 929, 1046]",153.97596631058354,1.2347404815015124,-0.011269579873055805,115.17661221505291,6.6830415917907855,0.135215107025056,85.02077797665652,2.408516642817674
92,0,35,20,5,Mean,"[0, 87, 289, 590, 856, 1046]",120.23351828005117,1.06805827491092,-0.025243928158729473,103.06066129732486,5.234068388301883,0.10784958108644119,65.43577163703254,3.105291060309917
93,0,35,20,6,Median,"[0, 52, 252, 566, 705, 893, 1046]",127.43126115914758,1.158523494981098,-0.02473551914166323,92.93033294594471,6.896251783204851,0.12883734228520344,71.6529445226637,2.8158243903380624
94,0,35,20,6,Mode,"[0, 52, 252, 566, 670, 929, 1046]",141.4360150930201,1.281926776546302,-0.03399577886026617,99.26619100620813,4.604623105290149,0.1325430236814243,78.30543399320382,2.176140816749836
95,0,35,20,6,Mean,"[0, 87, 289, 555, 719, 902, 1046]",103.57733415558883,1.0300462169044455,-0.03329841054146688,83.71174111011096,8.124440387925604,0.10142424291707106,55.755701418647824,3.234000364269913
96,0,35,20,7,Median,"[0, 52, 252, 547, 670, 852, 930, 1046]",127.79222202606628,1.186057194408042,-0.0335591929296973,91.63141713461934,6.959001939222994,0.14087262286259225,72.38677636938941,3.74023274277341
97,0,35,20,7,Mode,"[0, 52, 252, 566, 670, 862, 929, 1046]",126.47586297936142,1.1944069334529457,-0.03179647023828407,91.52094971148531,7.59362865816942,0.1400983235179337,71.08686485369036,4.335591449599463
98,0,35,20,7,Mean,"[0, 86, 282, 528, 669, 832, 946, 1046]",110.21945537573066,1.0757165000979854,-0.03669840223943467,83.86447234300965,7.500495065338428,0.11890398299769413,60.71895625795526,4.370818400426821
99,0,35,20,8,Median,"[0, 52, 252, 486, 566, 672, 855, 930, 1046]",111.2308250878402,1.1745431500331118,-0.04293464227213036,81.10772667668743,7.523030126185375,0.13864235213169146,64.26725156460525,3.9097404685657824
100,0,35,20,8,Mode,"[0, 52, 252, 490, 566, 670, 862, 929, 1046]",113.51558555127077,1.1951038229497128,-0.04477034619748019,82.22709014047456,7.708195918977399,0.14276268526694108,65.98358353357128,4.044609446671787
101,0,35,20,8,Mean,"[0, 77, 255, 451, 577, 699, 839, 950, 1046]",85.9494838932944,0.9935943858223713,-0.051994862829438576,72.08622607408564,7.966536473487121,0.109858990012884,49.867849461864964,4.238436030119186
102,0,35,20,9,Median,"[0, 52, 252, 358, 490, 586, 680, 855, 930, 1046]",67.23153824403751,0.9790008263225974,-0.059907876377981804,69.20151125093345,7.753626059049182,0.1076790772198398,39.79349604378873,4.368633281994009
103,0,35,20,9,Mode,"[0, 52, 252, 358, 490, 566, 670, 862, 929, 1046]",79.27209971608147,1.0919567376424169,-0.06597778473379486,73.41401087361604,7.387168058398548,0.12223910552705039,46.07486689431229,4.080410542365738
104,0,35,20,9,Mean,"[0, 77, 247, 368, 497, 585, 700, 839, 950, 1046]",60.91074636796016,0.8650505442993486,-0.06692209426536794,63.843911964005095,8.436137582540962,0.09153270120403154,35.88533470575769,5.055555866296616
105,0,35,20,10,Median,"[0, 52, 252, 358, 490, 572, 670, 766, 857, 955, 1046]",69.79949597351808,1.0673406940866614,-0.07263893857998445,66.81724644767742,7.049583227431876,0.11289952708463608,40.16653803090807,3.1770524928119266
106,0,35,20,10,Mode,"[0, 52, 252, 358, 490, 566, 670, 746, 862, 929, 1046]",63.192509429956935,1.0166056799409928,-0.07421867975035439,65.96410804776819,7.571407156312844,0.11104856908848193,37.74179105816144,4.333387573144581
107,0,35,20,10,Mean,"[0, 77, 247, 368, 497, 584, 675, 767, 860, 953, 1046]",54.86778651564902,0.8985964602355039,-0.07405980580722558,60.31164151843575,8.97312130636004,0.09053219450656118,32.1385011826681,3.888678976771444
108,0,35,20,11,Median,"[0, 52, 136, 252, 358, 490, 572, 670, 766, 857, 955, 1046]",51.47096050321485,0.9628113342516114,-0.09879284936217528,62.01848081209286,6.822059115228495,0.09648000073969087,28.67027273380348,3.2203709087519443
109,0,35,20,11,Mode,"[0, 52, 136, 252, 358, 490, 566, 670, 746, 862, 929, 1046]",45.524672614009816,0.9171498215205096,-0.10012286563344291,61.23312871732658,7.310460896136015,0.09481413854315217,26.488000458331506,4.261072481051332
110,0,35,20,11,Mean,"[0, 57, 137, 258, 368, 497, 584, 675, 767, 860, 953, 1046]",39.427191444352204,0.8313444536351664,-0.10028512942786479,55.22734617295606,8.56030972360093,0.07894348577311021,21.99661866330046,3.890097544520651
111,0,35,20,12,Median,"[0, 52, 136, 252, 358, 490, 566, 609, 670, 766, 857, 955, 1046]",45.11187183907478,0.9941686834150123,-0.11076328634929376,58.947813698581705,6.459566430548151,0.10033972702076253,25.989654293024504,3.055033656677629
112,0,35,20,12,Mode,"[0, 52, 136, 252, 358, 490, 566, 609, 670, 746, 862, 929, 1046]",39.69937674338154,0.9362298757428035,-0.11242378582788172,57.42515186536822,17.175910638251192,0.0946974800349957,23.723742219139535,4.057088232880506
113,0,35,20,12,Mean,"[0, 50, 128, 258, 368, 496, 563, 612, 676, 767, 860, 953, 1046]",40.385402388890036,0.9286324433798079,-0.10806773577433378,54.049189722717664,7.614590038391767,0.09060263809801897,23.040651870627013,3.4115750109607577
114,0,35,20,13,Median,"[0, 52, 136, 252, 358, 490, 566, 609, 670, 766, 855, 929, 974, 1046]",43.86135223236176,1.0446721679155446,-0.10768388660851236,57.43179149576227,7.546843847182594,0.10153622428843057,25.227661752314287,2.8115664963568623
115,0,35,20,13,Mode,"[0, 52, 136, 252, 358, 490, 566, 609, 670, 746, 862, 929, 955, 1046]",40.99453158310265,1.0427911343531007,-0.11162469368390404,55.04621893721581,7.4204452824952005,0.09435431153107537,23.669401366629213,2.7220341286118246
116,0,35,20,13,Mean,"[0, 50, 128, 258, 368, 487, 553, 609, 676, 767, 856, 920, 978, 1046]",39.365743964744745,0.9617580321261473,-0.10512182518984621,53.27514989705177,8.440527724981987,0.09185748458543769,22.498798706491396,3.135824245812712
117,0,35,20,14,Median,"[0, 52, 105, 177, 252, 358, 490, 566, 609, 670, 746, 800, 857, 955, 1046]",31.01125490533847,0.8909114716077584,-0.12444249340522924,51.52857804889703,6.1858278549896095,0.08379400553869945,17.702624697193684,3.1290546360307987
118,0,35,20,14,Mode,"[0, 52, 136, 177, 252, 358, 490, 566, 609, 670, 746, 789, 862, 929, 1046]",29.914526940503613,0.8642336845674282,-0.1327099693468745,50.28745515621421,15.4142078764091,0.0774624232687445,17.542978606314595,3.999177256492904
