,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 62.5)","(63.5, 136.5)","(137.5, 735.5)","(737.5, 1081.5)","(1082.5, 1126.5)","(1127.5, 1237.5)","(1238.5, 1279.5)","(1281.5, 1630.5)","(1631.5, 1969.5)","(1970.5, 2020.5)"
"Time length, sec",57.0,73.0,598.0,344.0,44.0,110.0,41.0,349.0,338.0,50.0
Number of epochs,58,67,557,320,43,104,42,323,314,47
