,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 79.5)","(80.5, 592.5)","(593.5, 1105.5)","(1106.5, 1387.5)","(1388.5, 1496.5)","(1498.5, 1804.5)","(1805.5, 2254.5)","(2255.5, 2320.5)"
"Time length, sec",74.0,512.0,512.0,281.0,108.0,306.0,449.0,65.0
Number of epochs,73,481,487,263,107,293,425,60
