,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
1,0,35,10,3,Mode,"[0, 282, 560, 1046]",42308.77407924229,16.400085237566884,0.07268189132020868,114.98864938407897,2.7221913840898093,0.12592902002107137,108.77723183841064,2.438313854864065
48,20,40,15,4,Median,"[0, 168, 560, 857, 1046]",33305.531471361704,15.081291815507035,0.0708664951769858,89.77771487059005,3.5606254101153763,0.12788560660439205,86.28519461970497,3.1201358700788973
99,40,50,10,5,Median,"[0, 178, 560, 682, 857, 1046]",45197.520352566826,21.83507034612065,0.08417602651050096,105.59262746527172,2.587053822215551,0.21137009780250252,121.1255348562105,1.7979487093890687
7,0,35,20,6,Mode,"[0, 39, 282, 560, 682, 857, 1046]",34636.876323743316,20.807298536119337,0.05802672561040448,91.36978722024224,2.4339867556403627,0.18906750757150015,94.1765062692765,1.7961640681450544
16,0,40,20,7,Mode,"[0, 39, 282, 560, 682, 857, 976, 1046]",33802.437913089976,21.72746198712657,0.027360389369610973,87.86473911120245,3.08604052022832,0.19767747752642936,90.69620678448779,1.6942155704785493
132,60,45,20,8,Median,"[0, 104, 277, 557, 682, 784, 857, 976, 1046]",27147.854857662544,20.78189338540246,0.051618777816451675,88.10323384898996,3.174993334564328,0.20296652900318354,77.22144288118886,1.7649746120484735
25,0,45,20,9,Mode,"[0, 39, 282, 492, 560, 682, 784, 857, 976, 1046]",24209.17051099041,21.381873179753256,0.04033074866036389,81.9492130288508,2.9224718869404707,0.1993884589082276,69.9062138700375,1.6370482005315985
49,20,40,15,10,Mode,"[0, 92, 154, 282, 492, 560, 682, 784, 857, 976, 1046]",19921.616446762127,19.97787384049334,0.05514433895146331,80.81255994731484,2.941471755566041,0.19736448792117564,59.06340603751442,1.7973332017329078
85,40,40,15,11,Mode,"[0, 92, 154, 282, 492, 560, 609, 682, 784, 857, 976, 1046]",17433.518266908584,20.010424369325392,0.04733417684113224,76.53155489314271,2.9360795692566346,0.20520542117971402,56.01649446540199,1.818028214789532
88,40,40,20,12,Mode,"[0, 95, 154, 282, 492, 560, 609, 682, 784, 857, 929, 976, 1046]",15496.873632312956,19.770992339972434,0.04855523472189705,72.45209261847795,2.9292110893963037,0.2047570530348352,51.14170941878741,1.8879521265175312
88,40,40,20,13,Mode,"[0, 95, 154, 237, 282, 492, 560, 609, 682, 784, 857, 929, 976, 1046]",13579.573166226088,18.985925346940842,0.04602831568219331,68.40973132651592,2.9371941551120857,0.19426721235988684,44.90413195051341,1.977778493640992
67,20,50,15,14,Mode,"[0, 39, 92, 154, 282, 360, 492, 560, 609, 682, 784, 857, 929, 976, 1046]",12688.127616480815,18.252588377468943,0.02812941672639126,65.16392251320839,2.987424572549532,0.19020333633901101,43.14262256495309,2.0429808014159336
15,0,40,20,15,Median,"[0, 39, 95, 156, 235, 282, 360, 492, 560, 609, 682, 784, 857, 929, 976, 1046]",11883.913800043068,17.899280011894998,0.03294843450835111,62.512172682482785,2.960299001490714,0.18688384127637808,40.69539123239058,2.0746460576500776
16,0,40,20,16,Mode,"[0, 39, 95, 154, 237, 282, 360, 492, 560, 609, 682, 784, 857, 929, 976, 1043, 1046]",11185.727160028438,18.118047743876105,0.0027411216550847794,58.621482646047575,2.9580976234993597,0.18579758605241817,38.29263564168784,2.0166021285100664
