,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 132.5)","(133.5, 374.5)","(375.5, 642.5)","(644.5, 894.5)","(895.5, 1145.5)","(1146.5, 1232.5)","(1233.5, 1367.5)","(1368.5, 1582.5)","(1583.5, 1748.5)","(1749.5, 2020.5)"
"Time length, sec",127.0,241.0,267.0,250.0,250.0,86.0,134.0,214.0,165.0,271.0
Number of epochs,121,227,250,229,237,80,119,204,161,247
