,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 282.5)","(283.5, 726.5)","(727.5, 1158.5)","(1159.5, 1393.5)","(1394.5, 1532.5)","(1533.5, 2036.5)","(2037.5, 2250.5)","(2251.5, 2631.5)","(2632.5, 2760.5)","(2761.5, 2972.5)"
"Time length, sec",277.0,443.0,431.0,234.0,138.0,503.0,213.0,380.0,128.0,211.0
Number of epochs,273,411,412,228,131,480,206,349,122,200
