,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 422.5)","(423.5, 609.5)","(610.5, 819.5)","(820.5, 915.5)","(916.5, 1072.5)","(1073.5, 1388.5)","(1389.5, 1591.5)","(1592.5, 1684.5)","(1685.5, 1766.5)"
"Time length, sec",416.0,186.0,209.0,95.0,156.0,315.0,202.0,92.0,81.0
Number of epochs,397,168,198,87,143,296,194,91,77
