,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 183.5)","(184.5, 462.5)","(463.5, 621.5)","(622.5, 997.5)","(998.5, 1047.5)","(1048.5, 1300.5)","(1301.5, 1360.5)","(1361.5, 1676.5)","(1677.5, 1788.5)","(1789.5, 2143.5)"
"Time length, sec",178.0,278.0,158.0,375.0,49.0,252.0,59.0,315.0,111.0,354.0
Number of epochs,169,261,143,365,46,240,53,300,110,333
