Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy
0.9627,0.9987884699891745,0.9620480957147132,0.9619274074300106,0.9619604943811924,0.9905,0.9968,0.9993,0.9999,1.0
0.9713,0.9991669097630597,0.9706620455324991,0.9707538236890125,0.9706891769858312,0.9933,0.9971,0.9994,0.9998,1.0
0.9735,0.9992908947561341,0.9728392228309449,0.973093634761206,0.9728816292946604,0.9936,0.9973,0.9995,0.9999,1.0
0.9737,0.9993859427314987,0.9735298013077889,0.9729134236590088,0.9731121493720668,0.9935,0.998,0.9997,0.9999,1.0
0.975,0.999474935216748,0.9746713461111387,0.9743433554030132,0.9744724061363771,0.994,0.9977,0.9998,0.9999,1.0
0.9774,0.999503633657584,0.9768460525250144,0.977155488384696,0.9769037277769946,0.9948,0.9981,0.9998,0.9999,1.0
0.9788,0.9995433189899539,0.9784109368812144,0.9783049814292116,0.9783382128412758,0.9947,0.9979,0.9997,0.9999,1.0
0.9784,0.9995547112888215,0.9779094884743836,0.9780266767469549,0.9779197711960785,0.9952,0.998,0.9998,0.9999,1.0
0.9784,0.999574928351172,0.977949649297498,0.978221349205189,0.9779551699557351,0.9946,0.9985,0.9998,0.9999,1.0
0.9791,0.9995878978515617,0.9787823028788407,0.9786039996662504,0.9786306503944026,0.9948,0.9983,0.9998,0.9999,1.0
