,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 79.5)","(80.5, 224.5)","(225.5, 684.5)","(685.5, 989.5)","(990.5, 1144.5)","(1145.5, 1350.5)","(1351.5, 1711.5)","(1712.5, 1765.5)"
"Time length, sec",74.0,144.0,459.0,304.0,154.0,205.0,360.0,53.0
Number of epochs,66,136,424,291,138,196,328,53
