,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 47.5)","(48.5, 241.5)","(243.5, 415.5)","(416.5, 924.5)","(925.5, 1067.5)","(1068.5, 1367.5)","(1368.5, 1774.5)","(1775.5, 1880.5)","(1881.5, 2044.5)"
"Time length, sec",42.0,193.0,172.0,508.0,142.0,299.0,406.0,105.0,163.0
Number of epochs,43,184,164,477,136,280,378,96,153
