,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 144.5)","(145.5, 272.5)","(273.5, 893.5)","(894.5, 1188.5)","(1189.5, 1304.5)","(1305.5, 1470.5)","(1471.5, 1581.5)","(1582.5, 2271.5)","(2275.5, 2464.5)","(2465.5, 2972.5)"
"Time length, sec",139.0,127.0,620.0,294.0,115.0,165.0,110.0,689.0,189.0,507.0
Number of epochs,136,128,582,279,114,156,104,662,166,485
