,VendorID,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
228,2,4.0,11.87,145,132,1,110.0,0.0,0.0,25.35,15.75,1.0,152.1,0.0,0.0,0.0
229,2,4.0,13.77,10,48,1,92.65,0.0,0.0,0.0,15.88,1.0,112.78,2.5,0.0,0.75
230,2,3.0,18.01,132,87,4,87.0,0.0,0.0,0.0,15.94,1.0,106.44,2.5,0.0,0.0
231,2,2.0,19.84,132,166,1,70.0,0.0,0.5,10.0,16.0,1.0,100.0,2.5,0.0,0.0
232,2,4.0,13.89,161,1,1,95.0,0.0,0.0,15.0,16.02,1.0,127.77,0.0,0.0,0.75
233,7,3.0,3.11,114,114,1,19.8,0.0,0.5,8.32,16.05,1.0,49.93,2.5,0.0,0.75
234,1,1.0,18.2,162,1,1,88.8,0.75,0.0,21.3,16.06,1.0,127.91,0.0,0.0,0.75
235,2,1.0,4.58,87,265,1,35.9,1.0,0.0,10.95,16.09,1.0,65.69,0.0,0.0,0.75
236,2,1.0,16.12,132,201,1,59.0,1.0,0.5,15.53,16.13,1.0,93.16,0.0,0.0,0.0
237,2,1.0,9.87,264,142,1,41.5,0.0,0.5,12.34,16.19,1.0,74.03,2.5,0.0,0.0
238,2,1.0,13.68,68,265,1,94.0,0.0,0.0,0.0,16.21,1.0,111.96,0.0,0.0,0.75
239,2,1.0,20.53,43,265,2,100.0,0.0,0.0,0.0,16.24,1.0,117.99,0.0,0.0,0.75
240,2,2.0,81.38,162,265,1,252.0,0.0,0.0,67.53,16.36,1.0,337.64,0.0,0.0,0.75
241,2,1.0,0.0,239,239,1,70.0,0.0,0.5,17.59,16.44,1.0,105.53,0.0,0.0,0.0
242,2,1.0,19.01,237,1,1,94.4,0.0,0.0,22.52,16.46,1.0,135.13,0.0,0.0,0.75
243,2,3.0,16.59,230,1,1,83.2,0.0,0.0,20.29,16.52,1.0,121.76,0.0,0.0,0.75
244,2,2.0,16.52,132,100,1,70.0,0.0,0.5,18.26,16.54,1.0,109.55,2.5,0.0,0.75
245,2,1.0,22.56,263,1,1,114.0,0.0,0.0,26.46,16.56,1.0,158.77,0.0,0.0,0.75
246,2,1.0,14.56,10,230,1,87.95,0.0,0.0,21.62,16.65,1.0,129.72,2.5,0.0,0.0
247,1,1.0,16.3,48,1,1,80.0,0.75,0.0,24.6,16.66,1.0,123.01,0.0,0.0,0.75
248,2,1.0,15.87,230,132,1,90.0,0.0,0.0,22.19,16.69,1.0,133.13,2.5,0.0,0.75
249,2,3.0,17.88,239,265,1,96.5,1.0,0.0,23.19,16.71,1.0,139.15,0.0,0.0,0.75
250,2,1.0,16.14,230,132,1,89.0,0.0,0.0,22.01,16.79,1.0,132.05,2.5,0.0,0.75
251,2,2.0,4.98,138,193,1,21.2,6.0,0.5,0.0,0.0,1.0,30.45,0.0,1.75,0.0
252,2,1.0,14.53,132,265,1,91.9,2.5,0.5,0.0,0.3,1.0,97.95,0.0,1.75,0.0
253,2,3.0,27.92,132,230,4,70.0,0.0,0.5,0.0,0.36,1.0,76.86,2.5,1.75,0.75
254,2,3.0,20.28,132,140,1,70.0,0.0,0.5,10.0,1.23,1.0,86.98,2.5,1.75,0.0
255,2,1.0,0.0,132,132,1,135.5,0.0,0.0,27.56,1.3,1.0,167.11,0.0,1.75,0.0
256,2,1.0,11.57,132,265,1,80.7,0.0,0.5,8.56,1.65,1.0,94.16,0.0,1.75,0.0
257,1,1.0,11.7,132,265,1,63.2,2.75,0.5,5.0,2.0,1.0,74.45,0.0,1.75,0.0
258,2,1.0,11.12,138,87,1,58.3,5.0,0.5,10.0,2.25,1.0,82.05,2.5,1.75,0.75
259,2,1.0,6.51,132,180,1,27.5,0.0,0.5,7.88,2.5,1.0,41.13,0.0,1.75,0.0
260,2,1.0,15.91,132,201,1,59.0,0.0,0.5,12.62,2.6,1.0,77.47,0.0,1.75,0.0
261,2,3.0,11.16,132,27,1,44.3,0.0,0.5,12.14,2.75,1.0,62.44,0.0,1.75,0.0
262,1,1.0,8.3,132,265,2,44.3,2.75,0.5,0.0,3.0,1.0,51.55,0.0,1.75,0.0
263,2,1.0,11.1,132,265,1,44.3,1.0,0.5,10.0,3.18,1.0,61.73,0.0,1.75,0.0
264,2,1.0,17.41,132,201,1,63.9,1.0,0.5,12.0,3.4,1.0,83.55,0.0,1.75,0.0
265,2,2.0,12.31,132,265,1,71.6,0.0,0.5,15.32,3.5,1.0,93.67,0.0,1.75,0.0
266,2,2.0,18.27,132,232,2,70.0,0.0,0.5,0.0,3.75,1.0,80.25,2.5,1.75,0.75
267,2,1.0,9.81,132,37,1,44.3,2.5,0.5,10.44,3.88,1.0,64.37,0.0,1.75,0.0
268,2,1.0,19.2,132,249,4,70.0,5.0,0.5,0.0,3.94,1.0,85.44,2.5,1.75,0.75
269,2,2.0,15.7,132,140,4,79.0,0.0,0.0,0.0,3.99,1.0,88.99,2.5,1.75,0.75
270,2,1.0,13.63,132,265,1,96.8,2.5,0.5,31.66,4.0,1.0,138.96,0.0,1.75,0.75
271,2,1.0,10.6,132,265,1,43.6,0.0,0.5,14.88,4.5,1.0,66.23,0.0,1.75,0.0
272,2,3.0,8.62,138,230,1,65.0,5.0,0.0,15.84,4.95,1.0,96.79,2.5,1.75,0.75
273,2,1.0,10.97,132,82,4,40.8,1.0,0.5,0.0,5.0,1.0,50.05,0.0,1.75,0.0
274,2,1.0,18.91,138,117,1,72.3,6.0,0.5,17.0,5.2,1.0,103.75,0.0,1.75,0.0
275,2,1.0,15.59,132,201,1,59.7,1.0,0.5,16.9,5.4,1.0,86.25,0.0,1.75,0.0
276,2,2.0,9.38,138,25,1,67.0,5.0,0.0,15.69,5.44,1.0,95.88,0.0,1.75,0.0
277,2,1.0,16.07,132,201,2,61.8,2.5,0.5,0.0,5.5,1.0,73.05,0.0,1.75,0.0
278,2,1.0,16.75,132,201,1,66.7,0.0,0.5,10.0,5.6,1.0,85.55,0.0,1.75,0.0
279,2,1.0,10.21,132,265,1,44.3,0.0,0.5,10.7,5.94,1.0,64.19,0.0,1.75,0.0
280,2,1.0,9.25,132,265,1,53.4,1.0,0.5,10.0,6.0,1.0,73.65,0.0,1.75,0.0
281,1,1.0,13.6,132,265,1,76.5,2.75,0.5,17.4,6.18,1.0,104.33,0.0,1.75,0.0
282,2,3.0,32.08,132,265,4,118.5,0.0,0.5,0.0,6.23,1.0,127.98,0.0,1.75,0.0
283,2,1.0,19.17,132,142,1,70.0,0.0,0.5,8.28,6.25,1.0,91.03,2.5,1.75,0.75
284,1,1.0,14.6,132,265,1,90.5,1.75,0.5,0.0,6.36,1.0,100.11,0.0,1.75,0.0
285,2,2.0,17.44,132,232,1,70.0,0.0,0.5,0.0,6.44,1.0,82.94,2.5,1.75,0.75
286,2,1.0,13.36,70,228,2,58.3,5.0,0.5,0.0,6.45,1.0,73.0,0.0,1.75,0.0
287,2,4.0,16.69,132,90,1,120.0,0.0,0.0,0.0,6.49,1.0,132.49,2.5,1.75,0.75
288,2,1.0,13.6,132,265,1,88.4,1.0,0.5,10.0,6.5,1.0,109.15,0.0,1.75,0.0
289,1,0.0,17.5,132,230,1,70.0,10.0,0.5,17.6,6.64,1.0,105.74,2.5,1.75,0.75
290,2,1.0,14.69,132,142,1,100.0,0.0,0.0,21.55,6.75,1.0,131.05,0.0,1.75,0.0
291,2,3.0,0.24,138,138,1,120.0,5.0,0.0,26.57,6.84,1.0,161.16,0.0,1.75,0.0
292,2,1.0,16.45,132,201,1,61.1,1.0,0.5,14.1,6.9,1.0,86.35,0.0,1.75,0.0
293,2,1.0,19.41,132,231,1,115.0,0.0,0.0,0.0,6.92,1.0,127.92,2.5,1.75,0.75
294,2,3.0,6.65,138,163,2,58.0,5.0,0.0,0.0,6.93,1.0,75.93,2.5,1.75,0.75
295,2,1.0,8.44,138,141,1,33.8,6.0,0.5,5.0,6.94,1.0,57.49,2.5,1.75,0.0
296,2,1.0,9.46,138,148,1,55.0,5.0,0.0,14.24,6.95,1.0,87.19,2.5,1.75,0.75
297,1,1.0,16.6,132,161,1,70.0,5.0,0.5,16.65,6.96,1.0,100.11,2.5,1.75,0.75
298,2,1.0,18.9,132,232,1,70.0,0.0,0.5,16.35,6.98,1.0,99.83,2.5,1.75,0.75
299,2,1.0,11.45,138,231,1,66.4,5.0,0.0,16.03,6.99,1.0,97.92,0.0,1.75,0.75
300,2,1.0,20.35,132,88,1,70.0,0.0,0.5,16.35,7.0,1.0,99.85,2.5,1.75,0.75
301,1,1.0,12.8,138,265,1,61.1,10.0,0.5,0.01,7.02,1.0,79.63,2.5,1.75,0.75
302,2,1.0,31.7,132,265,2,190.0,0.0,0.0,0.0,7.04,1.0,199.79,0.0,1.75,0.0
303,2,3.0,51.03,132,265,1,301.2,2.5,0.0,62.4,7.29,1.0,376.14,0.0,1.75,0.0
304,2,1.0,17.75,132,148,3,70.0,0.0,0.5,0.0,7.31,1.0,83.81,2.5,1.75,0.75
305,2,1.0,9.27,138,144,1,69.0,5.0,0.0,17.15,7.5,1.0,104.65,2.5,1.75,0.75
306,2,1.0,17.23,132,148,1,70.0,0.0,0.5,16.49,7.69,1.0,100.68,2.5,1.75,0.75
307,2,2.0,20.7,132,141,1,70.0,0.0,0.5,10.0,7.75,1.0,94.25,2.5,1.75,0.75
308,2,1.0,10.92,132,117,1,45.0,0.0,0.5,0.0,7.8,1.0,56.05,0.0,1.75,0.0
309,2,1.0,17.72,132,107,4,70.0,0.0,0.5,0.0,7.94,1.0,84.44,2.5,1.75,0.75
310,2,2.0,18.73,132,89,1,70.9,1.0,0.5,14.97,7.99,1.0,98.11,0.0,1.75,0.0
311,2,2.0,10.51,132,265,1,90.0,0.0,0.0,19.8,8.0,1.0,120.55,0.0,1.75,0.0
312,2,1.0,46.76,132,265,1,255.0,0.0,0.5,52.94,8.19,1.0,319.38,0.0,1.75,0.0
313,2,1.0,13.96,138,257,2,53.4,6.0,0.5,0.0,8.43,1.0,71.08,0.0,1.75,0.0
314,2,2.0,17.67,132,230,4,70.0,0.0,0.5,0.0,8.5,1.0,85.0,2.5,1.75,0.75
315,2,1.0,19.35,132,211,1,70.0,0.0,0.5,10.0,8.64,1.0,95.14,2.5,1.75,0.75
316,2,1.0,23.87,132,265,1,106.6,0.0,0.5,20.0,8.68,1.0,138.53,0.0,1.75,0.0
317,2,1.0,88.35,132,265,2,486.0,0.0,0.0,0.0,8.69,1.0,497.44,0.0,1.75,0.0
318,1,1.0,29.1,132,265,1,143.0,4.25,0.5,0.0,8.84,1.0,157.59,0.0,1.75,0.0
319,2,1.0,36.64,132,265,1,195.5,0.0,0.5,8.0,8.88,1.0,215.63,0.0,1.75,0.0
320,2,2.0,17.23,132,186,1,70.0,0.0,0.5,16.73,8.9,1.0,102.13,2.5,1.75,0.75
321,2,1.0,16.07,132,208,1,61.1,0.0,0.5,14.31,8.94,1.0,87.6,0.0,1.75,0.0
322,2,1.0,8.7,138,230,1,60.1,6.0,0.0,15.36,8.95,1.0,93.91,0.0,1.75,0.75
323,2,1.0,17.16,132,164,1,70.0,0.0,0.5,1.0,8.99,1.0,85.74,2.5,1.75,0.0
324,2,3.0,6.43,138,237,1,70.0,5.0,0.0,17.65,9.0,1.0,107.65,2.5,1.75,0.75
325,2,2.0,18.51,132,263,2,70.0,0.0,0.5,0.0,9.02,1.0,84.77,2.5,1.75,0.0
326,2,1.0,20.96,132,243,1,70.0,0.0,0.5,16.12,9.11,1.0,98.48,0.0,1.75,0.0
327,2,1.0,22.14,132,261,2,70.0,0.0,0.5,0.0,9.12,1.0,85.62,2.5,1.75,0.75
328,2,2.0,35.3,138,265,1,200.4,7.5,0.5,43.71,9.13,1.0,263.99,0.0,1.75,0.0
329,2,2.0,41.12,132,265,1,147.2,1.0,0.5,0.0,9.19,1.0,160.64,0.0,1.75,0.0
330,2,2.0,18.3,132,263,1,70.0,0.0,0.5,8.0,9.2,1.0,92.95,2.5,1.75,0.0
331,2,2.0,17.21,132,161,1,70.0,5.0,0.5,17.8,9.25,1.0,108.55,2.5,1.75,0.75
332,2,1.0,9.88,138,237,1,40.8,5.0,0.5,11.81,9.27,1.0,72.63,2.5,1.75,0.0
333,2,4.0,18.2,132,125,1,70.0,0.0,0.5,16.81,9.3,1.0,102.61,2.5,1.75,0.75
334,2,2.0,18.56,132,142,1,70.0,0.0,0.5,16.84,9.44,1.0,102.78,2.5,1.75,0.75
335,2,1.0,28.14,138,40,1,47.8,5.0,0.5,15.94,9.45,1.0,81.44,0.0,1.75,0.0
336,2,1.0,10.94,138,164,4,51.3,5.0,0.5,0.0,9.49,1.0,72.29,2.5,1.75,0.75
337,1,1.0,17.1,132,161,1,70.0,10.0,0.5,18.15,9.5,1.0,109.15,2.5,1.75,0.75
338,2,4.0,0.0,132,132,1,87.0,0.0,0.0,19.51,9.55,1.0,118.81,0.0,1.75,0.0
339,2,1.0,16.88,132,161,3,70.0,0.0,0.5,0.0,9.69,1.0,86.19,2.5,1.75,0.75
340,2,1.0,21.68,132,66,1,79.3,0.0,0.5,18.11,9.75,1.0,110.41,0.0,1.75,0.0
341,2,1.0,9.09,70,148,1,65.0,5.0,0.0,16.81,9.79,1.0,102.6,2.5,1.75,0.75
342,2,2.0,18.17,132,79,1,70.0,0.0,0.5,16.91,9.8,1.0,103.21,2.5,1.75,0.75
343,2,1.0,8.74,138,161,2,52.7,7.5,0.5,0.0,9.84,1.0,76.54,2.5,1.75,0.75
344,2,2.0,18.25,132,238,1,70.0,0.0,0.5,10.0,9.88,1.0,96.38,2.5,1.75,0.75
345,2,1.0,27.99,132,65,1,107.3,0.0,0.5,23.74,9.89,1.0,144.18,0.0,1.75,0.0
346,2,2.0,19.22,132,238,1,70.0,0.0,0.5,16.93,9.9,1.0,103.33,2.5,1.75,0.75
347,2,3.0,7.71,138,75,2,53.8,5.0,0.0,0.0,9.94,1.0,71.49,0.0,1.75,0.0
348,2,2.0,16.94,132,170,1,70.0,0.0,0.5,17.29,9.95,1.0,103.74,2.5,1.75,0.75
349,2,1.0,9.18,70,230,4,70.0,0.0,0.5,0.0,9.96,1.0,86.46,2.5,1.75,0.75
350,2,2.0,26.61,138,265,1,150.0,6.0,0.0,33.4,9.98,1.0,202.13,0.0,1.75,0.0
351,2,1.0,7.99,138,229,1,65.0,5.0,0.0,10.0,9.99,1.0,95.99,2.5,1.75,0.75
352,2,1.0,9.38,132,39,2,38.0,2.5,0.5,0.0,10.0,1.0,53.75,0.0,1.75,0.0
353,2,3.0,12.23,138,220,1,65.0,5.0,0.0,20.28,10.12,1.0,103.15,0.0,1.75,0.0
354,2,2.0,35.31,138,265,1,189.9,5.0,0.0,0.0,10.14,1.0,207.79,0.0,1.75,0.0
355,2,1.0,19.29,132,263,2,70.0,0.0,0.5,0.0,10.15,1.0,85.9,2.5,1.75,0.0
356,2,1.0,21.36,132,239,1,70.0,0.0,0.5,12.89,10.19,1.0,98.83,2.5,1.75,0.0
357,2,1.0,0.0,132,132,1,85.72,0.0,0.0,19.39,10.21,1.0,118.07,0.0,1.75,0.0
358,2,1.0,19.01,132,169,4,75.1,1.0,0.5,0.0,10.22,1.0,89.57,0.0,1.75,0.0
359,2,1.0,24.69,132,265,1,105.9,1.0,0.5,12.0,10.24,1.0,132.39,0.0,1.75,0.0
360,2,4.0,10.65,138,230,1,54.8,5.0,0.5,0.0,10.25,1.0,76.55,2.5,1.75,0.75
361,2,2.0,0.25,132,132,1,85.54,0.0,0.0,19.73,10.34,1.0,118.36,0.0,1.75,0.0
362,2,1.0,22.91,138,201,1,87.0,7.5,0.5,21.28,10.4,1.0,129.43,0.0,1.75,0.0
363,2,1.0,45.91,132,265,1,300.0,0.0,0.0,0.0,10.42,1.0,313.17,0.0,1.75,0.0
364,2,2.0,20.25,138,265,1,91.2,7.5,0.5,22.13,10.44,1.0,134.52,0.0,1.75,0.0
365,2,1.0,16.58,132,162,2,70.0,0.0,0.5,0.0,10.49,1.0,86.99,2.5,1.75,0.75
366,1,1.0,0.0,132,132,1,70.0,1.75,0.5,5.0,10.5,1.0,88.75,0.0,1.75,0.0
367,2,1.0,17.32,132,113,1,70.0,0.0,0.5,17.06,10.54,1.0,104.1,2.5,1.75,0.75
368,2,1.0,16.84,132,48,1,70.0,0.0,0.5,10.0,10.55,1.0,97.05,2.5,1.75,0.75
369,2,1.0,45.0,132,265,2,227.0,1.0,0.0,0.0,10.69,1.0,241.44,0.0,1.75,0.0
370,2,2.0,29.32,132,265,1,138.1,1.0,0.5,0.0,10.84,1.0,153.19,0.0,1.75,0.0
371,1,1.0,30.9,132,265,1,181.5,1.75,0.5,39.15,10.94,1.0,234.84,0.0,1.75,0.0
372,2,1.0,9.43,132,39,4,36.6,1.0,0.5,0.0,10.99,1.0,55.09,2.5,1.75,0.75
373,2,1.0,18.47,132,163,1,88.44,0.0,0.0,20.74,11.0,1.0,126.18,2.5,1.75,0.75
374,2,3.0,6.56,138,161,1,35.2,7.5,0.5,11.71,11.09,1.0,72.0,2.5,1.75,0.75
375,2,1.0,9.37,138,230,1,42.9,6.0,0.5,13.3,11.11,1.0,79.81,2.5,1.75,0.75
376,2,1.0,18.59,132,142,1,70.0,0.0,0.5,17.02,11.12,1.0,103.89,2.5,1.75,0.0
377,2,1.0,24.81,132,265,1,110.1,1.0,0.5,24.75,11.14,1.0,150.24,0.0,1.75,0.0
378,2,1.0,19.66,132,144,2,110.5,1.0,0.0,0.0,11.15,1.0,126.15,0.0,1.75,0.75
379,2,2.0,9.53,138,161,1,40.8,6.0,0.5,0.0,11.19,1.0,64.49,2.5,1.75,0.75
380,2,3.0,16.05,132,27,1,62.5,0.0,0.5,15.04,11.2,1.0,91.99,0.0,1.75,0.0
381,2,3.0,10.7,138,230,1,58.3,5.0,0.5,15.86,11.25,1.0,96.91,2.5,1.75,0.75
382,2,1.0,26.92,138,265,1,144.0,5.0,0.0,32.62,11.34,1.0,195.71,0.0,1.75,0.0
383,2,1.0,12.68,70,24,1,51.3,5.0,0.5,10.0,11.35,1.0,84.15,2.5,1.75,0.75
384,2,1.0,14.45,132,255,1,68.1,2.5,0.5,10.0,11.4,1.0,95.25,0.0,1.75,0.0
385,2,1.0,8.21,138,233,2,33.1,6.0,0.5,0.0,11.44,1.0,57.04,2.5,1.75,0.75
386,2,1.0,9.05,138,239,2,37.3,6.0,0.5,0.0,11.45,1.0,60.5,2.5,1.75,0.0
387,2,1.0,18.48,132,79,1,70.0,0.0,0.5,17.25,11.5,1.0,105.25,2.5,1.75,0.75
388,2,1.0,0.0,132,132,1,70.0,0.0,0.5,16.65,11.75,1.0,101.65,0.0,1.75,0.0
389,2,4.0,9.82,138,148,1,38.7,6.0,0.5,3.06,11.8,1.0,66.06,2.5,1.75,0.75
390,2,2.0,21.05,138,265,2,107.3,7.5,0.5,0.0,11.86,1.0,129.91,0.0,1.75,0.0
391,2,4.0,18.1,132,100,4,70.0,0.0,0.5,0.0,11.9,1.0,88.4,2.5,1.75,0.75
392,2,3.0,18.02,132,230,2,70.0,0.0,0.5,0.0,11.91,1.0,88.41,2.5,1.75,0.75
393,2,3.0,17.46,132,162,1,70.0,0.0,0.5,10.0,11.94,1.0,98.44,2.5,1.75,0.75
394,2,1.0,16.69,132,170,1,70.0,0.0,0.5,8.0,11.95,1.0,96.45,2.5,1.75,0.75
395,2,2.0,17.11,132,230,1,70.0,0.0,0.5,0.0,11.99,1.0,85.99,0.0,1.75,0.75
396,2,1.0,0.0,132,132,1,70.0,0.0,0.5,16.7,12.0,1.0,101.95,0.0,1.75,0.0
397,2,4.0,10.64,138,170,1,69.2,7.5,0.0,5.0,12.11,1.0,97.31,0.0,1.75,0.75
398,2,1.0,18.91,132,263,2,70.0,0.0,0.5,0.0,12.14,1.0,87.89,2.5,1.75,0.0
399,2,1.0,31.65,132,265,1,157.0,2.5,0.5,34.99,12.18,1.0,209.92,0.0,1.75,0.0
400,2,1.0,30.01,132,118,4,131.1,2.5,0.5,0.0,12.2,1.0,151.55,2.5,1.75,0.0
401,2,2.0,14.92,132,165,4,52.7,0.0,0.5,0.0,12.33,1.0,68.28,0.0,1.75,0.0
402,2,1.0,0.0,132,132,1,70.0,0.0,0.5,0.0,12.34,1.0,85.59,0.0,1.75,0.0
403,2,1.0,8.26,138,262,4,35.9,5.0,0.5,0.0,12.44,1.0,59.09,2.5,1.75,0.0
404,2,2.0,8.28,138,164,4,34.5,6.0,0.5,0.0,12.5,1.0,59.5,2.5,1.75,0.75
405,2,4.0,17.35,132,48,1,82.1,2.5,0.5,20.38,12.54,1.0,124.02,2.5,1.75,0.75
406,2,1.0,16.01,132,163,1,70.0,0.0,0.5,17.49,12.69,1.0,106.68,2.5,1.75,0.75
407,2,1.0,0.0,132,132,1,70.0,0.0,0.5,16.85,12.73,1.0,102.83,0.0,1.75,0.0
408,2,1.0,6.61,138,145,1,70.0,5.0,0.0,9.0,12.75,1.0,99.5,0.0,1.75,0.0
409,2,1.0,18.2,132,246,1,70.0,0.0,0.5,0.0,12.82,1.0,89.32,2.5,1.75,0.75
410,2,1.0,20.96,132,243,2,70.0,5.0,0.5,0.0,12.89,1.0,91.14,0.0,1.75,0.0
411,2,3.0,21.78,132,261,1,70.0,0.0,0.5,17.54,12.94,1.0,106.98,2.5,1.75,0.75
412,2,1.0,13.01,138,261,1,59.0,5.0,0.5,16.34,12.95,1.0,99.79,2.5,1.75,0.75
413,2,1.0,16.86,132,233,1,70.0,0.0,0.5,17.54,12.96,1.0,107.0,2.5,1.75,0.75
414,2,2.0,18.99,132,230,1,70.0,5.0,0.5,18.55,12.99,1.0,113.04,2.5,1.75,0.75
415,2,1.0,20.54,132,174,1,77.9,0.0,0.5,0.0,13.0,1.0,96.65,2.5,1.75,0.0
416,2,1.0,25.94,132,265,1,115.0,0.0,0.5,25.91,13.04,1.0,157.2,0.0,1.75,0.0
417,1,1.0,36.4,132,265,1,196.9,2.75,0.5,0.0,13.09,1.0,214.24,0.0,1.75,0.0
418,2,2.0,16.43,132,230,1,87.0,0.0,0.0,20.89,13.2,1.0,127.09,2.5,1.75,0.75
419,2,1.0,85.19,138,265,1,431.5,5.0,0.0,0.0,13.3,1.0,452.55,0.0,1.75,0.0
420,2,1.0,7.55,138,263,2,28.9,6.0,0.5,0.0,13.34,1.0,53.99,2.5,1.75,0.0
421,2,1.0,15.85,132,137,1,70.0,0.0,0.5,17.64,13.44,1.0,107.58,2.5,1.75,0.75
422,2,2.0,7.63,138,230,1,65.0,5.0,0.0,5.0,13.45,1.0,94.45,2.5,1.75,0.75
423,2,4.0,9.19,70,163,1,46.4,7.5,0.5,14.43,13.49,1.0,88.32,2.5,1.75,0.75
424,2,3.0,10.0,138,230,1,75.0,5.0,0.0,5.0,13.5,1.0,103.75,2.5,1.75,0.0
425,2,1.0,9.13,138,148,2,56.6,6.0,0.0,0.0,13.59,1.0,79.69,0.0,1.75,0.75
426,2,1.0,0.0,132,132,1,70.0,0.0,0.5,17.04,13.72,1.0,104.01,0.0,1.75,0.0
427,2,2.0,8.59,138,151,1,41.5,7.5,0.5,12.85,13.75,1.0,78.85,0.0,1.75,0.0
428,2,1.0,17.6,132,163,1,70.0,0.0,0.5,17.71,13.8,1.0,108.01,2.5,1.75,0.75
429,2,1.0,33.69,132,5,2,125.5,0.0,0.5,0.0,13.84,1.0,142.59,0.0,1.75,0.0
430,2,1.0,9.19,138,69,1,37.3,6.0,0.5,12.09,13.88,1.0,72.52,0.0,1.75,0.0
431,2,1.0,23.61,132,221,1,86.3,2.5,0.5,20.84,13.9,1.0,126.79,0.0,1.75,0.0
432,2,3.0,20.91,132,69,1,86.3,0.0,0.5,20.34,13.91,1.0,123.8,0.0,1.75,0.0
433,2,1.0,37.1,132,265,2,173.1,1.0,0.5,0.0,13.93,1.0,191.28,0.0,1.75,0.0
434,1,1.0,27.1,132,220,1,111.5,4.25,0.5,32.8,13.94,1.0,163.99,0.0,1.75,0.0
435,2,1.0,14.89,138,265,1,67.4,7.5,0.5,18.08,13.98,1.0,110.21,0.0,1.75,0.0
436,2,1.0,14.47,138,138,4,60.4,7.5,0.5,0.0,13.99,1.0,85.14,0.0,1.75,0.0
437,2,1.0,10.11,138,68,1,66.4,5.0,0.0,17.43,14.0,1.0,106.33,0.0,1.75,0.75
438,2,1.0,18.7,132,25,4,82.1,1.0,0.5,0.0,14.03,1.0,100.38,0.0,1.75,0.0
439,2,1.0,19.33,132,239,1,70.0,0.0,0.5,26.64,14.05,1.0,117.19,2.5,1.75,0.75
440,2,1.0,44.14,70,265,1,276.0,6.0,0.0,2.0,14.06,1.0,301.56,0.0,1.75,0.75
441,2,4.0,24.61,132,174,4,96.8,0.0,0.5,0.0,14.09,1.0,114.14,0.0,1.75,0.0
442,2,4.0,16.18,132,140,1,70.0,0.0,0.5,10.0,14.19,1.0,100.69,2.5,1.75,0.75
443,2,2.0,10.35,138,143,1,54.8,5.0,0.5,8.0,14.32,1.0,88.62,2.5,1.75,0.75
444,2,1.0,12.6,138,220,1,48.5,6.0,0.5,17.6,14.41,1.0,89.76,0.0,1.75,0.0
445,2,1.0,18.16,132,90,1,70.0,0.0,0.5,10.0,14.44,1.0,100.94,2.5,1.75,0.75
446,2,1.0,23.52,132,32,4,109.8,0.0,0.0,0.0,14.54,1.0,127.09,0.0,1.75,0.0
447,2,1.0,12.82,138,241,1,69.2,7.5,0.0,18.47,14.63,1.0,112.55,0.0,1.75,0.0
448,2,1.0,16.32,132,161,3,85.0,0.0,0.0,0.0,14.69,1.0,105.69,2.5,1.75,0.75
449,2,3.0,19.49,132,238,1,70.0,0.0,0.5,17.74,14.72,1.0,108.21,2.5,1.75,0.0
450,2,3.0,33.93,132,265,1,162.6,2.5,0.5,45.37,14.88,1.0,228.6,0.0,1.75,0.0
451,2,1.0,17.98,132,239,1,70.0,0.0,0.5,10.0,14.89,1.0,100.64,2.5,1.75,0.0
452,2,3.0,10.79,138,230,1,69.9,5.0,0.0,18.32,14.94,1.0,111.66,0.0,1.75,0.75
453,2,3.0,17.39,132,162,1,70.0,0.0,0.5,17.94,14.95,1.0,109.39,2.5,1.75,0.75
454,2,1.0,12.76,138,48,2,79.0,7.5,0.0,0.0,14.96,1.0,104.96,0.0,1.75,0.75
455,2,4.0,29.5,132,200,4,111.5,1.0,0.5,0.0,15.0,1.0,130.75,0.0,1.75,0.0
456,2,1.0,12.14,138,195,3,65.0,5.0,0.0,0.0,15.3,1.0,88.05,0.0,1.75,0.0
457,2,1.0,23.93,138,265,1,122.7,7.5,0.5,22.5,15.32,1.0,171.27,0.0,1.75,0.0
458,2,1.0,10.29,138,233,1,39.4,5.0,0.5,12.93,15.5,1.0,79.33,2.5,1.75,0.75
459,2,1.0,23.44,132,265,1,103.1,1.0,0.5,24.23,15.55,1.0,147.13,0.0,1.75,0.0
460,2,1.0,37.82,132,265,1,203.9,0.0,0.0,20.0,15.68,1.0,242.33,0.0,1.75,0.0
461,2,2.0,18.82,132,263,1,70.0,0.0,0.5,0.0,15.75,1.0,91.5,2.5,1.75,0.0
462,2,4.0,22.1,132,261,1,70.0,0.0,0.5,18.13,15.88,1.0,110.51,2.5,1.75,0.75
463,2,2.0,18.49,132,211,1,70.0,0.0,0.5,18.14,15.94,1.0,110.58,2.5,1.75,0.75
464,2,1.0,12.27,138,50,1,49.2,5.0,0.5,14.83,15.95,1.0,90.73,2.5,1.75,0.0
465,2,1.0,17.44,132,68,4,70.0,0.0,0.5,0.0,15.99,1.0,92.49,2.5,1.75,0.75
466,2,1.0,23.6,132,6,1,87.0,2.5,0.5,21.4,16.0,1.0,130.15,0.0,1.75,0.0
