,VendorID,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
467,2,1.0,8.62,70,230,4,59.4,5.0,0.0,0.0,16.05,1.0,83.95,0.0,1.75,0.75
468,2,1.0,11.49,132,49,2,54.1,0.0,0.5,0.0,16.06,1.0,73.41,0.0,1.75,0.0
469,2,1.0,8.82,138,141,4,57.3,6.0,0.0,0.0,16.09,1.0,82.89,0.0,1.75,0.75
470,1,1.0,20.8,132,265,1,85.0,2.5,0.0,20.0,16.31,1.0,124.81,0.0,1.75,0.75
471,2,1.0,15.31,132,162,3,130.0,0.0,0.0,0.0,16.69,1.0,152.69,2.5,1.75,0.75
472,2,1.0,16.93,132,230,4,70.0,0.0,0.5,0.0,16.93,1.0,93.43,2.5,1.75,0.75
473,2,1.0,10.75,138,230,2,47.1,5.0,0.5,0.0,16.94,1.0,75.54,2.5,1.75,0.75
474,2,1.0,17.76,132,230,1,70.0,0.0,0.5,18.34,16.97,1.0,111.81,2.5,1.75,0.75
475,2,1.0,9.03,138,239,1,40.8,5.0,0.5,16.7,16.98,1.0,85.23,2.5,1.75,0.0
476,2,2.0,27.9,132,261,4,70.0,5.0,0.5,0.0,16.99,1.0,98.49,2.5,1.75,0.75
477,2,1.0,6.68,132,28,4,38.0,2.5,0.5,0.0,17.0,1.0,60.75,0.0,1.75,0.0
478,1,1.0,19.8,132,234,4,70.0,5.0,0.5,0.0,17.06,1.0,93.56,2.5,1.75,0.75
479,2,1.0,12.24,70,220,1,65.7,7.5,0.0,10.0,17.11,1.0,103.06,0.0,1.75,0.0
480,2,3.0,29.6,132,220,1,111.5,2.5,0.5,6.63,17.12,1.0,141.0,0.0,1.75,0.0
481,2,1.0,17.23,132,186,2,70.0,0.0,0.5,0.0,17.13,1.0,93.63,2.5,1.75,0.75
482,2,2.0,57.87,132,265,1,319.4,2.5,0.0,30.0,17.38,1.0,372.03,0.0,1.75,0.0
483,2,1.0,9.59,138,142,1,65.0,5.0,0.0,17.7,17.5,1.0,107.95,0.0,1.75,0.0
484,2,1.0,15.03,132,209,1,70.0,5.0,0.5,10.0,17.64,1.0,109.14,2.5,1.75,0.75
485,2,1.0,19.66,132,231,4,70.0,0.0,0.5,0.0,17.75,1.0,94.25,2.5,1.75,0.75
486,2,1.0,9.85,138,65,3,43.6,7.5,0.5,0.0,17.8,1.0,72.15,0.0,1.75,0.0
487,2,4.0,29.92,132,265,1,150.0,0.0,0.0,33.78,17.88,1.0,204.41,0.0,1.75,0.0
488,2,4.0,0.0,132,132,1,110.0,0.0,0.0,25.8,18.0,1.0,156.55,0.0,1.75,0.0
489,2,1.0,25.17,132,265,1,112.2,1.0,0.0,0.01,18.06,1.0,134.77,0.0,1.75,0.75
490,2,1.0,20.07,132,246,1,70.0,0.0,0.5,18.58,18.13,1.0,113.21,2.5,1.75,0.75
491,2,1.0,21.4,132,13,1,70.0,0.0,0.5,4.74,18.39,1.0,99.63,2.5,1.75,0.75
492,2,3.0,68.61,138,265,2,455.9,6.0,0.0,0.0,18.66,1.0,484.06,0.0,1.75,0.75
493,2,1.0,17.85,132,186,1,90.0,0.0,0.0,11.47,18.69,1.0,126.16,2.5,1.75,0.75
494,2,2.0,10.39,138,230,1,50.6,5.0,0.5,15.82,18.75,1.0,96.67,2.5,1.75,0.75
495,2,2.0,17.28,132,234,1,70.0,5.0,0.5,19.71,18.8,1.0,120.01,2.5,1.75,0.75
496,2,4.0,18.62,132,246,1,70.0,0.0,0.5,18.71,18.82,1.0,114.03,2.5,1.75,0.75
497,2,3.0,16.71,132,230,1,102.8,0.0,0.0,24.69,18.88,1.0,149.87,0.0,1.75,0.75
498,2,1.0,0.13,132,132,1,70.0,0.0,0.5,18.09,18.94,1.0,110.28,0.0,1.75,0.0
499,2,1.0,24.36,132,174,2,92.6,2.5,0.5,0.0,18.95,1.0,117.3,0.0,1.75,0.0
500,1,1.0,19.5,138,138,2,80.7,10.0,0.5,0.0,19.0,1.0,111.2,2.5,1.75,0.75
501,2,1.0,24.79,138,265,1,133.9,6.0,0.0,32.14,19.06,1.0,194.6,0.0,1.75,0.75
502,7,2.0,8.32,142,138,1,46.4,0.0,0.5,11.23,0.0,1.0,67.38,2.5,5.0,0.75
503,7,1.0,9.91,163,138,1,45.0,0.0,0.5,10.95,0.0,1.0,65.7,2.5,5.0,0.75
504,7,1.0,8.54,162,138,1,39.4,0.0,0.5,10.33,0.0,1.0,61.98,2.5,5.0,0.75
505,7,1.0,8.59,163,138,1,45.7,0.0,0.5,17.39,0.0,1.0,75.34,2.5,5.0,0.75
506,7,2.0,0.79,70,138,1,5.8,0.0,0.5,2.66,0.0,1.0,15.96,0.0,5.0,0.0
507,7,1.0,9.13,163,138,1,39.4,0.0,0.5,14.74,0.0,1.0,63.89,2.5,5.0,0.75
508,7,2.0,10.11,230,138,1,46.4,0.0,0.5,11.23,0.0,1.0,67.38,2.5,5.0,0.75
509,7,2.0,11.22,50,138,1,60.0,0.0,0.5,13.95,0.0,1.0,83.7,2.5,5.0,0.75
510,7,1.0,7.14,163,138,1,33.8,0.0,0.5,8.71,0.0,1.0,52.26,2.5,5.0,0.75
511,7,2.0,9.98,163,138,1,43.6,0.0,0.5,10.67,0.0,1.0,64.02,2.5,5.0,0.75
512,7,2.0,14.15,13,138,1,55.5,0.0,0.5,13.05,0.0,1.0,78.3,2.5,5.0,0.75
513,7,2.0,7.41,229,138,1,34.5,0.0,0.5,6.0,0.0,1.0,50.25,2.5,5.0,0.75
514,7,2.0,9.57,163,138,1,42.9,0.0,0.5,10.53,0.0,1.0,63.18,2.5,5.0,0.75
515,7,2.0,7.16,229,138,1,34.5,0.0,0.5,11.06,0.0,1.0,55.31,2.5,5.0,0.75
516,7,1.0,10.47,163,138,1,46.4,0.0,0.5,8.0,0.0,1.0,64.15,2.5,5.0,0.75
517,7,1.0,10.46,125,138,2,49.9,0.0,0.5,0.0,0.0,1.0,62.15,2.5,5.0,0.75
518,7,1.0,8.12,161,138,1,39.4,0.0,0.5,12.91,0.0,1.0,64.56,2.5,5.0,0.75
519,7,1.0,9.9,230,138,1,47.1,0.0,0.5,11.87,0.0,1.0,71.22,2.5,5.0,0.75
520,7,1.0,10.49,79,138,1,40.1,0.0,0.5,8.0,0.0,1.0,57.85,2.5,5.0,0.75
521,7,1.0,2.05,129,138,2,10.0,0.0,0.5,0.0,0.0,1.0,16.5,0.0,5.0,0.0
522,7,1.0,12.23,238,138,2,49.9,0.0,0.5,0.0,0.0,1.0,60.65,2.5,5.0,0.75
523,7,2.0,10.18,162,138,1,52.0,0.0,0.5,12.85,0.0,1.0,77.1,2.5,5.0,0.75
524,7,2.0,8.6,237,138,1,38.7,0.0,0.5,10.19,0.0,1.0,61.14,2.5,5.0,0.75
525,7,1.0,14.08,13,138,1,54.1,0.0,0.5,12.77,0.0,1.0,76.62,2.5,5.0,0.75
526,7,1.0,11.58,249,138,1,45.0,0.0,0.5,10.95,0.0,1.0,65.7,2.5,5.0,0.75
527,7,1.0,7.76,163,138,1,38.0,0.0,0.5,9.55,0.0,1.0,57.3,2.5,5.0,0.75
528,7,2.0,10.13,48,138,1,50.6,0.0,0.5,12.07,0.0,1.0,72.42,2.5,5.0,0.75
529,7,1.0,6.97,80,138,1,64.0,0.0,0.5,5.0,0.0,1.0,75.5,0.0,5.0,0.0
530,7,3.0,1.03,70,138,1,65.5,0.0,0.5,14.4,0.0,1.0,86.4,0.0,5.0,0.0
531,7,1.0,7.7,142,138,1,40.8,0.0,0.5,10.11,0.0,1.0,60.66,2.5,5.0,0.75
532,7,1.0,7.8,142,138,1,43.6,0.0,0.5,5.0,0.0,1.0,58.35,2.5,5.0,0.75
533,7,1.0,10.07,161,138,1,40.8,0.0,0.5,10.11,0.0,1.0,60.66,2.5,5.0,0.75
534,7,4.0,7.76,142,138,1,47.8,0.0,0.5,12.01,0.0,1.0,72.06,2.5,5.0,0.75
535,7,1.0,10.37,114,138,1,41.5,0.0,0.5,10.25,0.0,1.0,61.5,2.5,5.0,0.75
536,7,2.0,1.12,129,138,1,65.0,0.0,0.5,14.3,0.0,1.0,85.8,0.0,5.0,0.0
537,7,1.0,6.89,162,138,1,35.9,0.0,0.5,12.04,0.0,1.0,60.19,2.5,5.0,0.75
538,7,1.0,9.03,229,138,1,40.1,0.0,0.5,10.47,0.0,1.0,62.82,2.5,5.0,0.75
539,7,1.0,10.3,79,138,2,40.1,0.0,0.5,0.0,0.0,1.0,50.85,2.5,5.0,0.75
540,7,1.0,11.19,234,138,1,50.6,0.0,0.5,12.07,0.0,1.0,72.42,2.5,5.0,0.75
541,7,1.0,10.69,79,138,1,46.4,0.0,0.5,1.0,0.0,1.0,57.15,2.5,5.0,0.75
542,7,1.0,4.7,146,138,1,20.5,0.0,0.5,10.0,0.0,1.0,37.0,0.0,5.0,0.0
543,7,2.0,7.73,142,138,1,41.5,0.0,0.5,10.75,0.0,1.0,64.5,2.5,5.0,0.75
544,7,1.0,10.4,144,138,1,47.8,0.0,0.5,12.01,0.0,1.0,72.06,2.5,5.0,0.75
545,7,1.0,8.56,237,138,1,41.5,0.0,0.5,10.25,0.0,1.0,61.5,2.5,5.0,0.75
546,7,1.0,7.67,142,138,1,45.0,0.0,0.5,13.69,0.0,1.0,68.44,2.5,5.0,0.75
547,7,1.0,6.88,141,138,1,32.4,0.0,0.5,10.54,0.0,1.0,52.69,2.5,5.0,0.75
548,7,2.0,10.08,148,138,1,49.9,0.0,0.5,11.93,0.0,1.0,71.58,2.5,5.0,0.75
549,7,1.0,10.2,68,138,1,52.7,0.0,0.5,12.49,0.0,1.0,74.94,2.5,5.0,0.75
550,7,1.0,9.23,162,138,1,40.1,0.0,0.5,10.47,0.0,1.0,62.82,2.5,5.0,0.75
551,7,2.0,9.62,237,138,1,43.6,0.0,0.5,5.0,0.0,1.0,58.35,2.5,5.0,0.75
552,7,2.0,6.82,145,138,1,67.0,0.0,0.5,14.7,0.0,1.0,88.2,0.0,5.0,0.0
553,7,2.0,10.3,230,138,1,48.5,0.0,0.5,11.65,0.0,1.0,69.9,2.5,5.0,0.75
554,7,1.0,10.27,114,138,1,45.0,0.0,0.5,10.95,0.0,1.0,65.7,2.5,5.0,0.75
555,7,1.0,7.63,263,138,1,31.0,0.0,0.5,10.19,0.0,1.0,50.94,2.5,5.0,0.75
556,7,1.0,11.23,231,138,1,46.4,0.0,0.5,11.23,0.0,1.0,67.38,2.5,5.0,0.75
557,7,2.0,7.07,145,138,1,65.0,0.0,0.5,0.0,0.0,1.0,71.5,0.0,5.0,0.0
558,7,1.0,12.94,88,138,1,55.5,0.0,0.5,0.0,0.0,1.0,67.75,2.5,5.0,0.75
559,7,1.0,7.21,229,138,1,31.0,0.0,0.5,8.35,0.0,1.0,50.1,2.5,5.0,0.75
560,7,1.0,6.98,229,138,1,31.0,0.0,0.5,8.15,0.0,1.0,48.9,2.5,5.0,0.75
561,7,1.0,10.52,230,138,1,45.7,0.0,0.5,11.09,0.0,1.0,66.54,2.5,5.0,0.75
562,7,1.0,7.99,162,138,1,40.1,0.0,0.5,12.46,0.0,1.0,62.31,2.5,5.0,0.75
563,7,1.0,10.76,231,138,1,46.4,0.0,0.5,14.04,0.0,1.0,70.19,2.5,5.0,0.75
564,7,1.0,0.68,70,138,3,5.1,0.0,0.5,0.0,0.0,1.0,11.6,0.0,5.0,0.0
565,7,1.0,4.01,93,138,1,17.0,0.0,0.5,4.7,0.0,1.0,28.2,0.0,5.0,0.0
566,7,1.0,12.17,144,138,1,47.8,0.0,0.5,11.51,0.0,1.0,69.06,2.5,5.0,0.75
567,7,1.0,9.42,163,138,1,40.1,0.0,0.5,12.46,0.0,1.0,62.31,2.5,5.0,0.75
568,7,1.0,11.63,158,138,1,49.9,0.0,0.5,10.0,0.0,1.0,69.65,2.5,5.0,0.75
569,7,1.0,8.74,141,138,1,35.9,0.0,0.5,10.37,6.94,1.0,62.21,2.5,5.0,0.0
570,7,2.0,8.67,236,138,1,38.7,0.0,0.5,13.66,6.94,1.0,68.3,2.5,5.0,0.0
571,7,1.0,11.25,230,138,1,53.4,0.0,0.5,17.52,6.94,1.0,87.61,2.5,5.0,0.75
572,7,1.0,8.89,233,138,1,39.4,0.0,0.5,11.22,6.94,1.0,67.31,2.5,5.0,0.75
573,7,1.0,9.1,238,138,1,40.8,0.0,0.5,14.19,6.94,1.0,70.93,2.5,5.0,0.0
574,7,2.0,8.8,236,138,1,43.6,0.0,0.5,11.91,6.94,1.0,71.45,2.5,5.0,0.0
575,7,1.0,9.46,141,138,1,43.6,0.0,0.5,11.91,6.94,1.0,71.45,2.5,5.0,0.0
576,7,1.0,11.59,230,138,1,56.2,0.0,0.5,14.58,6.94,1.0,87.47,2.5,5.0,0.75
577,7,2.0,7.92,262,138,1,38.0,0.0,0.5,10.79,6.94,1.0,64.73,2.5,5.0,0.0
578,7,1.0,9.14,170,138,1,37.3,0.0,0.5,7.0,6.94,1.0,60.99,2.5,5.0,0.75
579,7,1.0,10.64,114,138,1,49.9,0.0,0.5,13.82,6.94,1.0,82.91,2.5,5.0,0.75
580,7,1.0,9.21,107,138,1,35.2,0.0,0.5,10.38,6.94,1.0,62.27,2.5,5.0,0.75
581,7,1.0,7.86,263,138,1,30.3,0.0,0.5,9.25,6.94,1.0,55.49,2.5,5.0,0.0
582,7,1.0,9.2,238,138,1,42.9,0.0,0.5,10.0,6.94,1.0,68.84,2.5,5.0,0.0
583,7,1.0,10.62,48,138,1,44.3,0.0,0.5,7.0,6.94,1.0,67.99,2.5,5.0,0.75
584,7,1.0,8.35,262,138,1,34.5,0.0,0.5,10.09,6.94,1.0,60.53,2.5,5.0,0.0
585,7,1.0,8.53,236,138,1,33.8,0.0,0.5,2.26,6.94,1.0,52.0,2.5,5.0,0.0
586,7,3.0,10.88,142,138,1,49.2,0.0,0.5,13.18,6.94,1.0,79.07,2.5,5.0,0.75
587,7,1.0,9.21,162,138,1,42.9,0.0,0.5,11.92,6.94,1.0,71.51,2.5,5.0,0.75
588,7,1.0,12.88,236,138,1,64.6,0.0,0.5,16.26,6.94,1.0,97.55,2.5,5.0,0.75
589,7,1.0,10.21,230,138,1,45.7,0.0,0.5,6.0,6.94,1.0,68.39,2.5,5.0,0.75
590,7,2.0,11.06,43,138,1,47.1,0.0,0.5,12.76,6.94,1.0,76.55,2.5,5.0,0.75
591,7,1.0,8.6,236,138,1,36.6,0.0,0.5,10.51,6.94,1.0,63.05,2.5,5.0,0.0
592,7,1.0,8.17,262,138,1,33.1,0.0,0.5,14.71,6.94,1.0,63.75,2.5,5.0,0.0
593,7,2.0,10.78,230,138,1,53.4,0.0,0.5,17.52,6.94,1.0,87.61,2.5,5.0,0.75
594,7,1.0,10.76,43,138,1,55.5,0.0,0.5,14.44,6.94,1.0,86.63,2.5,5.0,0.75
595,7,1.0,8.78,236,138,1,39.4,0.0,0.5,11.07,6.94,1.0,66.41,2.5,5.0,0.0
596,7,3.0,11.5,230,138,1,49.9,0.0,0.5,13.32,6.94,1.0,79.91,2.5,5.0,0.75
597,7,1.0,9.26,162,138,1,36.6,0.0,0.5,10.66,6.94,1.0,63.95,2.5,5.0,0.75
598,7,1.0,10.56,142,138,1,45.0,0.0,0.5,12.19,6.94,1.0,73.13,2.5,5.0,0.0
599,7,1.0,9.05,236,138,1,41.5,0.0,0.5,11.99,6.94,1.0,71.93,2.5,5.0,0.0
600,7,1.0,8.0,262,138,1,32.4,0.0,0.5,10.17,6.94,1.0,61.01,2.5,5.0,0.0
601,7,1.0,9.47,237,138,1,45.7,0.0,0.5,18.49,6.94,1.0,80.13,2.5,5.0,0.0
602,7,1.0,10.87,163,138,1,48.5,0.0,0.5,13.04,6.94,1.0,78.23,2.5,5.0,0.75
603,7,1.0,7.68,263,138,1,30.3,0.0,0.5,9.25,6.94,1.0,55.49,2.5,5.0,0.0
604,7,1.0,9.26,151,138,1,38.7,0.0,0.5,10.43,6.94,1.0,62.57,0.0,5.0,0.0
605,7,2.0,9.7,230,138,1,45.7,0.0,0.5,6.61,6.94,1.0,69.0,2.5,5.0,0.75
606,7,1.0,9.77,234,138,1,42.2,0.0,0.5,8.0,6.94,1.0,66.89,2.5,5.0,0.75
607,7,1.0,9.3,162,138,1,36.6,0.0,0.5,8.37,6.94,1.0,64.16,2.5,5.0,0.75
608,7,1.0,9.82,100,138,1,40.1,0.0,0.5,11.86,6.94,1.0,71.15,2.5,5.0,0.75
609,7,1.0,10.2,237,138,1,40.1,0.0,0.5,11.21,6.94,1.0,67.25,2.5,5.0,0.0
610,7,1.0,10.87,233,138,1,42.9,0.0,0.5,5.0,6.94,1.0,64.59,2.5,5.0,0.75
611,7,1.0,8.25,236,138,1,36.6,0.0,0.5,2.0,6.94,1.0,54.54,2.5,5.0,0.0
612,7,1.0,9.88,186,138,1,61.1,0.0,0.5,5.0,6.94,1.0,82.79,2.5,5.0,0.75
613,7,1.0,15.42,239,138,1,56.2,0.0,0.5,14.43,6.94,1.0,86.57,2.5,5.0,0.0
614,7,1.0,11.58,230,138,1,58.3,0.0,0.5,15.0,6.94,1.0,89.99,2.5,5.0,0.75
615,7,1.0,10.12,234,138,1,47.8,0.0,0.5,6.66,6.94,1.0,71.15,2.5,5.0,0.75
616,7,1.0,8.96,236,138,1,38.7,0.0,0.5,8.2,6.94,1.0,62.84,2.5,5.0,0.0
617,7,1.0,15.26,88,138,1,60.4,0.0,0.5,15.42,6.94,1.0,92.51,2.5,5.0,0.75
618,7,1.0,7.88,263,138,1,33.8,0.0,0.5,9.95,6.94,1.0,59.69,2.5,5.0,0.0
619,7,1.0,9.05,162,138,1,38.0,0.0,0.5,10.94,6.94,1.0,65.63,2.5,5.0,0.75
620,7,1.0,9.03,170,138,1,38.7,0.0,0.5,11.58,6.94,1.0,69.47,2.5,5.0,0.75
621,7,1.0,10.89,163,138,1,66.7,0.0,0.5,10.0,6.94,1.0,95.89,2.5,5.0,0.75
622,7,2.0,9.22,162,138,1,47.1,0.0,0.5,9.94,6.94,1.0,76.23,2.5,5.0,0.75
623,7,1.0,12.05,164,138,1,50.6,0.0,0.5,10.0,6.94,1.0,79.79,2.5,5.0,0.75
624,7,1.0,10.9,233,138,1,41.5,0.0,0.5,11.84,6.94,1.0,71.03,2.5,5.0,0.75
625,7,1.0,8.89,170,138,1,37.3,0.0,0.5,13.5,6.94,1.0,67.49,2.5,5.0,0.75
626,7,1.0,10.95,230,138,1,46.4,0.0,0.5,15.77,6.94,1.0,78.86,2.5,5.0,0.75
627,7,1.0,8.74,140,138,1,38.0,0.0,0.5,10.79,6.94,1.0,64.73,2.5,5.0,0.0
628,7,1.0,10.21,239,138,1,47.1,0.0,0.5,12.61,6.94,1.0,75.65,2.5,5.0,0.0
629,7,1.0,11.86,163,138,1,48.5,0.0,0.5,13.04,6.94,1.0,78.23,2.5,5.0,0.75
630,7,2.0,16.08,261,138,1,62.5,0.0,0.5,11.88,6.94,1.0,91.07,2.5,5.0,0.75
631,7,2.0,8.58,43,138,1,38.0,0.0,0.5,10.29,6.94,1.0,61.73,0.0,5.0,0.0
632,7,1.0,10.05,68,138,1,56.2,0.0,0.5,18.22,6.94,1.0,91.11,2.5,5.0,0.75
633,7,2.0,9.24,236,138,2,40.8,0.0,0.5,0.0,6.94,1.0,56.74,2.5,5.0,0.0
634,7,1.0,9.56,161,138,1,49.2,0.0,0.5,13.68,6.94,1.0,82.07,2.5,5.0,0.75
635,7,1.0,10.06,239,138,1,46.4,0.0,0.5,12.97,6.94,1.0,77.81,2.5,5.0,0.0
636,7,1.0,14.64,13,138,1,59.0,0.0,0.5,15.64,6.94,1.0,93.83,2.5,5.0,0.75
637,7,1.0,9.62,68,138,1,49.9,0.0,0.5,13.82,6.94,1.0,82.91,2.5,5.0,0.75
638,7,1.0,10.44,142,138,2,40.8,0.0,0.5,0.0,6.94,1.0,57.74,2.5,5.0,0.0
639,7,1.0,8.44,236,138,1,34.5,0.0,0.5,10.09,6.94,1.0,60.53,2.5,5.0,0.0
640,7,4.0,10.67,43,138,1,51.3,0.0,0.5,13.6,6.94,1.0,81.59,2.5,5.0,0.75
641,7,1.0,11.63,230,138,1,50.6,0.0,0.5,10.0,6.94,1.0,77.29,2.5,5.0,0.75
642,7,1.0,10.45,68,138,1,47.8,0.0,0.5,12.9,6.94,1.0,77.39,2.5,5.0,0.75
643,7,1.0,8.57,263,138,1,34.5,0.0,0.5,10.59,6.94,1.0,63.53,2.5,5.0,0.0
644,7,1.0,8.72,141,138,1,44.3,0.0,0.5,15.69,6.94,1.0,78.43,2.5,5.0,0.0
645,7,1.0,10.25,162,138,1,40.8,0.0,0.5,11.5,6.94,1.0,68.99,2.5,5.0,0.75
646,7,1.0,9.56,186,138,1,40.1,0.0,0.5,14.2,6.94,1.0,70.99,2.5,5.0,0.75
647,7,1.0,8.83,237,138,2,38.0,0.0,0.5,0.0,6.94,1.0,53.94,2.5,5.0,0.0
648,7,1.0,10.7,230,138,1,53.4,0.0,0.5,5.0,6.94,1.0,75.09,2.5,5.0,0.75
649,7,1.0,11.47,230,138,1,45.0,0.0,0.5,12.34,6.94,1.0,74.03,2.5,5.0,0.75
650,7,1.0,9.34,237,138,1,38.7,0.0,0.5,10.0,6.94,1.0,64.64,2.5,5.0,0.0
651,7,1.0,11.0,68,138,1,45.7,0.0,0.5,15.6,6.94,1.0,77.99,2.5,5.0,0.75
652,7,1.0,8.98,151,138,1,38.7,0.0,0.5,13.04,6.94,1.0,65.18,0.0,5.0,0.0
653,7,2.0,11.98,107,138,2,49.9,0.0,0.5,0.0,6.94,1.0,66.59,2.5,5.0,0.75
654,7,1.0,10.9,230,138,1,66.0,0.0,0.5,16.54,6.94,1.0,99.23,2.5,5.0,0.75
655,7,1.0,11.01,186,138,1,53.4,0.0,0.5,17.52,6.94,1.0,87.61,2.5,5.0,0.75
656,7,1.0,9.29,162,138,1,38.0,0.0,0.5,10.94,6.94,1.0,65.63,2.5,5.0,0.75
657,7,1.0,8.99,170,138,1,35.9,0.0,0.5,7.89,6.94,1.0,60.48,2.5,5.0,0.75
658,7,1.0,9.89,161,138,1,40.1,0.0,0.5,11.36,6.94,1.0,68.15,2.5,5.0,0.75
659,7,2.0,11.21,186,138,1,49.2,0.0,0.5,13.18,6.94,1.0,79.07,2.5,5.0,0.75
660,7,1.0,8.77,236,138,1,40.1,0.0,0.5,11.21,6.94,1.0,67.25,2.5,5.0,0.0
661,7,1.0,8.46,262,138,1,33.8,0.0,0.5,9.95,6.94,1.0,59.69,2.5,5.0,0.0
662,7,1.0,8.21,236,138,1,34.5,0.0,0.5,10.09,6.94,1.0,60.53,2.5,5.0,0.0
663,7,1.0,10.08,79,138,1,42.9,0.0,0.5,11.92,6.94,1.0,71.51,2.5,5.0,0.75
664,7,1.0,8.21,262,138,1,33.1,0.0,0.5,10.0,6.94,1.0,59.04,2.5,5.0,0.0
665,7,2.0,10.55,48,138,1,49.9,0.0,0.5,5.0,6.94,1.0,71.59,2.5,5.0,0.75
666,7,1.0,9.18,170,138,1,35.9,0.0,0.5,13.15,6.94,1.0,65.74,2.5,5.0,0.75
667,7,1.0,12.17,50,138,1,52.0,0.0,0.5,17.17,6.94,1.0,85.86,2.5,5.0,0.75
668,7,1.0,9.24,237,138,1,36.6,0.0,0.5,6.0,6.94,1.0,61.04,2.5,5.0,0.0
669,7,1.0,8.82,170,138,1,35.2,0.0,0.5,10.58,6.94,1.0,63.47,2.5,5.0,0.75
670,7,1.0,9.24,229,138,2,35.2,0.0,0.5,0.0,6.94,1.0,52.89,2.5,5.0,0.75
671,7,1.0,10.51,249,138,1,48.5,0.0,0.5,13.04,6.94,1.0,78.23,2.5,5.0,0.75
672,7,1.0,10.23,142,138,1,48.5,0.0,0.5,12.89,6.94,1.0,77.33,2.5,5.0,0.0
673,7,1.0,9.87,100,138,1,45.0,0.0,0.5,12.34,6.94,1.0,74.03,2.5,5.0,0.75
674,7,1.0,10.05,229,138,1,43.6,0.0,0.5,18.09,6.94,1.0,78.38,2.5,5.0,0.75
675,7,1.0,10.03,246,138,1,45.7,0.0,0.5,12.48,6.94,1.0,74.87,2.5,5.0,0.75
676,7,1.0,8.5,140,138,1,33.8,0.0,0.5,7.5,6.94,1.0,57.24,2.5,5.0,0.0
677,7,1.0,9.61,230,138,1,70.0,0.0,0.5,4.33,6.94,1.0,91.02,2.5,5.0,0.75
678,7,1.0,7.97,262,138,1,31.0,0.0,0.5,9.59,6.94,1.0,57.53,2.5,5.0,0.0
679,7,1.0,8.68,141,138,2,33.1,0.0,0.5,0.0,6.94,1.0,50.04,2.5,5.0,0.0
680,7,1.0,9.13,164,138,1,38.0,0.0,0.5,10.94,6.94,1.0,65.63,2.5,5.0,0.75
681,7,1.0,10.25,237,138,1,41.5,0.0,0.5,11.49,6.94,1.0,68.93,2.5,5.0,0.0
682,7,1.0,10.98,233,138,1,42.2,0.0,0.5,5.0,6.94,1.0,63.89,2.5,5.0,0.75
683,7,1.0,9.74,142,138,1,41.5,0.0,0.5,11.49,6.94,1.0,68.93,2.5,5.0,0.0
684,7,1.0,9.21,161,138,1,38.0,0.0,0.5,10.94,6.94,1.0,65.63,2.5,5.0,0.75
685,7,1.0,10.87,163,138,1,42.9,0.0,0.5,11.92,6.94,1.0,71.51,2.5,5.0,0.75
686,7,2.0,9.11,238,138,1,44.3,0.0,0.5,12.05,6.94,1.0,72.29,2.5,5.0,0.0
687,7,4.0,9.88,48,138,1,47.8,0.0,0.5,12.9,6.94,1.0,77.39,2.5,5.0,0.75
688,7,1.0,9.19,162,138,1,40.1,0.0,0.5,11.86,6.94,1.0,71.15,2.5,5.0,0.75
689,7,1.0,9.53,230,138,1,38.0,0.0,0.5,13.92,6.94,1.0,69.61,2.5,5.0,0.75
690,7,1.0,9.0,237,138,1,42.9,0.0,0.5,11.77,6.94,1.0,70.61,2.5,5.0,0.0
691,7,1.0,9.59,239,138,1,43.6,0.0,0.5,11.91,6.94,1.0,71.45,2.5,5.0,0.0
692,7,1.0,11.66,230,138,1,47.8,0.0,0.5,19.35,6.94,1.0,83.84,2.5,5.0,0.75
693,7,1.0,12.11,48,138,2,48.5,0.0,0.5,0.0,6.94,1.0,65.19,2.5,5.0,0.75
694,7,1.0,17.05,230,138,1,66.0,0.0,0.5,16.54,6.94,1.0,99.23,2.5,5.0,0.75
695,7,1.0,10.08,239,138,1,45.0,0.0,0.5,12.19,6.94,1.0,73.13,2.5,5.0,0.0
696,7,1.0,14.4,261,138,1,65.3,0.0,0.5,16.4,6.94,1.0,98.39,2.5,5.0,0.75
697,7,1.0,9.06,107,138,1,36.6,0.0,0.5,11.16,6.94,1.0,66.95,2.5,5.0,0.75
698,7,1.0,13.3,161,138,1,56.2,0.0,0.5,11.31,6.94,1.0,86.7,2.5,5.0,0.75
699,7,2.0,8.42,262,138,1,33.8,0.0,0.5,9.95,6.94,1.0,59.69,2.5,5.0,0.0
700,7,2.0,9.92,237,138,1,45.0,0.0,0.5,0.0,6.94,1.0,61.69,2.5,5.0,0.75
701,7,2.0,14.28,261,138,1,54.8,0.0,0.5,14.3,6.94,1.0,85.79,2.5,5.0,0.75
702,7,1.0,10.66,143,138,1,46.4,0.0,0.5,7.0,6.94,1.0,69.34,2.5,5.0,0.0
703,7,1.0,9.41,100,138,1,39.4,0.0,0.5,5.61,6.94,1.0,61.7,2.5,5.0,0.75
704,7,2.0,11.87,161,138,1,46.4,0.0,0.5,10.0,6.94,1.0,73.09,2.5,5.0,0.75
705,7,1.0,9.97,100,138,1,49.2,0.0,0.5,13.18,6.94,1.0,79.07,2.5,5.0,0.75
