,0,1,2,3,4,5,6,7
"Start-end time, sec","(11.5, 186.5)","(187.5, 406.5)","(407.5, 681.5)","(682.5, 769.5)","(770.5, 1014.5)","(1015.5, 1238.5)","(1239.5, 1328.5)","(1330.5, 1486.5)"
"Time length, sec",175.0,219.0,274.0,87.0,244.0,223.0,89.0,156.0
Number of epochs,173,215,269,82,235,215,88,150
