,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
1172,60,40,20,Median,40,"[   0   97  173  286  388  506  608  657  892  967 1117 1189 1278 1362
 1427]",14,235,49,101.92857142857143,576.0052395350099,3.485249951175957,-0.06879000337249239,2.040355240644953,16.824438605895097,0.004488431727911683,2.4612047393713814,8.593702538380565
1173,60,40,20,Mode,40,"[   0   79  173  286  388  512  608  657  739  892  974 1117 1189 1301
 1347 1427]",15,153,46,95.13333333333334,477.8007710658295,3.2518783377419083,-0.06824390904341004,1.8083831118122955,17.85737073493407,0.00011755391634349652,2.0471574118049056,9.190366828426193
1174,60,40,20,Median,40,"[   0   97  173  286  388  506  608  657  739  807  892  967 1117 1189
 1301 1427]",15,150,49,95.13333333333334,594.8231227335128,3.6019539877596967,-0.06931528673420294,2.0503949938584536,17.503300796617474,0.007179776840733292,2.594953415416181,8.617831750669428
1175,60,40,20,Mode,40,"[   0   79  173  286  388  512  608  657  739  807  892  974 1117 1189
 1301 1427]",15,143,49,95.13333333333334,562.2019050597237,3.4984309133199987,-0.06761028752033789,1.9707349510767216,17.594497477499726,0.006683089983323231,2.443808811917699,8.794555302162118
1176,60,45,10,Median,40,[   0  524  974 1427],3,524,450,475.6666666666667,489.61476470132965,1.4472571692888447,-0.009891665369198142,1.6266983025232875,29.719282058978198,0.0013656784443551605,2.0771981239705246,20.41641815795226
1177,60,45,10,Mode,40,[   0  608  974 1427],3,608,366,475.6666666666667,479.1978160837008,1.4924382298843732,-0.010912733150080919,1.5320309179151825,31.40683022137881,-0.0006624626916924541,2.0346493185877392,19.888717282460227
1178,60,45,10,Median,40,[   0  173  608  983 1427],4,444,173,356.75,525.6038818753358,1.7657220794983506,-0.015824901260079793,1.6602015562730823,32.94061295387705,0.0011705011177717956,2.256673036059743,17.137226432261144
1179,60,45,10,Mode,40,[   0  173  608  974 1427],4,453,173,356.75,597.7279906627151,1.881502201273556,-0.016580289398229472,1.853931436922657,33.35637076960769,0.0011973238852148059,2.5661350199203774,15.793119908184702
1180,60,45,10,Median,40,[   0  173  608  966 1427],4,461,173,356.75,636.2783908030834,1.9412192093934413,-0.016526353996227327,1.9506179449370447,34.122375927330175,0.0012739776493860026,2.729010400815088,15.225016638051798
1181,60,45,10,Mode,40,[   0  173  608  974 1427],4,453,173,356.75,597.7279906627151,1.881502201273556,-0.016580289398229472,1.853931436922657,33.35637076960769,0.0011973238852148059,2.5661350199203774,15.793119908184702
1182,60,45,10,Median,40,[   0  173  438  608  966 1301 1427],6,358,126,237.83333333333334,374.3473459925382,1.6710011787824635,-0.02059493755168333,1.3722207538480242,30.29407859615345,0.0031609927415892254,1.6077585383033786,19.76602680167323
1183,60,45,10,Mode,40,[   0  173  485  608  974 1427],5,453,123,285.4,413.6483382135442,1.7983377041679203,-0.020588622144635194,1.6099750179704635,27.847711774590017,0.005858821313030044,1.7788032106084446,16.997038277372887
1184,60,45,10,Median,40,[   0  173  438  608  966 1144 1362 1427],7,358,65,203.85714285714286,344.34130822586104,1.829465803386043,-0.021979884573586978,1.4390199193756166,26.465320152761937,0.00525540239564714,1.4717014471225,17.020777711015764
1185,60,45,10,Mode,40,[   0  173  485  608  974 1189 1427],6,366,123,237.83333333333334,441.8416241973905,1.9506140767684041,-0.02332532214702898,1.692364164897995,28.919289632011814,0.005930625091702031,1.8950683381351063,15.642178698662274
1186,60,45,10,Median,40,[   0  132  368  485  608  966 1144 1362 1427],8,358,65,178.375,442.47694637955277,2.274274872676476,-0.05059115701735848,1.7724265238452268,21.650159253697318,0.004391454089725532,1.92280694929729,14.25587062749373
1187,60,45,10,Mode,40,[   0  173  286  485  608  974 1189 1427],7,366,113,203.85714285714286,476.7560941575105,2.2843952377695538,-0.03327214069005852,1.881454967402426,27.42613677093752,0.006527637799607068,2.0569768786229963,13.427969992003435
1188,60,45,10,Median,40,[   0  132  375  505  608  777  966 1144 1362 1427],9,243,65,158.55555555555554,425.0328434318169,2.2391766616105686,-0.0524618285607612,1.7149048775625317,22.482895078983443,0.00477978299434134,1.8531746175517407,15.063802084040715
1189,60,45,10,Mode,40,[   0  173  286  485  608  706  974 1189 1427],8,268,98,178.375,450.8356606304751,2.3399172772861294,-0.03552957671760033,1.7401538900941695,25.980353339430167,0.0032298232029639657,1.9434565114752014,12.838030904017888
1190,60,45,10,Median,40,[   0  132  368  485  608  731  966 1144 1301 1427],9,236,117,158.55555555555554,457.4739804881357,2.38451582508729,-0.052896008295623125,1.6843154684748343,22.534044923711807,-0.00015767366314288012,1.9815328506718923,13.181507700597994
1191,60,45,10,Mode,40,[   0  173  286  485  608  679  974 1189 1301 1427],9,295,71,158.55555555555554,450.3610414152646,2.522761194433756,-0.046044436762615756,1.6814742378285683,23.364049886944585,0.0026176007575727236,1.9256416298732852,12.025386026849763
1192,60,45,10,Median,40,[   0  132  368  485  608  679  892  974 1144 1301 1427],10,236,71,142.7,538.5541221999549,2.838373399123731,-0.06819276289792614,1.793178292041984,20.606066249135434,-0.0022399899625848954,2.3394109532240677,11.231205528998373
1193,60,45,10,Mode,40,[   0  173  286  485  608  657  892  974 1189 1301 1427],10,235,49,142.7,549.1012816038954,2.9890008529899754,-0.05302063023809918,1.8370068119501666,21.112967620705312,0.001982206846323216,2.3698534010778833,10.273538656213784
1194,60,45,10,Median,40,[   0  132  368  485  608  657  777  892  974 1144 1301 1427],11,236,49,129.72727272727272,487.5250334307683,2.789619940910509,-0.06973746171763064,1.666622896203729,21.070910101886998,-0.0013366807437434568,2.115963389323585,12.016580767851423
1195,60,45,10,Mode,40,[   0  173  286  485  608  657  739  892  974 1189 1301 1427],11,215,49,129.72727272727272,498.5852587819576,2.9139789364072013,-0.05511642654740171,1.7498753766867903,21.689495427288815,0.0025231512657816835,2.155948650278998,10.58921948454036
1196,60,45,10,Median,40,[   0   79  173  286  421  506  608  777  892  974 1144 1301 1427],12,170,79,118.91666666666667,424.3298766730693,2.6746727645943653,-0.06613836369805369,1.6211099570807042,20.42804005817899,0.002841883146343317,1.8297610054601967,12.182329289693133
