,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 79.5)","(80.5, 592.5)","(593.5, 1023.5)","(1024.5, 1387.5)","(1388.5, 1496.5)","(1498.5, 1804.5)","(1805.5, 2243.5)","(2244.5, 2320.5)"
"Time length, sec",74.0,512.0,430.0,363.0,108.0,306.0,438.0,76.0
Number of epochs,73,481,405,345,107,293,415,70
