,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 49.5)","(50.5, 341.5)","(342.5, 636.5)","(637.5, 784.5)","(785.5, 995.5)","(996.5, 1132.5)","(1133.5, 1308.5)","(1309.5, 1453.5)","(1454.5, 1542.5)"
"Time length, sec",42.0,291.0,294.0,147.0,210.0,136.0,175.0,144.0,88.0
Number of epochs,42,279,280,140,200,133,170,138,83
