,Feature,IV,IVs
0, betti-1 max,0.513317309592877,"[2.297535791478891, 0.24465893979296235, 0.1718689659410177, 0.12933039594989781, 0.8435324245603488, 0.18369429954793554, 0.2687815175163471, 0.3392193669864323, 0.14123408456206105]"
1, betti-1 mean,0.010878544316437106,"[0.03025590094494317, 0.0004094366242323466, 0.0008170034068411005, 0.01249009727855826, 0.020874133793266504, 0.005888069041518191, 0.011043271680320463, 0.004247361567875549, 0.011881624510378374]"
2, betti-1 std,0.674456518651708,"[2.655701293212758, 0.42981127983968836, 0.20124584108460047, 0.1072867552029376, 1.391761313017441, 0.22950432864350176, 0.3345393579914743, 0.4521864132062407, 0.2680720856667299]"
3, betti-1 sum,0.010878544316437106,"[0.03025590094494317, 0.0004094366242323466, 0.0008170034068411005, 0.01249009727855826, 0.020874133793266504, 0.005888069041518191, 0.011043271680320463, 0.004247361567875549, 0.011881624510378374]"
4, betti-1 norm,0.674456518651708,"[2.655701293212758, 0.42981127983968836, 0.20124584108460047, 0.1072867552029376, 1.391761313017441, 0.22950432864350176, 0.3345393579914743, 0.4521864132062407, 0.2680720856667299]"
5, betti-1 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
6, betti-1 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
7, betti-1 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
8, betti-1 percentile-90,0.11560353052466968,"[0.29177818680653267, 0.004959193425430863, 0.030214674857903023, 0.06408310435466134, 0.1483464913838212, 0.03718610295178952, 0.23486899911597964, 0.11076957072365111, 0.11822545110225774]"
9, betti-1 kurtosis,0.22850045678068,"[0.373073428720239, 0.04184373021092533, 0.07550522155121069, 0.3643847628732917, 0.22827887052806078, 0.10176745056412059, 0.1874486205580404, 0.4064334860902027, 0.27776853993002915]"
10, betti-1 skew,0.11386016550786444,"[0.3980615002630815, 0.051871356815444455, 0.0299082553876431, 0.14980707567120857, 0.10569118604131186, 0.0125017729361247, 0.07338819479701503, 0.09574358694793442, 0.10776856071101626]"
11, betti-2 max,0.15254237976673904,"[0.34458553770157935, 0.056135401598669886, 0.05584367487195961, 0.04886879805816121, 0.4694155008503464, 0.10182939873551128, 0.04246405404245778, 0.21937843115730288, 0.03436062088466302]"
12, betti-2 mean,0.010878544316437106,"[0.03025590094494317, 0.0004094366242323466, 0.0008170034068411005, 0.01249009727855826, 0.020874133793266504, 0.005888069041518191, 0.011043271680320463, 0.004247361567875549, 0.011881624510378374]"
13, betti-2 std,0.26672509792582205,"[0.4126549663897338, 0.1554399758740096, 0.1675860456459725, 0.1184966452790034, 0.6979736497663251, 0.17065068964638022, 0.1513436683751492, 0.38399918246098624, 0.14238105789483846]"
14, betti-2 sum,0.010878544316437106,"[0.03025590094494317, 0.0004094366242323466, 0.0008170034068411005, 0.01249009727855826, 0.020874133793266504, 0.005888069041518191, 0.011043271680320463, 0.004247361567875549, 0.011881624510378374]"
15, betti-2 norm,0.26672509792582205,"[0.4126549663897338, 0.1554399758740096, 0.1675860456459725, 0.1184966452790034, 0.6979736497663251, 0.17065068964638022, 0.1513436683751492, 0.38399918246098624, 0.14238105789483846]"
16, betti-2 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17, betti-2 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18, betti-2 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19, betti-2 percentile-90,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20, betti-2 kurtosis,0.18755849704713476,"[0.40736619930644735, 0.12348537392923614, 0.06171984866963735, 0.17766622119477024, 0.4047047964574706, 0.08280460069881355, 0.099754295140888, 0.21688456468723785, 0.11364057333971168]"
21, betti-2 skew,0.18007590813135732,"[0.2779260923744085, 0.061550853944041826, 0.07991004397183167, 0.14397331913569428, 0.5567904096316842, 0.09076723175753627, 0.09347077350222904, 0.204606203684445, 0.11168824518034509]"
22, entropy-1,0.8908066874060485,"[3.0278577127358686, 0.8112052560502545, 0.3326654776481457, 0.2355957719555521, 1.8759053569441546, 0.3628796248430794, 0.3756854199902811, 0.8095852373483572, 0.18588032913874283]"
23, entropy-2,0.464065554342887,"[2.009601082170148, 0.18565448632142895, 0.12924366221594666, 0.39086721971298827, 0.4697733591055935, 0.31443273233943814, 0.2021373450412069, 0.3488567072986541, 0.1260233948805781]"
24, numberofpoints-1,0.7305890890038704,"[2.284554225140592, 0.5027548551194962, 0.19600945161708935, 0.15491804135079537, 1.7279223050217247, 0.37502337827445914, 0.45256949316039224, 0.7855777202646689, 0.09597233108561645]"
25, numberofpoints-2,0.41477151062239037,"[1.8311147125171585, 0.16992645883036114, 0.21125049564693188, 0.2747478134193323, 0.4801506530096621, 0.2741486569354874, 0.13332559716285516, 0.24046900227867712, 0.11781020580104776]"
26, bottleneck-amplitude-1,0.5476721752764113,"[0.7554050363575487, 0.32982206082504895, 0.19283739196276659, 0.3547928183910257, 0.9462921589309444, 0.41589947597061533, 0.5460541467383896, 1.2111565709333487, 0.1767899173780141]"
27, bottleneck-amplitude-2,0.42554099841592513,"[1.1737170838614341, 0.10987429612249132, 0.5104742637116072, 0.2746899182702214, 0.9598320709218717, 0.08412869833167723, 0.1678432777676132, 0.35735192840927843, 0.19195744834713224]"
28, bottleneck-amplitude-norm,0.5641489333154811,"[0.7926829809223638, 0.3157660383949958, 0.27880756833319376, 0.34941743479637777, 0.9733983695490642, 0.45409462382462795, 0.5840797398354745, 1.1511288980107115, 0.1779647461725205]"
