,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 90.5)","(91.5, 377.5)","(378.5, 541.5)","(542.5, 667.5)","(668.5, 842.5)","(843.5, 906.5)","(907.5, 1130.5)","(1131.5, 1273.5)","(1274.5, 1389.5)"
"Time length, sec",85.0,286.0,163.0,125.0,174.0,63.0,223.0,142.0,115.0
Number of epochs,81,275,155,119,173,62,214,138,110
