Source,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
dissim,405.16905813097867,0.3505080541866366,0.08825725368204754,0.07071695413610239,0.02857199861910207,12136.482431935246,12775.05132450331,-638.5688925680647
channel-24,819.4047619047619,0.8830038599255807,0.2090306733305854,0.19403426110279173,0.07839628711408488,8099.766666666666,7923.880952380952,175.88571428571427
channel-23,780.6142857142858,0.8199197597829031,0.19592136829647164,0.21135893667350772,0.08539603155344813,8319.233333333334,7819.047619047619,500.1857142857143
channel-19,811.2333333333333,0.86755675291444,0.20582065944046657,0.24321605428950976,0.0982673653326316,8170.090476190476,6879.309523809524,1290.7809523809524
channel-28,821.2809523809524,0.9085858676080196,0.21434678850597255,0.27243153222425076,0.11007138892789663,7835.666666666667,7087.919047619048,747.7476190476191
channel-22,821.1666666666666,0.9561965229322492,0.22424060647448998,0.28156303772791513,0.11376082049106719,7579.242857142857,6765.842857142857,813.4
channel-4,819.3571428571429,0.8990528375662137,0.21236576003073465,0.2863637554893052,0.11570046994182187,7638.395238095238,7268.452380952381,369.9428571428571
channel-20,815.0666666666667,0.7821254030875917,0.18806744394205652,0.29579668320578784,0.11951168609192239,8459.65238095238,6460.228571428572,1999.4238095238095
channel-2,832.3142857142857,1.1285733066817225,0.2600616744434464,0.2960513769872868,0.11961459084032654,6583.342857142857,6867.0,-283.65714285714284
channel-29,813.9,0.6871496749359276,0.16833084171802135,0.3009303367253533,0.12158585264878054,8999.090476190477,6686.561904761905,2312.5285714285715
channel-5,820.5952380952381,0.8716810167774621,0.20667770951963468,0.3052573043179107,0.12333409129380914,7837.538095238096,6597.733333333334,1239.804761904762
channel-3,829.9190476190477,1.0484990587598602,0.24342170115365086,0.3161031456615611,0.1277161714848955,6953.161904761905,6548.861904761905,404.3
channel-0,826.6047619047619,1.2967226830766865,0.295004258414242,0.318850094509902,0.12882603007058183,5955.642857142857,6569.142857142857,-613.5
channel-18,810.5904761904762,0.8101594297573326,0.1938931053387781,0.32383098915154057,0.13083847696625683,8365.280952380952,6129.909523809524,2235.3714285714286
channel-14,817.3666666666667,0.871945521038578,0.20673267530394396,0.32550602221840813,0.13151524596823308,7727.628571428571,6478.257142857143,1249.3714285714286
channel-38,817.9809523809524,0.8811720427436104,0.20865000926228813,0.3256566030557255,0.1315760856286576,7436.352380952381,6540.757142857143,895.5952380952381
channel-39,818.7142857142857,0.8722467607705258,0.20679527496892403,0.32579414313532745,0.13163165638976382,7451.571428571428,6573.204761904762,878.3666666666667
channel-9,821.7523809523809,1.280450156236683,0.2916227166701426,0.32789781737230633,0.1324816106635059,6156.338095238095,6302.619047619048,-146.28095238095239
channel-37,825.2619047619048,1.0897203884081261,0.2519877737939626,0.3304448576001322,0.13351069952573513,6349.009523809524,6465.2,-116.19047619047619
channel-10,824.052380952381,0.9192215516822279,0.2165569559881102,0.33255141133154714,0.13436181721088333,7602.080952380952,6419.609523809524,1182.4714285714285
channel-13,814.6285714285714,1.1922498271417958,0.273294088448467,0.34432901445343794,0.13912036011259465,6250.257142857143,6011.947619047619,238.3095238095238
channel-15,820.952380952381,0.9671943661749224,0.2265260330948189,0.3450956168398893,0.13943009294250325,7407.052380952381,6323.566666666667,1083.4857142857143
channel-21,812.1952380952381,1.2776438012707312,0.2910395370226648,0.35281384197172866,0.14254851228766346,6111.757142857143,5792.919047619048,318.83809523809526
channel-1,827.6285714285714,1.2852879094592433,0.2926280346905451,0.35773376186316935,0.14453632335873692,6059.938095238095,5978.5952380952385,81.34285714285714
channel-8,824.6571428571428,0.9616760769199043,0.2253792950586594,0.36683604381116597,0.14821394763463974,7229.738095238095,6150.919047619048,1078.8190476190475
overall,742.9690721649484,1.0128840126725787,0.23556422678305022,0.37228438538115827,0.15041525861749985,6543.116838487973,5823.3642611683845,719.7525773195877
channel-30,817.6,0.9941888412888386,0.23213566860842294,0.3738788153247725,0.15105946128012476,6891.7,6241.738095238095,649.9619047619047
channel-33,812.5952380952381,1.1395000148637096,0.262332318714387,0.3798639511157914,0.1534776549600591,6172.22380952381,6055.57619047619,116.64761904761905
channel-34,819.2571428571429,0.9764394767493914,0.22844722994665181,0.38222433961999913,0.15443133032555872,6969.266666666666,5858.1809523809525,1111.0857142857142
channel-36,828.6809523809524,0.9471368662693067,0.22235794820671345,0.3836200824036407,0.15499525677536138,7171.714285714285,6480.0142857142855,691.7
channel-25,807.1476190476191,1.5435484957167376,0.3462963409021146,0.3895366761147529,0.1573857571781125,5367.785714285715,5982.980952380953,-615.1952380952381
channel-35,828.5761904761905,1.0319486345641973,0.23998241044911184,0.39196557330364934,0.15836711232801795,6691.504761904762,6089.009523809524,602.495238095238
channel-17,817.3523809523809,0.8966696101217035,0.21187050915983224,0.4034284958200272,0.16299851381171981,7641.92380952381,5440.161904761905,2201.7619047619046
channel-27,807.1904761904761,1.3714749525563383,0.31053828838985653,0.406082107903377,0.16407066124379363,5703.047619047619,5744.5952380952385,-41.54761904761905
channel-32,808.6952380952381,1.5660963611331455,0.350981940679924,0.47803621657457535,0.19314251139213925,4948.238095238095,5358.795238095238,-410.5571428571429
channel-31,811.7857142857143,1.3785210259235146,0.31200251035472804,0.48885205135359255,0.1975124679343251,5530.4047619047615,5518.0,12.404761904761905
channel-26,817.7047619047619,1.6396533843239547,0.366267590348046,0.5249493426595461,0.21209697273867573,4909.833333333333,5124.666666666667,-214.83333333333334
channel-16,819.8523809523809,0.9757126786257717,0.22829619635373055,0.5299940513332658,0.2141352026231513,7340.090476190476,4791.342857142857,2548.747619047619
channel-7,828.7761904761904,1.4826107082605966,0.33393526094010006,0.7959791193904567,0.3216020058823152,5254.771428571428,3706.7238095238095,1548.047619047619
channel-11,821.7523809523809,1.396607476220698,0.31576099772942084,0.8277206438731548,0.3344266361957529,5310.9,3802.138095238095,1508.7619047619048
channel-6,825.3714285714286,1.1471688902811767,0.26422816988000347,0.9167418076760185,0.370394143568186,6402.766666666666,3567.7571428571428,2835.0095238095237
channel-12,817.9047619047619,1.5118090936966269,0.3400028840070667,0.9613564041223833,0.3884199225858171,4989.247619047619,3407.8285714285716,1581.4190476190477
