,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 224.5)","(225.5, 529.5)","(532.5, 619.5)","(620.5, 923.5)","(924.5, 1144.5)","(1145.5, 1350.5)","(1351.5, 1711.5)","(1712.5, 1765.5)"
"Time length, sec",219.0,304.0,87.0,303.0,220.0,205.0,360.0,53.0
Number of epochs,202,284,77,290,202,196,328,53
