,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 166.5)","(167.5, 552.5)","(553.5, 830.5)","(831.5, 889.5)","(890.5, 1034.5)","(1035.5, 1174.5)","(1175.5, 1308.5)","(1309.5, 1905.5)"
"Time length, sec",160.0,385.0,277.0,58.0,144.0,139.0,133.0,596.0
Number of epochs,155,369,257,55,142,130,133,569
