,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 391.5)","(392.5, 572.5)","(573.5, 636.5)","(637.5, 766.5)","(767.5, 937.5)","(938.5, 1064.5)","(1065.5, 1346.5)","(1348.5, 1478.5)","(1479.5, 1542.5)"
"Time length, sec",384.0,180.0,63.0,129.0,170.0,126.0,281.0,130.0,63.0
Number of epochs,369,169,63,122,164,120,275,125,58
