,Feature,true,internal,external,internal-diff,external-diff
39,channel-0 landscape dim-2 sum,0.2557945705228136,0.19897682233211578,0.20843425027258247,0.05681774819069785,0.04736032025023115
40,channel-0 landscape dim-2 percentile-25,0.0,0.0,0.0,0.0,0.0
41,channel-0 landscape dim-2 median,0.0,0.0,0.0,0.0,0.0
42,channel-0 landscape dim-2 percentile-75,0.0,0.0,0.0,0.0,0.0
43,channel-0 landscape dim-2 percentile-90,0.0,0.0,0.0,0.0,0.0
44,channel-0 landscape dim-2 kurtosis,0.18037783734372606,0.14017622900547078,0.1608551754473415,0.040201608338255285,0.019522661896384574
45,channel-0 landscape dim-2 skew,0.22569079017537236,0.1527374554715778,0.16541181108415945,0.07295333470379456,0.06027897909121291
46,channel-0 landscape dim-2 norm-1,0.2557945705228136,0.19897682233211578,0.20843425027258247,0.05681774819069785,0.04736032025023115
47,channel-0 landscape dim-2 norm-2,0.20040056352321425,0.18789071975049534,0.1928746382488703,0.01250984377271891,0.007525925274343953
48,channel-0 silhouette-1 dim-1 max,0.6967705281534905,0.5528701287275172,0.6588791980441856,0.14390039942597332,0.0378913301093049
49,channel-0 silhouette-1 dim-1 mean,0.7279542313157036,0.5773447817317358,0.6834936526330619,0.15060944958396782,0.04446057868264164
50,channel-0 silhouette-1 dim-1 std,0.7127346938933619,0.5638430277994255,0.6702635439875813,0.14889166609393634,0.0424711499057806
51,channel-0 silhouette-1 dim-1 sum,0.7279542313157036,0.5773447817317358,0.6834936526330619,0.15060944958396782,0.04446057868264164
52,channel-0 silhouette-1 dim-1 percentile-25,0.0,0.0,0.0,0.0,0.0
53,channel-0 silhouette-1 dim-1 median,0.0,0.0,0.0,0.0,0.0
54,channel-0 silhouette-1 dim-1 percentile-75,0.0,0.0,0.0,0.0,0.0
55,channel-0 silhouette-1 dim-1 percentile-90,0.43966062540919465,0.37299674398349114,0.4345729283804257,0.06666388142570351,0.005087697028768934
56,channel-0 silhouette-1 dim-1 kurtosis,0.5292525533551243,0.40132348727304995,0.48942031617414133,0.12792906608207438,0.039832237180983
57,channel-0 silhouette-1 dim-1 skew,0.5092037099670041,0.3960659023682071,0.4719033350305156,0.11313780759879705,0.03730037493648852
58,channel-0 silhouette-1 dim-1 norm-1,0.7279542313157036,0.5773447817317358,0.6834936526330619,0.15060944958396782,0.04446057868264164
59,channel-0 silhouette-1 dim-1 norm-2,0.7276052196211504,0.5743617214822034,0.6766287508248664,0.153243498138947,0.050976468796284036
60,channel-0 silhouette-1 dim-2 max,0.2244386648016176,0.2078037364032652,0.2394772354291529,0.0166349283983524,-0.015038570627535303
61,channel-0 silhouette-1 dim-2 mean,0.2538767138936097,0.19790560436078453,0.24180686351780967,0.05597110953282519,0.01206985037580005
62,channel-0 silhouette-1 dim-2 std,0.2646714754413264,0.2181303746997892,0.2591305822723813,0.04654110074153722,0.005540893168945127
63,channel-0 silhouette-1 dim-2 sum,0.2538767138936097,0.19790560436078453,0.24180686351780967,0.05597110953282519,0.01206985037580005
64,channel-0 silhouette-1 dim-2 percentile-25,0.0,0.0,0.0,0.0,0.0
65,channel-0 silhouette-1 dim-2 median,0.0,0.0,0.0,0.0,0.0
66,channel-0 silhouette-1 dim-2 percentile-75,0.0,0.0,0.0,0.0,0.0
67,channel-0 silhouette-1 dim-2 percentile-90,0.0,0.0,0.0,0.0,0.0
68,channel-0 silhouette-1 dim-2 kurtosis,0.15957466602181042,0.13569015484291572,0.14473773378927887,0.023884511178894702,0.014836932232531547
69,channel-0 silhouette-1 dim-2 skew,0.18026460473835526,0.15312663891956402,0.17321665763336525,0.027137965818791243,0.0070479471049900155
70,channel-0 silhouette-1 dim-2 norm-1,0.2538767138936097,0.19790560436078453,0.24180686351780967,0.05597110953282519,0.01206985037580005
71,channel-0 silhouette-1 dim-2 norm-2,0.2645425621623204,0.22275505178464552,0.26562354725614884,0.04178751037767489,-0.0010809850938284238
72,channel-0 silhouette-2 dim-1 max,0.6052511191415868,0.4485395590199459,0.5891230768993344,0.1567115601216409,0.016128042242252394
73,channel-0 silhouette-2 dim-1 mean,0.6560494392813087,0.5115749662100515,0.6201673917004323,0.14447447307125716,0.03588204758087632
74,channel-0 silhouette-2 dim-1 std,0.637852636451489,0.4787969043615063,0.6133656126300046,0.15905573208998275,0.024487023821484488
75,channel-0 silhouette-2 dim-1 sum,0.6560494392813087,0.5115749662100515,0.6201673917004323,0.14447447307125716,0.03588204758087632
76,channel-0 silhouette-2 dim-1 percentile-25,0.0,0.0,0.0,0.0,0.0
77,channel-0 silhouette-2 dim-1 median,0.0,0.0,0.0,0.0,0.0
78,channel-0 silhouette-2 dim-1 percentile-75,0.0,0.0,0.0,0.0,0.0
79,channel-0 silhouette-2 dim-1 percentile-90,0.41445092514028387,0.3359756617660475,0.41178863066941795,0.07847526337423638,0.0026622944708659113
80,channel-0 silhouette-2 dim-1 kurtosis,0.4978304245054329,0.39495862529788606,0.47413351698599526,0.10287179920754685,0.02369690751943765
81,channel-0 silhouette-2 dim-1 skew,0.5246857194113947,0.4341833691140221,0.5122429879018303,0.09050235029737264,0.01244273150956443
82,channel-0 silhouette-2 dim-1 norm-1,0.6560494392813087,0.5115749662100515,0.6201673917004323,0.14447447307125716,0.03588204758087632
83,channel-0 silhouette-2 dim-1 norm-2,0.6344197488822508,0.48134041506800407,0.6140104842529926,0.15307933381424677,0.020409264629258184
84,channel-0 silhouette-2 dim-2 max,0.251590983996368,0.20287229308668697,0.2385271186441009,0.048718690909681006,0.013063865352267084
85,channel-0 silhouette-2 dim-2 mean,0.2364277477814114,0.18320949174017157,0.2164446682200002,0.053218256041239836,0.01998307956141121
86,channel-0 silhouette-2 dim-2 std,0.23257718550791903,0.19072310626361844,0.2194370693133306,0.041854079244300596,0.013140116194588436
87,channel-0 silhouette-2 dim-2 sum,0.2364277477814114,0.18320949174017157,0.2164446682200002,0.053218256041239836,0.01998307956141121
88,channel-0 silhouette-2 dim-2 percentile-25,0.0,0.0,0.0,0.0,0.0
89,channel-0 silhouette-2 dim-2 median,0.0,0.0,0.0,0.0,0.0
90,channel-0 silhouette-2 dim-2 percentile-75,0.0,0.0,0.0,0.0,0.0
91,channel-0 silhouette-2 dim-2 percentile-90,0.0,0.0,0.0,0.0,0.0
92,channel-0 silhouette-2 dim-2 kurtosis,0.21420689640455035,0.17836444884328279,0.2009486019595295,0.03584244756126756,0.013258294445020857
93,channel-0 silhouette-2 dim-2 skew,0.22075669199365802,0.1770329773978253,0.19216942637288822,0.04372371459583271,0.028587265620769797
94,channel-0 silhouette-2 dim-2 norm-1,0.2364277477814114,0.18320949174017157,0.2164446682200002,0.053218256041239836,0.01998307956141121
95,channel-0 silhouette-2 dim-2 norm-2,0.22865388308901066,0.18801464835881154,0.21793220283176484,0.04063923473019912,0.01072168025724582
96,channel-0 entropy dim-1,0.6053158586096798,0.5085074249445601,0.576594221503103,0.09680843366511971,0.028721637106576825
97,channel-0 entropy dim-2,0.4515854370402027,0.2868729335615565,0.38402161568022336,0.1647125034786462,0.06756382135997935
98,channel-0 numberofpoints dim-1,0.5468329189865558,0.42929964186143615,0.527042793742339,0.11753327712511968,0.01979012524421686
99,channel-0 numberofpoints dim-2,0.4493864882859541,0.24599500810331998,0.3605161717257458,0.20339148018263414,0.08887031656020833
100,channel-0 amplitude-bottleneck dim-1,0.6689917045162319,0.5471814327717041,0.6281911680334592,0.12181027174452785,0.04080053648277271
101,channel-0 amplitude-bottleneck dim-2,0.25025335155447725,0.18321679048980022,0.19996974536259896,0.06703656106467704,0.0502836061918783
102,channel-0 amplitude-bottleneck norm-1,0.686681932186198,0.5898122860925703,0.6665696986231003,0.09686964609362769,0.02011223356309766
103,channel-0 amplitude-bottleneck norm-2,0.6830776629781872,0.5424835995728475,0.6233981435729504,0.14059406340533964,0.05967951940523675
104,channel-0 amplitude-wasserstein-1 dim-1,0.5560470162232424,0.5478907227173901,0.5182206833246094,0.00815629350585223,0.03782633289863302
105,channel-0 amplitude-wasserstein-1 dim-2,0.3411164050842554,0.23042847831292132,0.27461067645544934,0.11068792677133407,0.06650572862880605
106,channel-0 amplitude-wasserstein-1 norm-1,0.5193598962482352,0.5179816277750213,0.47203475765242164,0.0013782684732138728,0.047325138595813554
107,channel-0 amplitude-wasserstein-1 norm-2,0.5545731571393425,0.5416792705398845,0.5135208808324969,0.012893886599458004,0.0410522763068456
108,channel-0 amplitude-wasserstein-2 dim-1,0.6466758862793264,0.5544599938662471,0.620947623699899,0.09221589241307926,0.025728262579427397
109,channel-0 amplitude-wasserstein-2 dim-2,0.258658056804217,0.19101103602326458,0.22583617111400164,0.06764702078095242,0.03282188569021535
110,channel-0 amplitude-wasserstein-2 norm-1,0.5612156259283377,0.5058789874354755,0.5517168009616085,0.05533663849286219,0.009498824966729269
111,channel-0 amplitude-wasserstein-2 norm-2,0.6409523216907399,0.5585779848400999,0.6245621921739823,0.08237433685064,0.016390129516757557
112,channel-0 amplitude-betti-1 dim-1,0.5210017460445622,0.5094000030933179,0.4792817632188837,0.011601742951244276,0.04171998282567846
113,channel-0 amplitude-betti-1 dim-2,0.34711740141243363,0.20692553705895744,0.28944552665095463,0.1401918643534762,0.057671874761479
114,channel-0 amplitude-betti-1 norm-1,0.5056702987615602,0.5101899418749456,0.46352194994175405,-0.004519643113385374,0.04214834881980617
115,channel-0 amplitude-betti-1 norm-2,0.5041779540434485,0.496931606301741,0.4741041715378577,0.0072463477417074595,0.03007378250559073
116,channel-0 amplitude-betti-2 dim-1,0.5966732960556285,0.5213154919501286,0.5427180950355368,0.07535780410549986,0.05395520102009166
117,channel-0 amplitude-betti-2 dim-2,0.4017835948119456,0.23582241643212745,0.34565026587874265,0.16596117837981814,0.05613332893320294
118,channel-0 amplitude-betti-2 norm-1,0.5622777332091166,0.4963795155135419,0.515860433070103,0.06589821769557463,0.04641730013901357
119,channel-0 amplitude-betti-2 norm-2,0.5942637417278208,0.5225143955081395,0.5428673895111991,0.07174934621968132,0.051396352216621755
120,channel-0 amplitude-landscape-1-1 dim-1,0.6536719496036905,0.5296933289862122,0.6348047575816144,0.12397862061747822,0.018867192022076096
121,channel-0 amplitude-landscape-1-1 dim-2,0.24589266375336635,0.18866454379348674,0.2194377665468896,0.057228119959879614,0.026454897206476757
122,channel-0 amplitude-landscape-1-1 norm-1,0.6360333293306248,0.5317797135223787,0.6370539999299936,0.1042536158082461,-0.0010206705993687226
123,channel-0 amplitude-landscape-1-1 norm-2,0.6522305497918738,0.5321295841511289,0.6360416422812032,0.1201009656407449,0.01618890751067059
124,channel-0 amplitude-landscape-1-2 dim-1,0.6381362095959067,0.5364888010188024,0.6389562657205925,0.1016474085771043,-0.0008200561246858307
125,channel-0 amplitude-landscape-1-2 dim-2,0.2892113047025771,0.18732704727956695,0.22292460602970174,0.10188425742301016,0.06628669867287537
126,channel-0 amplitude-landscape-1-2 norm-1,0.6447011876752059,0.5421184404248542,0.6181178202095878,0.10258274725035166,0.02658336746561807
127,channel-0 amplitude-landscape-1-2 norm-2,0.6387079754861641,0.5347351198706536,0.6375113080793574,0.1039728556155105,0.001196667406806684
128,channel-0 amplitude-landscape-2-1 dim-1,0.6626529331946167,0.5370135118333376,0.6332034717558193,0.12563942136127915,0.029449461438797453
129,channel-0 amplitude-landscape-2-1 dim-2,0.20746676055341592,0.15873671916436974,0.1752278642762004,0.048730041389046186,0.03223889627721552
130,channel-0 amplitude-landscape-2-1 norm-1,0.6634360338595404,0.5553852635807089,0.6463614103908687,0.10805077027883148,0.017074623468671724
131,channel-0 amplitude-landscape-2-1 norm-2,0.6663530137580759,0.542280818277033,0.6378819889231001,0.12407219548104287,0.028471024834975767
132,channel-0 amplitude-landscape-2-2 dim-1,0.6806814492794745,0.5651787839863727,0.6527894135013447,0.11550266529310182,0.02789203577812982
133,channel-0 amplitude-landscape-2-2 dim-2,0.22726520400369654,0.1798472024766739,0.19723436581602066,0.047418001527022635,0.03003083818767588
134,channel-0 amplitude-landscape-2-2 norm-1,0.6869576961572131,0.5762219959144275,0.6557218417221655,0.11073570024278567,0.031235854435047616
135,channel-0 amplitude-landscape-2-2 norm-2,0.677417411118675,0.5704397649377453,0.6592747530322851,0.10697764618092975,0.01814265808638993
136,channel-0 amplitude-silhouette-1-1 dim-1,0.7221298034038761,0.5586933507707467,0.6763742967089623,0.16343645263312945,0.045755506694913795
137,channel-0 amplitude-silhouette-1-1 dim-2,0.2369120723373599,0.16882193989399275,0.2065971811933362,0.06809013244336715,0.030314891144023692
138,channel-0 amplitude-silhouette-1-1 norm-1,0.7100483335018157,0.558487291468459,0.661832127968347,0.15156104203335674,0.048216205533468726
139,channel-0 amplitude-silhouette-1-1 norm-2,0.7098828429922498,0.5498030713700588,0.6621638161501023,0.160079771622191,0.04771902684214746
140,channel-0 amplitude-silhouette-1-2 dim-1,0.658294463022409,0.5061376308106531,0.6147507948221349,0.1521568322117559,0.04354366820027411
141,channel-0 amplitude-silhouette-1-2 dim-2,0.27742300498680855,0.18690532658201642,0.2256273757417057,0.09051767840479213,0.051795629245102864
142,channel-0 amplitude-silhouette-1-2 norm-1,0.6443018779582288,0.5067725631593847,0.6207091340448699,0.13752931479884412,0.02359274391335886
143,channel-0 amplitude-silhouette-1-2 norm-2,0.6767421070419718,0.5231133677612925,0.638624744172925,0.15362873928067933,0.03811736286904677
144,channel-0 amplitude-silhouette-2-1 dim-1,0.7316315979286114,0.5583696173309466,0.6683734336508959,0.17326198059766484,0.06325816427771558
145,channel-0 amplitude-silhouette-2-1 dim-2,0.22961841446099593,0.1631749499090681,0.19139769520944558,0.06644346455192782,0.03822071925155035
146,channel-0 amplitude-silhouette-2-1 norm-1,0.7203827580328968,0.5817844954746547,0.6790374413434866,0.13859826255824204,0.041345316689410105
147,channel-0 amplitude-silhouette-2-1 norm-2,0.7344399582615875,0.5731923805645575,0.6805013691766678,0.16124757769703002,0.053938589084919664
148,channel-0 amplitude-silhouette-2-2 dim-1,0.6380043064199798,0.4780405955143608,0.6083623512265405,0.15996371090561906,0.029641955193439373
149,channel-0 amplitude-silhouette-2-2 dim-2,0.2097483364429903,0.143868793638609,0.1768684339415586,0.0658795428043813,0.03287990250143169
150,channel-0 amplitude-silhouette-2-2 norm-1,0.6595143297320143,0.5227329017562077,0.6257105192246055,0.1367814279758066,0.03380381050740877
151,channel-0 amplitude-silhouette-2-2 norm-2,0.6603414322589372,0.499958699591706,0.6186091374731175,0.16038273266723113,0.041732294785819635
152,channel-0 life all max,0.6689917045162319,0.5471814327717041,0.6281911680334592,0.12181027174452785,0.04080053648277271
153,channel-0 life all mean,0.5951117327502841,0.5340308433011551,0.5807407714903309,0.06108088944912893,0.014370961259953186
154,channel-0 life all std,0.7185426772243405,0.5913869020619522,0.7079575596544975,0.1271557751623883,0.010585117569843039
155,channel-0 life all sum,0.5193598962482352,0.5179816277750213,0.47203475765242164,0.0013782684732138728,0.047325138595813554
156,channel-0 life all percentile-25,0.3477784049901767,0.3215320559663486,0.3313980138741219,0.02624634902382811,0.016380391116054827
157,channel-0 life all median,0.460526382975191,0.39187895759013675,0.39864665779975067,0.06864742538505425,0.061879725175440325
158,channel-0 life all percentile-75,0.5060883283634607,0.4571433900487357,0.4652028409943283,0.04894493831472502,0.040885487369132445
159,channel-0 life all percentile-90,0.5256951137656024,0.43883208702232623,0.5205508020365512,0.08686302674327617,0.005144311729051165
160,channel-0 life all kurtosis,0.2378160082484832,0.13929968585541594,0.18884787881200968,0.09851632239306726,0.04896812943647352
161,channel-0 life all skew,0.28629943852312706,0.17511525351424606,0.24328331348656995,0.111184185008881,0.04301612503655711
162,channel-0 life all norm-1,0.5193598962482352,0.5179816277750213,0.47203475765242164,0.0013782684732138728,0.047325138595813554
163,channel-0 life all norm-2,0.6409523216907399,0.5585779848400999,0.6245621921739823,0.08237433685064,0.016390129516757557
164,channel-0 life dim-1 max,0.6689917045162319,0.5471814327717041,0.6281911680334592,0.12181027174452785,0.04080053648277271
165,channel-0 life dim-1 mean,0.6107862085449569,0.5023489933897566,0.5598384914362347,0.10843721515520033,0.05094771710872226
166,channel-0 life dim-1 std,0.7010126561729108,0.5727195913286633,0.6883886871263419,0.1282930648442474,0.012623969046568817
167,channel-0 life dim-1 sum,0.5560470162232424,0.5478907227173901,0.5182206833246094,0.00815629350585223,0.03782633289863302
168,channel-0 life dim-1 percentile-25,0.25885096629478543,0.2542824310708476,0.25451481938895026,0.004568535223937853,0.00433614690583517
169,channel-0 life dim-1 median,0.39669448040664856,0.3233410158170537,0.33885204550230236,0.07335346458959485,0.05784243490434621
170,channel-0 life dim-1 percentile-75,0.45433474377625,0.3984445048588412,0.4206026473466084,0.0558902389174088,0.03373209642964159
171,channel-0 life dim-1 percentile-90,0.5062390529487943,0.4031021184837676,0.45270836924043095,0.10313693446502675,0.05353068370836339
172,channel-0 life dim-1 kurtosis,0.2576516404501874,0.13282677749153776,0.202166230518271,0.12482486295864964,0.05548540993191639
173,channel-0 life dim-1 skew,0.33150765362414747,0.18599178158945534,0.27648758370190707,0.14551587203469213,0.0550200699222404
174,channel-0 life dim-1 norm-1,0.5560470162232424,0.5478907227173901,0.5182206833246094,0.00815629350585223,0.03782633289863302
175,channel-0 life dim-1 norm-2,0.6466758862793264,0.5544599938662471,0.620947623699899,0.09221589241307926,0.025728262579427397
176,channel-0 life dim-2 max,0.25025335155447725,0.18321679048980022,0.19996974536259896,0.06703656106467704,0.0502836061918783
177,channel-0 life dim-2 mean,0.2387809649489648,0.2165620722385945,0.22779485491614762,0.022218892710370308,0.010986110032817187
178,channel-0 life dim-2 std,0.25220496541066834,0.18366035051197838,0.22214844314932497,0.06854461489868996,0.030056522261343366
179,channel-0 life dim-2 sum,0.3411164050842554,0.23042847831292132,0.27461067645544934,0.11068792677133407,0.06650572862880605
180,channel-0 life dim-2 percentile-25,0.144550845408312,0.12208354189034382,0.14549996228834589,0.02246730351796819,-0.000949116880033879
181,channel-0 life dim-2 median,0.20184440327377903,0.1849320225715922,0.20048002345517416,0.01691238070218684,0.0013643798186048772
182,channel-0 life dim-2 percentile-75,0.21344629920308478,0.201344715258306,0.2133790733343092,0.012101583944778782,6.722586877558334e-05
183,channel-0 life dim-2 percentile-90,0.2133591424678517,0.181556833231537,0.19488571378999942,0.03180230923631469,0.018473428677852288
184,channel-0 life dim-2 kurtosis,0.16540413341953192,0.12442521880303326,0.16504177905716197,0.04097891461649866,0.0003623543623699488
185,channel-0 life dim-2 skew,0.17959038202431302,0.10752914494462057,0.15181362073775093,0.07206123707969245,0.02777676128656209
186,channel-0 life dim-2 norm-1,0.3411164050842554,0.23042847831292132,0.27461067645544934,0.11068792677133407,0.06650572862880605
187,channel-0 life dim-2 norm-2,0.258658056804217,0.19101103602326458,0.22583617111400164,0.06764702078095242,0.03282188569021535
188,channel-0 bd2 all max,0.4360132729823461,0.3882022130387167,0.42592821823672555,0.047811059943629386,0.010085054745620547
189,channel-0 bd2 all mean,0.4381467199154258,0.4210024597605572,0.4101037868210715,0.017144260154868585,0.028042933094354294
190,channel-0 bd2 all std,0.45630812187709985,0.35081416490460987,0.44101811939843905,0.10549395697248998,0.015290002478660802
191,channel-0 bd2 all sum,0.5613616323971768,0.5386450892751983,0.5258265298706172,0.022716543121978572,0.03553510252655967
192,channel-0 bd2 all percentile-25,0.48895639674659996,0.49911842617149443,0.4519032046756944,-0.01016202942489447,0.03705319207090557
193,channel-0 bd2 all median,0.4084709041905492,0.41722752975290905,0.38556843377758077,-0.008756625562359843,0.022902470412968445
194,channel-0 bd2 all percentile-75,0.4140817944062673,0.399340456939848,0.39811473144321025,0.014741337466419313,0.015967062963057055
195,channel-0 bd2 all percentile-90,0.39764054394619214,0.3810364828286586,0.39523175913495917,0.016604061117533542,0.002408784811232967
196,channel-0 bd2 all kurtosis,0.16818083173742393,0.11236811459102748,0.15489774459643105,0.05581271714639645,0.013283087140992883
197,channel-0 bd2 all skew,0.18305709326786596,0.12461440072405797,0.18454058838023057,0.05844269254380799,-0.001483495112364619
198,channel-0 bd2 all norm-1,0.5613616323971768,0.5386450892751983,0.5258265298706172,0.022716543121978572,0.03553510252655967
199,channel-0 bd2 all norm-2,0.5055942108820892,0.5055078809468472,0.45912552454858196,8.632993524204657e-05,0.04646868633350726
200,channel-0 bd2 dim-1 max,0.4190878085385436,0.3602948453707194,0.3897373439371685,0.05879296316782423,0.02935046460137508
201,channel-0 bd2 dim-1 mean,0.49539719515605796,0.459304039248015,0.4486850709438065,0.03609315590804296,0.04671212421225146
202,channel-0 bd2 dim-1 std,0.4385328706779726,0.35439602132964587,0.4330030379160952,0.08413684934832671,0.005529832761877407
203,channel-0 bd2 dim-1 sum,0.7153451086851733,0.7415032768314972,0.7001662167596986,-0.02615816814632388,0.015178891925474725
204,channel-0 bd2 dim-1 percentile-25,0.4983110496053072,0.528300057249132,0.4885855061358395,-0.029989007643824783,0.00972554346946769
205,channel-0 bd2 dim-1 median,0.4749279283123543,0.4757291756398059,0.479283385248445,-0.0008012473274515708,-0.004355456936090685
206,channel-0 bd2 dim-1 percentile-75,0.4601389570973535,0.43935984707656595,0.4362243929238449,0.020779110020787528,0.023914564173508568
207,channel-0 bd2 dim-1 percentile-90,0.4120284636120145,0.3911868500182258,0.387748030479243,0.02084161359378872,0.024280433132771506
208,channel-0 bd2 dim-1 kurtosis,0.19912888516678312,0.14342330242442283,0.16998499374093334,0.05570558274236029,0.029143891425849777
209,channel-0 bd2 dim-1 skew,0.1804662939243176,0.15713439171353047,0.1812427967281809,0.023331902210787125,-0.0007765028038632937
210,channel-0 bd2 dim-1 norm-1,0.7153451086851733,0.7415032768314972,0.7001662167596986,-0.02615816814632388,0.015178891925474725
211,channel-0 bd2 dim-1 norm-2,0.6491461077217008,0.6467061651884988,0.5872332235590112,0.002439942533202011,0.061912884162689585
212,channel-0 bd2 dim-2 max,0.37535939835345694,0.30674478473123296,0.36834818811250414,0.06861461362222399,0.007011210240952803
213,channel-0 bd2 dim-2 mean,0.40842578787262496,0.3526443844056206,0.3863515465375349,0.05578140346700433,0.02207424133509006
214,channel-0 bd2 dim-2 std,0.4064607038356471,0.2842083429755164,0.36273898578929337,0.1222523608601307,0.04372171804635372
215,channel-0 bd2 dim-2 sum,0.2931209602653092,0.17579922792389177,0.25010770512504865,0.11732173234141743,0.04301325514026055
216,channel-0 bd2 dim-2 percentile-25,0.3270199617360713,0.3235849863688071,0.33004006648800743,0.0034349753672641703,-0.003020104751936148
217,channel-0 bd2 dim-2 median,0.3663704088272638,0.33033988937004954,0.3409577754638121,0.03603051945721425,0.025412633363451675
218,channel-0 bd2 dim-2 percentile-75,0.39076365386294915,0.32694061243209077,0.35832275420795034,0.06382304143085837,0.0324408996549988
219,channel-0 bd2 dim-2 percentile-90,0.4156930448021489,0.3495354631939317,0.37474134037359585,0.06615758160821722,0.04095170442855306
220,channel-0 bd2 dim-2 kurtosis,0.22541384603332412,0.16930580395066575,0.22035298197930253,0.05610804208265838,0.005060864054021591
221,channel-0 bd2 dim-2 skew,0.17138264907681589,0.14507177719434372,0.16636948172988664,0.026310871882472164,0.005013167346929248
222,channel-0 bd2 dim-2 norm-1,0.2931209602653092,0.17579922792389177,0.25010770512504865,0.11732173234141743,0.04301325514026055
223,channel-0 bd2 dim-2 norm-2,0.239362938732495,0.19480009823981806,0.2007565055694105,0.04456284049267695,0.038606433163084514
224,channel-1 betti dim-1 max,0.3207185384701686,0.2506879833305336,0.29689183702125616,0.07003055513963502,0.02382670144891247
