,N_clusters,K_neighb,Len_min,St_edges,Silh,Cal-Har,Dav-Bold
0,2,20,0,[   0  838 3352 3353],0.21466069997144155,392.27505511953933,2.144174677955466
1,2,20,20,[   0  838 3353],0.21466069997144155,392.27505511953933,2.144174677955466
2,2,20,40,[   0  838 3353],0.21466069997144155,392.27505511953933,2.144174677955466
3,2,20,60,[   0  838 3353],0.21466069997144155,392.27505511953933,2.144174677955466
4,2,21,0,[   0    2 3352 3353],0.15578804776445662,574.2775340658619,1.6878180514242127
5,2,21,20,[   0    2 3353],0.15578804776445662,574.2775340658619,1.6878180514242127
6,2,21,40,[   0    2 3353],0.15578804776445662,574.2775340658619,1.6878180514242127
7,2,21,60,[   0    2 3353],0.15578804776445662,574.2775340658619,1.6878180514242127
8,2,22,0,[   0    2 3352 3353],0.16318181151798627,592.6037358551791,1.6939716886469403
9,2,22,20,[   0    2 3353],0.16318181151798627,592.6037358551791,1.6939716886469403
10,2,22,40,[   0    2 3353],0.16318181151798627,592.6037358551791,1.6939716886469403
11,2,22,60,[   0    2 3353],0.16318181151798627,592.6037358551791,1.6939716886469403
12,2,23,0,[   0    1 2750 3353],0.2269631121928621,435.25619506871584,1.9959948777079575
13,2,23,20,[   0 2750 3353],0.2269631121928621,435.25619506871584,1.9959948777079575
14,2,23,40,[   0 2750 3353],0.2269631121928621,435.25619506871584,1.9959948777079575
15,2,23,60,[   0 2750 3353],0.2269631121928621,435.25619506871584,1.9959948777079575
16,2,24,0,[   0    2 3347 3353],0.2026742332051177,568.8767954828169,1.875771040013269
17,2,24,20,[   0 3347 3353],0.2026742332051177,568.8767954828169,1.875771040013269
18,2,24,40,[   0 3347 3353],0.2026742332051177,568.8767954828169,1.875771040013269
19,2,24,60,[   0 3347 3353],0.2026742332051177,568.8767954828169,1.875771040013269
20,2,25,0,[   0  901 3347 3353],0.27660064889761954,394.53444672713874,1.9889919204082889
21,2,25,20,[   0  901 3353],0.27660064889761954,394.53444672713874,1.9889919204082889
22,2,25,40,[   0  901 3353],0.27660064889761954,394.53444672713874,1.9889919204082889
23,2,25,60,[   0  901 3353],0.27660064889761954,394.53444672713874,1.9889919204082889
24,2,26,0,[   0    2 3352 3353],0.14592497700854232,549.2343914664272,1.651889707379046
25,2,26,20,[   0    2 3353],0.14592497700854232,549.2343914664272,1.651889707379046
26,2,26,40,[   0    2 3353],0.14592497700854232,549.2343914664272,1.651889707379046
27,2,26,60,[   0    2 3353],0.14592497700854232,549.2343914664272,1.651889707379046
28,2,27,0,[   0    3 3347 3353],0.2629530234173468,548.8480896374092,1.862181871455816
29,2,27,20,[   0 3347 3353],0.2629530234173468,548.8480896374092,1.862181871455816
30,2,27,40,[   0 3347 3353],0.2629530234173468,548.8480896374092,1.862181871455816
31,2,27,60,[   0 3347 3353],0.2629530234173468,548.8480896374092,1.862181871455816
