,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,10,Mode,40,[   0  210  556 1046],3,490,210,348.6666666666667,109767.7506964828,26.147274525066585,0.06975449682746963,91.9932559857617,3.287535584692225,0.12233867616334929,74.15851375079453,2.951390532222,0.5753964690653768,0.3299733619454347,0.5227316172925507
1,0,35,15,Median,40,[   0  210  556  682 1046],4,364,126,261.5,137610.7523548955,36.26714447112656,0.06729575344656118,91.80468839160754,3.43342023221641,0.17981037588767435,98.13762094145046,1.8461496857767388,0.6859908902651088,0.45382343897865124,0.5948150025553522
2,0,45,10,Median,40,[   0  210  556  681  856 1046],5,346,125,209.2,132376.99181499446,37.17689804234408,0.06534658076105967,84.97703822125544,2.9077627676322573,0.20027041976062965,99.13414227203009,1.8462278860768548,0.7662777254532182,0.5730406605596585,0.6680649828780123
3,60,35,15,Median,40,[   0  210  556  682  855  976 1046],6,346,70,174.33333333333334,125336.67687919826,39.18368778036125,0.05751129788295185,79.18873904382735,3.4382172994916496,0.22279803666800832,98.84070884381238,1.6502349518389443,0.8062525801901477,0.6111732971316062,0.6930876926896561
4,40,35,20,Mode,40,[   0  124  210  556  682  856  976 1046],7,346,70,149.42857142857142,96289.6697023901,36.592538017980814,0.04491101857732996,71.62251961527296,3.4120868009484107,0.20628031526954102,76.33461539930234,1.8468310470896243,0.824152262039783,0.6400422436727738,0.7083666897652272
5,60,40,20,Mode,40,[   0  124  210  332  556  682  856  976 1046],8,224,70,130.75,76037.86886866316,32.532849878302784,0.04428356730772464,64.6165035117183,3.4628951878969083,0.1759960389773833,62.22028131714352,2.2434325951771585,0.8316554942422347,0.6717112857365937,0.7161394197658775
6,60,35,15,Mode,40,[   0  141  210  486  556  682  789  856  976 1046],9,276,67,116.22222222222223,56134.444153916695,32.43933234288785,0.006977464854294271,60.47415869755802,3.301235378274095,0.17233375149813246,48.837302435637014,2.0242307410459093,0.8709190182276985,0.7489297514413163,0.7839234130087521
7,60,35,20,Mode,40,[   0  124  210  332  486  556  682  788  856  976 1046],10,154,68,104.6,51276.13367265278,30.751838047521296,0.01593098123650404,57.617283022977496,3.270183339606845,0.16386712752125188,44.781635803726054,2.2018566743150547,0.8789700011361211,0.7706821678304904,0.8007248558686204
8,60,50,20,Median,40,[   0  124  210  284  332  486  556  682  787  856  976 1046],11,154,48,95.0909090909091,45981.89618676666,29.933955794565446,0.019237896505028797,53.64436229411327,3.2693992850416036,0.15855357023791797,40.47560670186326,2.285876249635151,0.8964590825870007,0.7970554258483189,0.8261480522586876
9,60,50,20,Median,40,[   0  124  210  284  332  404  486  556  682  787  856  976 1046],12,126,48,87.16666666666667,43004.16646736036,29.333565473180453,0.020365624163614475,50.07375592729281,3.2595975349027992,0.15466557125761893,37.9402277854851,2.3165701863570747,0.8759243630622846,0.7330185720759057,0.7736184278556058
10,40,50,20,Median,40,[   0   52  124  210  265  332  486  556  609  682  787  856  976 1046],13,154,52,80.46153846153847,34987.88562346203,28.48562887649875,0.0014827309491728016,47.44383781817728,3.381172930465143,0.1494116408408431,32.659753230273346,2.360153496789453,0.8580817456716395,0.7238926186558577,0.7674401090575611
11,40,50,20,Median,40,"[   0   52  124  210  266  332  486  556  609  682  787  856  931  976
 1046]",14,154,45,74.71428571428571,31024.891698748568,27.925515764257923,-0.010987270242855703,44.67488585160253,3.3358950745154496,0.14267148661137338,28.57625314862181,2.394183507903421,0.8444269765226567,0.6858247391410965,0.7370764627017455
12,40,35,20,Mode,40,"[   0   52  124  210  265  332  404  486  556  609  682  788  856  931
  976 1046]",15,106,45,69.73333333333333,29812.43830291172,27.675542130736204,-0.010854546386593302,42.621344562666586,3.2899335190540953,0.1395656242854474,27.349490539038236,2.3948900703363165,0.8240231168556174,0.6088976944859893,0.6752234975966163
