,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 269.9)","(270.7, 508.3)","(509.1, 620.3)","(621.1, 711.5)","(713.1, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,70.39999999999998,237.60000000000002,111.19999999999993,90.39999999999998,58.39999999999998,104.80000000000007,60.80000000000007
Number of epochs,124,86,80,266,126,107,68,119,70
