,IV,feature
100,1.4844799833144264,greyscale -> lifetime-0
101,1.462379969595881,greyscale -> lifetime-1
102,1.4008741860839227,greyscale -> lifetime-2
103,0.2958847348631091,greyscale -> lifetime-3
104,0.2975553668261285,greyscale -> lifetime-4
105,0.09968994234515145,greyscale -> lifetime-5
106,1.837636195499468,greyscale -> lifetime-6
107,1.7140642722531692,greyscale -> lifetime-7
108,1.6449596566529443,greyscale -> lifetime-8
109,0.17520901787161203,greyscale -> lifetime-9
110,0.14407099514292307,greyscale -> lifetime-10
111,0.01130440962646228,greyscale -> lifetime-11
112,0.07529950209797391,inverted_greyscale -> betti-0
113,0.07251038611041624,inverted_greyscale -> betti-1
114,0.07842692312027942,inverted_greyscale -> betti-2
115,0.10279511304057071,inverted_greyscale -> betti-3
116,1.9992618979801173,inverted_greyscale -> betti-4
117,1.9992618979801173,inverted_greyscale -> betti-5
118,1.9485139609798674,inverted_greyscale -> betti-6
119,0.7274400874972182,inverted_greyscale -> betti-7
120,0.07054886320553129,inverted_greyscale -> landscape-0
121,0.07054886320553129,inverted_greyscale -> landscape-1
122,0.0706247659643781,inverted_greyscale -> landscape-2
123,0.07064751225470552,inverted_greyscale -> landscape-3
124,1.8184103130851272,inverted_greyscale -> landscape-4
125,1.8185069363217166,inverted_greyscale -> landscape-5
126,1.8202429053576847,inverted_greyscale -> landscape-6
127,1.8297432176298842,inverted_greyscale -> landscape-7
128,0.058912952291804536,inverted_greyscale -> landscape-8
129,0.058912952291804536,inverted_greyscale -> landscape-9
130,0.05934906730240974,inverted_greyscale -> landscape-10
131,0.05900848445631271,inverted_greyscale -> landscape-11
132,0.8591620239240734,inverted_greyscale -> landscape-12
133,0.8591620239240734,inverted_greyscale -> landscape-13
134,0.8621007077423896,inverted_greyscale -> landscape-14
135,0.8615532645226882,inverted_greyscale -> landscape-15
136,0.05141982747144536,inverted_greyscale -> landscape-16
137,0.05141982747144536,inverted_greyscale -> landscape-17
138,0.05133504062416246,inverted_greyscale -> landscape-18
139,0.04755209677920288,inverted_greyscale -> landscape-19
140,0.0,inverted_greyscale -> landscape-20
141,0.0,inverted_greyscale -> landscape-21
142,0.0,inverted_greyscale -> landscape-22
143,0.0,inverted_greyscale -> landscape-23
144,0.07303298080517842,inverted_greyscale -> silhouette-0
145,0.07303298080517842,inverted_greyscale -> silhouette-1
146,0.07433922786788022,inverted_greyscale -> silhouette-2
147,0.07664574634198462,inverted_greyscale -> silhouette-3
148,1.8266461440166124,inverted_greyscale -> silhouette-4
149,1.8266461662157907,inverted_greyscale -> silhouette-5
150,1.8149490057225057,inverted_greyscale -> silhouette-6
151,1.7930662032094427,inverted_greyscale -> silhouette-7
152,0.07223286291082787,inverted_greyscale -> silhouette-8
153,0.07223286291082787,inverted_greyscale -> silhouette-9
154,0.07285608503670808,inverted_greyscale -> silhouette-10
155,0.07423808082185752,inverted_greyscale -> silhouette-11
156,1.8198354004038828,inverted_greyscale -> silhouette-12
157,1.819883064146745,inverted_greyscale -> silhouette-13
158,1.8202963930305687,inverted_greyscale -> silhouette-14
159,1.8164126569259562,inverted_greyscale -> silhouette-15
160,0.1049798384702188,inverted_greyscale -> entropy-0
161,0.47588318372543686,inverted_greyscale -> entropy-1
162,0.1199671159941565,inverted_greyscale -> number_of_points-0
163,0.5895755477726562,inverted_greyscale -> number_of_points-1
164,0.054064763531555156,inverted_greyscale -> heat-0
165,0.07550472070119696,inverted_greyscale -> heat-1
166,0.08504175243796422,inverted_greyscale -> heat-2
167,0.0942728078660488,inverted_greyscale -> heat-3
168,0.26445780405746605,inverted_greyscale -> heat-4
169,0.796667733995007,inverted_greyscale -> heat-5
170,0.8758088113052707,inverted_greyscale -> heat-6
171,1.3509867120061196,inverted_greyscale -> heat-7
172,0.01955331310933104,inverted_greyscale -> heat-8
173,0.06880913470266832,inverted_greyscale -> heat-9
174,0.06942110010524133,inverted_greyscale -> heat-10
175,0.07144388329230483,inverted_greyscale -> heat-11
176,0.6166343591433536,inverted_greyscale -> heat-12
177,1.9158358390449608,inverted_greyscale -> heat-13
178,1.91856804569626,inverted_greyscale -> heat-14
179,1.9818472910324825,inverted_greyscale -> heat-15
180,0.017914511357010617,inverted_greyscale -> heat-16
181,0.0718920369165684,inverted_greyscale -> heat-17
182,0.071887430918711,inverted_greyscale -> heat-18
183,0.07127950433644303,inverted_greyscale -> heat-19
184,0.07183803850427695,inverted_greyscale -> heat-20
185,1.9976495355701482,inverted_greyscale -> heat-21
186,1.9986718479780008,inverted_greyscale -> heat-22
187,1.997219673799289,inverted_greyscale -> heat-23
188,0.09452985988062448,inverted_greyscale -> persistence_image-0
189,0.09326903355282493,inverted_greyscale -> persistence_image-1
190,0.11893282250952934,inverted_greyscale -> persistence_image-2
191,0.11222658134651758,inverted_greyscale -> persistence_image-3
192,0.7210725852896996,inverted_greyscale -> persistence_image-4
193,0.7243486084266504,inverted_greyscale -> persistence_image-5
194,0.7814733791379657,inverted_greyscale -> persistence_image-6
195,0.35272407364145053,inverted_greyscale -> persistence_image-7
196,0.1112156593245709,inverted_greyscale -> persistence_image-8
197,0.10991288226280121,inverted_greyscale -> persistence_image-9
198,0.11354134593475888,inverted_greyscale -> persistence_image-10
199,0.12343077138510451,inverted_greyscale -> persistence_image-11
200,0.7567671144972272,inverted_greyscale -> persistence_image-12
201,0.7567640971513282,inverted_greyscale -> persistence_image-13
202,0.7585731002241225,inverted_greyscale -> persistence_image-14
203,0.6486955001460643,inverted_greyscale -> persistence_image-15
204,0.11421499251640406,inverted_greyscale -> persistence_image-16
205,0.11292080035538372,inverted_greyscale -> persistence_image-17
206,0.11283496462529666,inverted_greyscale -> persistence_image-18
207,0.12410851719985211,inverted_greyscale -> persistence_image-19
208,0.7568260333827611,inverted_greyscale -> persistence_image-20
209,0.7568256927606292,inverted_greyscale -> persistence_image-21
210,0.7566716701740397,inverted_greyscale -> persistence_image-22
211,0.647045130409532,inverted_greyscale -> persistence_image-23
212,0.07057264156826441,inverted_greyscale -> lifetime-0
213,0.07340161861204435,inverted_greyscale -> lifetime-1
214,0.07066522008679783,inverted_greyscale -> lifetime-2
215,0.9648434159388799,inverted_greyscale -> lifetime-3
216,1.1095657419494833,inverted_greyscale -> lifetime-4
217,1.025953285028281,inverted_greyscale -> lifetime-5
218,0.07831072433527192,inverted_greyscale -> lifetime-6
219,0.0779413621841023,inverted_greyscale -> lifetime-7
220,0.0802602974172322,inverted_greyscale -> lifetime-8
221,1.9968079857307173,inverted_greyscale -> lifetime-9
222,2.026827519113452,inverted_greyscale -> lifetime-10
223,1.8203289794702202,inverted_greyscale -> lifetime-11
224,0.7348411836599382,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-0"
225,0.7348411836599382,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-1"
226,0.7181981432417336,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-2"
227,0.009849221300548265,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-3"
228,1.3892542170873219,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-4"
229,1.3892542170873219,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-5"
230,1.375221647675271,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-6"
231,0.5775514948077127,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> betti-7"
232,0.7775447690945344,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-0"
233,0.7783355151411396,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-1"
234,0.7863139463300384,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-2"
235,0.7878072848659697,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-3"
236,1.3760566576171787,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-4"
237,1.3760911003668543,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-5"
238,1.3746954993755414,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-6"
239,1.3744807683775255,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-7"
240,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-8"
241,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-9"
242,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-10"
243,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-11"
244,0.31721360268313525,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-12"
245,0.31721360268313525,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-13"
246,0.3169677348970557,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-14"
247,0.31647635467720003,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-15"
248,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-16"
249,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-17"
250,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-18"
251,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-19"
252,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-20"
253,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-21"
254,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-22"
255,0.0,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> landscape-23"
256,0.790701633579281,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-0"
257,0.7907809907454051,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-1"
258,0.8006764056880735,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-2"
259,0.803678572060941,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-3"
260,1.371789721599341,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-4"
261,1.371789721599341,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-5"
262,1.3690403997536364,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-6"
263,1.4098973561883021,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-7"
264,0.7865238075700994,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-8"
265,0.7865238075700994,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-9"
266,0.797252335521129,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-10"
267,0.7994766787552,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-11"
268,1.3633432198059303,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-12"
269,1.3633432198059303,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-13"
270,1.3681714305261,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-14"
271,1.3249060339572631,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> silhouette-15"
272,0.05460683497719533,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> entropy-0"
273,0.33111090760780626,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> entropy-1"
274,0.05064268000083242,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> number_of_points-0"
275,0.5775514948077127,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> number_of_points-1"
276,0.23941089970969717,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-0"
277,0.739525106242008,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-1"
278,0.7533755130364747,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-2"
279,0.7250228685535136,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-3"
280,0.050859620482586076,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-4"
281,0.577566194477673,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-5"
282,0.6664568533309644,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-6"
283,0.3803347261940377,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-7"
284,0.06599063463789374,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-8"
285,0.7918096573424802,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-9"
286,0.787538772651275,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-10"
287,0.7864444038429804,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-11"
288,0.2516158128985315,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-12"
289,1.3858382842054813,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-13"
290,1.385847413667697,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-14"
291,1.380907298745821,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-15"
292,0.08173469727763698,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-16"
293,0.7905013158406085,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-17"
294,0.7923733111380429,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-18"
295,0.7922982717806692,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-19"
296,0.10870213788180048,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-20"
297,1.3925412227019198,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-21"
298,1.3925412227019198,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-22"
299,1.3925412227019198,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> heat-23"
300,0.6783513888913955,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-0"
301,0.6802389771832212,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-1"
302,0.6793971481501686,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-2"
303,0.08182997551971553,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-3"
304,1.2194319294440086,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-4"
305,1.210654449275546,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-5"
306,1.3604118098657947,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-6"
307,0.3803347261940377,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-7"
308,0.7543896903847828,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-8"
309,0.7546431613157648,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-9"
310,0.7591457102899919,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-10"
311,0.08436443461976174,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-11"
312,1.1694945380371007,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-12"
313,1.1694945380371007,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-13"
314,1.1911508701947529,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-14"
315,0.6664568533309644,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-15"
316,0.7501187495187506,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-16"
317,0.7501187495187506,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-17"
318,0.74924715380199,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-18"
319,0.08436443461976174,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-19"
320,1.1376474153833933,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-20"
321,1.1376474153833933,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-21"
322,1.1376474153833933,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-22"
323,0.6664568533309644,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> persistence_image-23"
324,0.5830726702366095,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-0"
325,0.5330065216547346,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-1"
326,0.7088246510685473,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-2"
327,1.382595124204719,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-3"
328,1.4002722587122927,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-4"
329,1.2855139213451554,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-5"
330,0.7814001468891646,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-6"
331,0.8128762869155807,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-7"
332,0.8354553481020688,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-8"
333,1.3902571035103621,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-9"
334,1.3939653938770509,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-10"
335,1.3744807683775255,"HeightFiltration with d = (-1, -1), bin. thr. = 0.2 -> lifetime-11"
336,1.02852660982837,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-0"
337,1.02852660982837,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-1"
338,1.0284850245699309,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-2"
339,0.02238553085708654,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-3"
340,1.3301564969982906,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-4"
341,1.3301564969982906,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-5"
342,1.3466947560233593,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-6"
343,0.5775514948077127,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> betti-7"
344,1.0393355150044588,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-0"
345,1.0393355150044588,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-1"
346,1.0629754116906893,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-2"
347,1.0830593646703177,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-3"
348,1.275256531808087,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-4"
349,1.275256531808087,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-5"
350,1.286860713232298,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-6"
351,1.2865173142214055,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-7"
352,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-8"
353,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-9"
354,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-10"
355,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-11"
356,0.4142060845730934,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-12"
357,0.4142060845730934,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-13"
358,0.4142060845730934,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-14"
359,0.41217713638843345,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-15"
360,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-16"
361,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-17"
362,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-18"
363,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-19"
364,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-20"
365,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-21"
366,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-22"
367,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> landscape-23"
368,1.061099693671533,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-0"
369,1.0613200753254801,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-1"
370,1.0949181392635134,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-2"
371,1.096809510938988,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-3"
372,1.3056664176524895,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-4"
373,1.3056664176524895,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-5"
374,1.3123157593249797,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-6"
375,1.3294702067488033,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-7"
376,1.0595278016781435,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-8"
377,1.059353046158072,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-9"
378,1.0870972841804365,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-10"
379,1.0914710513488968,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-11"
380,1.3038005292287616,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-12"
381,1.3038005292287616,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-13"
382,1.3042957911520865,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-14"
383,1.3234007313280225,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> silhouette-15"
384,0.0,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> entropy-0"
385,0.43530123016281863,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> entropy-1"
386,0.08697188727026955,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> number_of_points-0"
387,0.5775514948077127,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> number_of_points-1"
388,0.3521378727027956,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> heat-0"
389,1.1278965338084013,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> heat-1"
390,1.1360914095568184,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> heat-2"
391,1.0626947002496743,"HeightFiltration with d = (-1, 0), bin. thr. = 0.2 -> heat-3"
