,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 241.5)","(243.5, 414.5)","(415.5, 548.5)","(549.5, 924.5)","(925.5, 1279.5)","(1280.5, 1327.5)","(1328.5, 1561.5)","(1562.5, 1880.5)","(1881.5, 2044.5)"
"Time length, sec",236.0,171.0,133.0,375.0,354.0,47.0,233.0,318.0,163.0
Number of epochs,227,163,123,355,335,47,210,298,153
