,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 321.5)","(323.5, 539.5)","(540.5, 929.5)","(930.5, 1153.5)","(1154.5, 1413.5)","(1414.5, 1899.5)","(1900.5, 2029.5)","(2030.5, 2236.5)"
"Time length, sec",315.0,216.0,389.0,223.0,259.0,485.0,129.0,206.0
Number of epochs,298,208,374,214,246,464,121,195
