,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
76,40,35,15,3,Mode,"[0, 252, 486, 1046]",602.4114802112898,1.8071701591960565,0.09876320290658291,218.32339876705075,5.160836181925583,0.185868271509742,166.28980052851867,4.129024923025935,0.5847017387864615,0.3465970622917949,0.5470741125086653
114,60,35,20,4,Median,"[0, 252, 486, 710, 1046]",475.67603260931315,1.720896934323316,0.07286481401753837,163.28882687193706,5.489264044127348,0.14932388892391155,129.69056389152598,2.646041531209333,0.6999304424360545,0.5490074063597841,0.6585542359470192
87,40,40,20,5,Median,"[0, 104, 284, 490, 710, 1046]",295.26104239249963,1.6775313766227085,0.0019250702399847182,143.9646396262414,5.366220787346045,0.13896546353195158,86.05849262798276,2.274220779098514,0.7376202805024331,0.561694547323849,0.654537791424946
7,0,35,20,6,Mode,"[0, 46, 284, 486, 710, 841, 1046]",270.8631815605133,1.587073768960126,-0.027111229379538533,111.43511852858089,6.614324394808631,0.12114943352503076,77.90182597439778,2.9448519633719337,0.8185271403674559,0.7546586417306963,0.8024634504179493
4,0,35,15,7,Mode,"[0, 46, 252, 363, 486, 710, 841, 1046]",150.64181910349322,1.4475769822254803,-0.03923360832344444,99.41044063217531,5.78713823898132,0.11401142047487113,46.40554902579667,2.837286647858416,0.7589002774389196,0.6141603060795698,0.6750774754869502
43,20,35,20,8,Mode,"[0, 46, 252, 363, 486, 710, 841, 976, 1046]",136.44270487075494,1.3961771200749014,-0.037128312426334145,87.12767766124438,6.247994070912915,0.104717781759171,41.34379280543697,2.796865776320478,0.7976414443114613,0.6644528579888902,0.7135052573700471
7,0,35,20,9,Mode,"[0, 46, 104, 284, 363, 486, 710, 841, 976, 1046]",97.10834162693138,1.2471858110026495,-0.06425357960066336,79.24759659139164,5.944994708043876,0.09476615649566583,30.93344712778507,2.7989492385280927,0.8028475541395903,0.6360100846662265,0.6873243180043502
87,40,40,20,10,Median,"[0, 46, 124, 252, 363, 490, 649, 710, 841, 976, 1046]",83.14913352245769,1.2075499448086982,-0.07752616771064695,72.43075237893329,5.847002227081692,0.08776058869396325,26.85012118657523,2.896531796171553,0.7822373394502063,0.5858833431418379,0.6434283102014859
105,40,50,20,11,Median,"[0, 46, 104, 167, 252, 363, 486, 649, 710, 841, 976, 1046]",65.06369050380766,1.109487900908099,-0.0861565825427538,65.60815836392686,5.987788376702701,0.08436395627486735,21.38562176713051,3.121284333847894,0.7602335239165166,0.5340344843268597,0.5983866126898088
36,20,35,10,12,Median,"[0, 46, 124, 208, 252, 284, 364, 490, 573, 645, 710, 815, 1046]",48.95785992054002,1.1411282942347505,-0.09672833652882899,60.56685339413993,5.105962716740646,0.08446521286825097,18.174015985650865,3.2760171232256736,0.7481087443235507,0.49986726749876875,0.5675719041904363
78,40,35,20,13,Median,"[0, 46, 104, 206, 252, 284, 363, 486, 556, 647, 710, 841, 976, 1046]",53.117990986520084,1.1882676630708326,-0.1077280326636977,58.009758814951695,5.65068928504445,0.08490745580013016,18.427114758868893,2.799346164175072,0.7971561233747733,0.5862724644708273,0.6507249325655338
42,20,35,20,14,Median,"[0, 46, 104, 208, 252, 284, 363, 490, 556, 647, 710, 810, 842, 976, 1046]",50.34884725516575,1.224928552517268,-0.12840239575018536,54.772401487625594,5.014819632141977,0.0839612413745158,17.296603260985552,2.682075184520048,0.8046539632632095,0.6009838330866575,0.6676746389533896
43,20,35,20,15,Mode,"[0, 46, 104, 208, 252, 284, 363, 486, 512, 573, 647, 710, 810, 841, 976, 1046]",45.583056198352054,1.2269497501572297,-0.18321567908842024,51.191719350201836,5.493653126664984,0.07776767161707769,15.821136376889504,3.0562828960041086,0.7855367577360487,0.5732049279324664,0.6442629187132551
3,0,35,15,16,Median,"[0, 46, 124, 208, 252, 284, 299, 363, 486, 512, 573, 647, 710, 810, 842, 1038, 1046]",42.470606200882564,1.2791996896004523,-0.1872105837147543,47.68944599170475,5.2160551120895455,0.0799134044654267,15.212082705247665,2.9196913969599447,0.7424155627762933,0.5010784926179176,0.5715843528988991
