,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(20.5, 406.5)","(407.5, 587.5)","(588.5, 987.5)","(988.5, 1404.5)","(1405.5, 2712.5)","(2713.5, 3296.5)","(3297.5, 3593.5)","(3594.5, 4418.5)","(4419.5, 4549.5)"
"Time length, sec",386.0,180.0,399.0,416.0,1307.0,583.0,296.0,824.0,130.0
Number of epochs,360,170,377,386,1246,549,281,790,126
