,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,20,3,Mode,"[0, 554, 682, 1046]",209857.2260135729,45.56363185770704,0.028722142653907975,41.69160783829992,5.216353267384798,0.10822759471694943,56.53415781695546,2.6588236620207284,0.6227922564196713,0.38015933101126065,0.5865292010191527
1,40,40,15,4,Median,"[0, 200, 554, 842, 1046]",80867.28114976463,23.08008445771725,0.014801384183008609,29.39422845168676,6.6485223510913665,0.04348086151980573,23.98734124259906,5.9336007564106765,0.674276714166008,0.4806439991247787,0.6041846053880466
2,60,50,15,5,Median,"[0, 200, 554, 682, 859, 1046]",167132.08098286812,41.66495659371863,0.01649380467033974,38.76955387247236,5.256862785013452,0.1022356450268017,48.37322677373094,2.9351643637910354,0.759095957585144,0.5674670384147706,0.6598491371505385
3,0,40,20,6,Mode,"[0, 91, 203, 554, 682, 842, 1046]",134646.52289298296,40.00772856354914,0.002890787875953365,34.84074470595212,4.722490038235072,0.0963736313149019,39.04837396045072,2.980650069777341,0.7372816350071386,0.5337734726250426,0.623174812256218
4,0,35,15,7,Mode,"[0, 91, 203, 554, 682, 842, 976, 1046]",137133.11264864364,42.98985283669964,0.00644503688048863,34.23201042127757,5.13704512279481,0.10405234142332376,39.248759700143125,2.7417354164838623,0.7782636558156674,0.5747978807293984,0.650694307674511
5,0,35,15,8,Mode,"[0, 91, 203, 342, 554, 682, 842, 976, 1046]",107324.08457491828,38.205881548856006,0.0015468007758705285,30.896884852535763,5.2683359921019814,0.08535541031232101,30.528786724417113,3.2864185640461185,0.7865211525626581,0.594197908293801,0.6513829669682251
6,0,35,20,9,Mode,"[0, 91, 203, 282, 554, 682, 787, 842, 976, 1046]",89286.55777998967,38.58672123246444,-0.0067885706676502,28.574090600359703,5.164264487007263,0.0802315907357655,25.64909592029435,3.137599689988555,0.8550216350519433,0.7148405821238492,0.7555107120239416
7,0,50,10,10,Mode,"[0, 91, 126, 248, 342, 459, 554, 682, 842, 976, 1046]",72206.73345808813,32.60777560856068,-0.005372282012364471,25.062985987907496,5.441258235321427,0.07575357859815904,20.213958918526377,3.9783848832394164,0.7914692869426739,0.6034753765671329,0.6591501168139999
8,20,45,20,11,Mode,"[0, 91, 126, 203, 282, 486, 554, 682, 787, 842, 976, 1046]",58758.10770757791,34.31284788058627,-0.010061558151012145,24.720256670038925,5.137604390440778,0.07190407229678682,16.81473709763283,3.498559806963345,0.8681534274824885,0.758970827459314,0.796444048719797
9,0,40,20,12,Mode,"[0, 91, 186, 203, 282, 486, 554, 682, 787, 842, 976, 1044, 1046]",55137.24636431604,38.615804204700055,-0.012913240875168914,22.651836367030214,4.680364536016545,0.0795645226142791,15.841762595512968,3.089266097047893,0.8704665570481186,0.768008440064201,0.8038589033918887
10,40,35,20,13,Median,"[0, 91, 126, 203, 282, 342, 486, 554, 682, 787, 842, 932, 976, 1046]",49378.695774413056,33.64096569097379,-0.008945203026610287,22.024983345560056,4.997474586577534,0.07418365585318416,14.211003479700027,3.6620097189223615,0.8315824462132688,0.6397459980915436,0.7009098787496026
11,60,40,20,14,Mode,"[0, 91, 126, 186, 203, 248, 282, 342, 486, 554, 682, 776, 842, 976, 1046]",45486.42169906191,32.85975580137915,-0.021869885749612156,20.07426419339213,5.001613411372749,0.07769223755696973,13.153822965588917,3.6650649548809464,0.8211419787619292,0.6361865845026901,0.6964143138402095
12,60,35,20,15,Mode,"[0, 91, 126, 186, 203, 248, 282, 342, 486, 554, 682, 776, 842, 871, 976, 1046]",37382.599417367535,31.50875323364375,-0.022573975414866325,18.870416018625708,5.1968453734013496,0.07119346066730774,10.994208230082295,3.84332691887398,0.8200208496658641,0.6300502666330621,0.6948346300518322
13,60,40,20,16,Mode,"[0, 91, 126, 186, 203, 248, 282, 342, 459, 486, 554, 682, 776, 842, 888, 976, 1046]",35623.89270360796,31.00840069834879,-0.024218330256200436,17.832392246353393,5.3372043152239375,0.07048860918138868,10.427361318083387,3.9791382632905443,0.8013289001016886,0.5767999501530241,0.6516529386121956
