,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 193.1)","(193.9, 263.5)","(264.3, 506.7)","(507.5, 620.3)","(621.1, 709.9)","(710.7, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,104.0,69.6,242.39999999999998,112.79999999999995,88.79999999999995,48.0,117.60000000000002,60.80000000000007
Number of epochs,91,112,79,272,128,105,55,134,70
