,scale,n_clusters_min,n_clusters_max,k_neighbours_min,k_neighbours_max,len_st_thr,n_cl_max_thr,k_neighb_max_thr,n_edge_clusters_min,n_edge_clusters_max,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Actual N_stages,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,time,AMI,ARI,FMI,score
1944,False,11,17,20,20,[0],[17],[20],8,8,0,20,17,9,Median,"[0, 246, 556, 682, 842, 1046]",5,932.136312709206,2.96942412853241,0.12316045165062,513.507513014082,2.22809569397274,0.408199161291122,470.385558211244,0.972151022104342,0.357818365097046,0.780546697365249,0.648841952338446,0.725089564789661,1.14079991724408
1971,False,11,17,20,20,[20],[17],[20],8,8,20,20,17,9,Median,"[0, 246, 556, 682, 842, 1046]",5,932.136312709206,2.96942412853241,0.12316045165062,513.507513014082,2.22809569397274,0.408199161291122,470.385558211244,0.972151022104342,0.373376369476318,0.780546697365249,0.648841952338446,0.725089564789661,1.09326458410757
149,False,2,5,20,20,[60],[5],[20],8,8,60,20,5,9,Median,"[0, 246, 556, 681, 842, 1046]",5,929.316006785122,2.96466970443726,0.12352067232132,511.531372585126,2.24749011430339,0.406738936901093,467.258194914165,0.977455176965022,0.230648279190063,0.777372318086108,0.647204589271043,0.723736922609369,1.76345966390637
2225,False,11,14,35,35,[20],[14],[35],8,8,20,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.323242425918579,0.798249757745168,0.660529852287304,0.734604275553972,1.25036602627128
1806,False,8,11,35,35,[60],[11],[35],8,8,60,35,11,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.324878215789795,0.798249757745168,0.660529852287304,0.734604275553972,1.2440703253542
2802,False,17,20,35,35,[20],[20],[35],8,8,20,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.325438976287842,0.798249757745168,0.660529852287304,0.734604275553972,1.24192668078154
1787,False,8,11,35,35,[40],[11],[35],8,8,40,35,11,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.325587272644043,0.798249757745168,0.660529852287304,0.734604275553972,1.24136101615979
2809,False,17,20,35,35,[40],[20],[35],8,8,40,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.326118230819702,0.798249757745168,0.660529852287304,0.734604275553972,1.23933993693702
2255,False,11,14,35,35,[60],[14],[35],8,8,60,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.328021287918091,0.798249757745168,0.660529852287304,0.734604275553972,1.23214974913161
2240,False,11,14,35,35,[40],[14],[35],8,8,40,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.328503370285034,0.798249757745168,0.660529852287304,0.734604275553972,1.23034155560539
2210,False,11,14,35,35,[0],[14],[35],8,8,0,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.339354991912842,0.798249757745168,0.660529852287304,0.734604275553972,1.19099868058493
1768,False,8,11,35,35,[20],[11],[35],8,8,20,35,11,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.339802265167236,0.798249757745168,0.660529852287304,0.734604275553972,1.18943099869916
2581,False,14,17,35,35,[40],[17],[35],8,8,40,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.341016054153442,0.798249757745168,0.660529852287304,0.734604275553972,1.18519742016675
2795,False,17,20,35,35,[0],[20],[35],8,8,0,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.354061126708984,0.798249757745168,0.660529852287304,0.734604275553972,1.14152985778161
2592,False,14,17,35,35,[60],[17],[35],8,8,60,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.35601019859314,0.798249757745168,0.660529852287304,0.734604275553972,1.13528025100203
1749,False,8,11,35,35,[0],[11],[35],8,8,0,35,11,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.356327295303345,0.798249757745168,0.660529852287304,0.734604275553972,1.13426996176094
2559,False,14,17,35,35,[0],[17],[35],8,8,0,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.356437206268311,0.798249757745168,0.660529852287304,0.734604275553972,1.13392019831359
2570,False,14,17,35,35,[20],[17],[35],8,8,20,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.357324838638306,0.798249757745168,0.660529852287304,0.734604275553972,1.1311034216326
2816,False,17,20,35,35,[60],[20],[35],8,8,60,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.370400905609131,0.798249757745168,0.660529852287304,0.734604275553972,1.09117267667971
1772,False,8,14,35,35,[20],[14],[35],8,8,20,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.387420654296875,0.798249757745168,0.660529852287304,0.734604275553972,1.0432364488972
2574,False,14,20,35,35,[20],[20],[35],8,8,20,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.387665271759033,0.798249757745168,0.660529852287304,0.734604275553972,1.04257816487965
1810,False,8,14,35,35,[60],[14],[35],8,8,60,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.389018535614014,0.798249757745168,0.660529852287304,0.734604275553972,1.03895138821643
2596,False,14,20,35,35,[60],[20],[35],8,8,60,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.391587972640991,0.798249757745168,0.660529852287304,0.734604275553972,1.03213422233642
2585,False,14,20,35,35,[40],[20],[35],8,8,40,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.401353359222412,0.798249757745168,0.660529852287304,0.734604275553972,1.00702121542262
1791,False,8,14,35,35,[40],[14],[35],8,8,40,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.403242111206055,0.798249757745168,0.660529852287304,0.734604275553972,1.00230441312111
2563,False,14,20,35,35,[0],[20],[35],8,8,0,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.404011964797974,0.798249757745168,0.660529852287304,0.734604275553972,1.00039450024756
1753,False,8,14,35,35,[0],[14],[35],8,8,0,35,14,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.405773162841797,0.798249757745168,0.660529852287304,0.734604275553972,0.996052436754379
2259,False,11,17,35,35,[60],[17],[35],8,8,60,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.449572801589966,0.798249757745168,0.660529852287304,0.734604275553972,0.899012009153367
2229,False,11,17,35,35,[20],[17],[35],8,8,20,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.450488567352295,0.798249757745168,0.660529852287304,0.734604275553972,0.897184472390904
1757,False,8,17,35,35,[0],[17],[35],8,8,0,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.451715230941772,0.798249757745168,0.660529852287304,0.734604275553972,0.894748106623401
1795,False,8,17,35,35,[40],[17],[35],8,8,40,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.467948913574219,0.798249757745168,0.660529852287304,0.734604275553972,0.86370827219369
1776,False,8,17,35,35,[20],[17],[35],8,8,20,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.476688385009766,0.798249757745168,0.660529852287304,0.734604275553972,0.847873286465377
1814,False,8,17,35,35,[60],[17],[35],8,8,60,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.48369026184082,0.798249757745168,0.660529852287304,0.734604275553972,0.835599513787841
2244,False,11,17,35,35,[40],[17],[35],8,8,40,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.501097679138184,0.798249757745168,0.660529852287304,0.734604275553972,0.806571980762753
2214,False,11,17,35,35,[0],[17],[35],8,8,0,35,17,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.511889457702637,0.798249757745168,0.660529852287304,0.734604275553972,0.789567633277752
1818,False,8,20,35,35,[60],[20],[35],8,8,60,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.513107538223267,0.798249757745168,0.660529852287304,0.734604275553972,0.787693256305733
1780,False,8,20,35,35,[20],[20],[35],8,8,20,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.516362905502319,0.798249757745168,0.660529852287304,0.734604275553972,0.782727309245663
2248,False,11,20,35,35,[40],[20],[35],8,8,40,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.54492974281311,0.798249757745168,0.660529852287304,0.734604275553972,0.741694416479517
1761,False,8,20,35,35,[0],[20],[35],8,8,0,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.545821189880371,0.798249757745168,0.660529852287304,0.734604275553972,0.740483064988163
2263,False,11,20,35,35,[60],[20],[35],8,8,60,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.545931577682495,0.798249757745168,0.660529852287304,0.734604275553972,0.740333338719532
2233,False,11,20,35,35,[20],[20],[35],8,8,20,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.561801195144653,0.798249757745168,0.660529852287304,0.734604275553972,0.719420590613084
1799,False,8,20,35,35,[40],[20],[35],8,8,40,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.605668544769287,0.798249757745168,0.660529852287304,0.734604275553972,0.667314410016226
2218,False,11,20,35,35,[0],[20],[35],8,8,0,35,20,9,Median,"[0, 246, 556, 682, 856, 1046]",5,930.774859071734,2.94834938645363,0.124241322278976,513.518833005657,2.35969221937507,0.404171347618103,464.818476826708,0.987701904556802,0.611144304275513,0.798249757745168,0.660529852287304,0.734604275553972,0.661335374952454
1917,False,8,17,50,50,[0],[17],[50],8,8,0,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.11250972747803,0.786633642728911,0.654326225934709,0.729493084509328,0.361309857005823
1921,False,8,17,50,50,[20],[17],[50],8,8,20,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.11696481704712,0.786633642728911,0.654326225934709,0.729493084509328,0.35986874825236
1929,False,8,17,50,50,[60],[17],[50],8,8,60,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.11806201934814,0.786633642728911,0.654326225934709,0.729493084509328,0.359515593586683
1925,False,8,17,50,50,[40],[17],[50],8,8,40,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.16548204421997,0.786633642728911,0.654326225934709,0.729493084509328,0.344887965066588
2347,False,11,17,50,50,[40],[17],[50],8,8,40,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.76874327659607,0.786633642728911,0.654326225934709,0.729493084509328,0.227257813992228
2350,False,11,17,50,50,[60],[17],[50],8,8,60,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.78111529350281,0.786633642728911,0.654326225934709,0.729493084509328,0.225679231445014
1928,False,8,14,50,50,[60],[14],[50],8,8,60,50,14,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.78352952003479,0.786633642728911,0.654326225934709,0.729493084509328,0.22537374685272
1916,False,8,14,50,50,[0],[14],[50],8,8,0,50,14,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.80348515510559,0.786633642728911,0.654326225934709,0.729493084509328,0.222879977367565
1920,False,8,14,50,50,[20],[14],[50],8,8,20,50,14,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.80576252937317,0.786633642728911,0.654326225934709,0.729493084509328,0.222598887735369
2344,False,11,17,50,50,[20],[17],[50],8,8,20,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.8688497543335,0.786633642728911,0.654326225934709,0.729493084509328,0.215084561838428
2349,False,11,14,50,50,[60],[14],[50],8,8,60,50,14,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.88681888580322,0.786633642728911,0.654326225934709,0.729493084509328,0.213036202667411
2340,False,11,14,50,50,[0],[14],[50],8,8,0,50,14,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.89243268966675,0.786633642728911,0.654326225934709,0.729493084509328,0.212404241771715
1915,False,8,11,50,50,[0],[11],[50],8,8,0,50,11,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.90464472770691,0.786633642728911,0.654326225934709,0.729493084509328,0.211042366434717
2652,False,14,17,50,50,[0],[17],[50],8,8,0,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.91068649291992,0.786633642728911,0.654326225934709,0.729493084509328,0.210375031195408
2346,False,11,14,50,50,[40],[14],[50],8,8,40,50,14,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.91459083557129,0.786633642728911,0.654326225934709,0.729493084509328,0.209946022452747
2656,False,14,17,50,50,[40],[17],[50],8,8,40,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.91803288459778,0.786633642728911,0.654326225934709,0.729493084509328,0.209569259099
1919,False,8,11,50,50,[20],[11],[50],8,8,20,50,11,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.92074489593506,0.786633642728911,0.654326225934709,0.729493084509328,0.209273356083547
1927,False,8,11,50,50,[60],[11],[50],8,8,60,50,11,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.92292451858521,0.786633642728911,0.654326225934709,0.729493084509328,0.209036146072138
2654,False,14,17,50,50,[20],[17],[50],8,8,20,50,17,9,Median,"[0, 246, 556, 681, 851, 1046]",5,924.227970272438,2.9399242401123,0.12505729496479,508.645621602977,2.34373237415033,0.401960730552673,460.712128620392,0.996919192676327,1.93866777420044,0.786633642728911,0.654326225934709,0.729493084509328,0.20733863527414
