St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,35,10,Median,40,[   0  210 1046],2,836,210,523.0,7612.07171597003,6.7344866,0.02838338,43.7615887125068,3.6067084975729315,0.02838337980210781,43.7615887125068,3.6067084975729315
0,35,10,Mode,40,[   0  210  682 1046],3,472,210,348.6666666666667,3990.5531997584335,4.507476,0.010254497,24.31628338350858,9.961182697064144,0.028885753825306892,24.008067988591904,8.241659514799558
0,35,10,Median,40,[   0  210  554  852 1046],4,344,194,261.5,3045.638915780381,4.5691323,0.0054519135,22.77663931834816,6.453405189741182,0.03215565159916878,18.84929880964095,6.015303806907981
0,35,10,Mode,40,[   0  210  682  842 1046],4,472,160,261.5,4765.704461445372,6.2733784,0.00038713295,24.397122100387378,7.517414467312724,0.03945167735219002,28.059305241432952,4.038903457743789
0,35,10,Median,40,[   0  199  495  682  887 1046],5,296,159,209.2,4802.173993357306,6.5972643,0.0047031417,25.45028904596925,6.801075285459231,0.05680253356695175,29.346284610881035,3.92714740876664
0,35,10,Mode,40,[   0  210  554  682  842 1046],5,344,128,209.2,6341.509399415945,8.246043,0.005726187,30.78120954243637,5.428640762992783,0.08510247617959976,39.504962039762304,3.1117953011759107
0,35,10,Median,40,[   0   81  230  536  682  887 1046],6,306,81,174.33333333333334,4059.511134314112,6.62132,-0.027394649,22.881576168073305,6.571420408349598,0.053456056863069534,24.863553056328776,3.8560089332696585
0,35,10,Mode,40,[   0   52  210  554  682  842 1046],6,344,52,174.33333333333334,5170.620601521634,7.8268294,-0.023483155,26.709328273257448,5.144595250111947,0.07175128161907196,32.42579095385454,3.1725747277809857
0,35,10,Median,40,[   0   81  230  536  682  842  976 1046],7,306,70,149.42857142857142,4883.011734574787,7.955166,-0.022158138,25.516700927402987,6.068833318405486,0.07513917237520218,30.053398759798977,3.1615948052363128
0,35,10,Mode,40,[   0   52  210  554  682  842  976 1046],7,344,52,149.42857142857142,5254.236895222458,8.405383,-0.02018511,26.53029674807884,5.5921772810907395,0.08206156641244888,32.73520561842164,2.9465769470103678
0,35,10,Median,40,[   0   81  210  349  536  682  842  976 1046],8,187,70,130.75,3888.9447126052373,7.264415,-0.021735685,23.32246145128451,5.895324994996766,0.06729073822498322,24.056820205823715,3.657255629123707
0,35,10,Mode,40,[   0   52  210  349  554  682  842  976 1046],8,205,52,130.75,4078.9333267128573,7.524784,-0.021815019,23.929989558662214,5.617790638761846,0.06961821764707565,25.429284840758886,3.5494704218824644
0,35,10,Median,40,[   0   81  210  349  487  554  682  842  976 1046],9,160,67,116.22222222222223,3233.931425525375,6.9488726,-0.02200554,21.89382478202193,5.5317784091647395,0.0614737868309021,20.18878644622519,3.8239639939909766
0,35,10,Mode,40,[   0   52  210  349  495  554  682  842  976 1046],9,160,52,116.22222222222223,3236.240137344498,7.0515113,-0.022579,21.805891093413862,5.445274850885414,0.06124525144696236,20.237379474500955,3.7448530181208293
0,35,10,Median,40,[   0   52  123  210  349  487  554  682  842  976 1046],10,160,52,104.6,2857.455774751118,6.661275,-0.0277103,20.303436111534335,5.489122184012491,0.05787617713212967,17.914483031558945,3.9213491763590724
0,35,10,Mode,40,[   0   52  130  210  349  495  554  682  842  976 1046],10,160,52,104.6,2833.6891692788427,6.6767225,-0.025918268,20.164421699753625,5.480614475502337,0.05840776488184929,17.728375498798187,3.920967428199652
0,35,10,Median,40,[   0   52  123  210  349  487  554  682  799  842  976 1046],11,139,43,95.0909090909091,2302.6604801640237,6.726719,-0.03385227,19.297703353832272,5.439452311130499,0.05544046685099602,14.568271378231932,3.848913407698904
0,35,10,Mode,40,[   0   52  130  210  349  495  554  682  799  842  976 1046],11,146,43,95.0909090909091,2281.2705352389758,6.7406225,-0.03204686,19.170563207154892,5.395111968690232,0.055918894708156586,14.400774598747251,3.8485698343554255
0,35,10,Median,40,[   0   52  123  210  349  487  554  682  799  842  918  976 1046],12,139,43,87.16666666666667,2094.6745146850635,6.666498,-0.03440367,18.262470930315992,5.404075726471727,0.055379871279001236,13.272346337981292,3.8994678006660637
0,35,10,Mode,40,[   0   52  130  210  349  495  554  682  799  842  918  976 1046],12,146,43,87.16666666666667,2075.2291102077475,6.6791377,-0.032766696,18.145472265867134,5.349984320393062,0.05581480637192726,13.120076538449762,3.8991554612629016
0,35,10,Median,40,[   0   52  123  210  349  487  554  682  799  842  918  976 1046],12,139,43,87.16666666666667,2094.6745146850635,6.666498,-0.03440367,18.262470930315992,5.404075726471727,0.055379871279001236,13.272346337981292,3.8994678006660637
0,35,10,Mode,40,[   0   52  130  210  349  495  554  682  799  842  918  976 1046],12,146,43,87.16666666666667,2075.2291102077475,6.6791377,-0.032766696,18.145472265867134,5.349984320393062,0.05581480637192726,13.120076538449762,3.8991554612629016
0,35,10,Median,40,[   0   52  123  210  349  487  554  682  799  842  918  976 1046],12,139,43,87.16666666666667,2094.6745146850635,6.666498,-0.03440367,18.262470930315992,5.404075726471727,0.055379871279001236,13.272346337981292,3.8994678006660637
0,35,10,Mode,40,[   0   52  130  210  349  495  554  682  799  842  918  976 1046],12,146,43,87.16666666666667,2075.2291102077475,6.6791377,-0.032766696,18.145472265867134,5.349984320393062,0.05581480637192726,13.120076538449762,3.8991554612629016
0,35,10,Median,40,"[   0   52  123  210  251  349  398  487  554  682  799  842  918  976
 1046]",14,128,41,74.71428571428571,1811.5545920155512,6.519468,-0.04844368,16.128568105401396,5.608327095106938,0.049263179302215576,11.540767921856634,3.9042547373116183
0,35,10,Mode,40,[   0   52  130  210  349  398  495  554  682  799  842  918  976 1046],13,139,43,80.46153846153847,1950.120099183013,6.641001,-0.03219951,17.05835449704192,5.496776709398012,0.05679222568869591,12.35803353885274,3.860010177184881
0,35,10,Median,40,"[   0   52  123  210  277  349  398  487  554  682  799  842  918  976
 1046]",14,128,43,74.71428571428571,1824.0369000687149,6.4771633,-0.03610139,16.125485762704088,5.677328322245782,0.05302054435014725,11.596148900783735,3.9809264208152757
0,35,10,Mode,40,"[   0   52  130  210  277  349  398  495  554  682  799  842  918  976
 1046]",14,128,43,74.71428571428571,1801.6361267417778,6.454305,-0.03521869,15.991016154560295,5.6413879049548985,0.05337238311767578,11.43025371560544,4.016097322644187
0,35,15,Median,40,[   0  303  842 1046],3,539,204,348.6666666666667,3706.310031681956,4.337607,0.013934998,25.144819492673157,7.099529885315303,0.026736732572317123,21.77935698840088,6.428600199838763
0,35,15,Mode,40,[   0  554  682 1046],3,554,128,348.6666666666667,7559.320052373414,8.644255,0.01742992,30.982211346385252,6.652763367940515,0.08232088387012482,44.751362147975044,2.936148512186726
0,35,15,Median,40,[   0  210  554  864 1046],4,344,182,261.5,2998.185004891504,4.5177727,0.0051676002,22.591955219143127,6.576982082110552,0.031630221754312515,18.575000446357826,6.123441956865226
0,35,15,Mode,40,[   0   52  682  842 1046],4,630,52,261.5,2943.5433167381634,6.064817,-0.04440226,14.945543288127718,5.955363494357874,0.009409027174115181,16.78974275868134,4.255899175586522
0,35,15,Median,40,[   0  199  495  682  918 1046],5,296,128,209.2,4530.872620996021,6.3208413,0.004648295,24.610772181857513,7.192656694228435,0.05526309832930565,27.78663755673145,4.178964100672221
0,35,15,Mode,40,[   0   52  554  682  842 1046],5,502,52,209.2,6064.34646952375,8.612781,-0.029576307,25.942752870609773,5.405813564692499,0.07180263847112656,37.13346025029831,2.902124505907703
0,35,15,Median,40,[   0   81  238  510  682  918 1046],6,272,81,174.33333333333334,3603.0620813971436,6.1038923,-0.02891009,21.549136216540386,6.912367930984981,0.04735742136836052,22.03847231096095,4.177892398048223
0,35,15,Mode,40,[   0   52  210  554  682  842 1046],6,344,52,174.33333333333334,5170.620601521634,7.8268294,-0.023483155,26.709328273257448,5.144595250111947,0.07175128161907196,32.42579095385454,3.1725747277809857
0,35,15,Median,40,[   0   81  238  510  682  842  976 1046],7,272,70,149.42857142857142,4679.189213425486,7.7056117,-0.02282726,24.93828909342852,6.110940920718076,0.0702255591750145,28.603029292051346,3.251985636468593
0,35,15,Mode,40,[   0   52  210  554  682  842  976 1046],7,344,52,149.42857142857142,5254.236895222458,8.405383,-0.02018511,26.53029674807884,5.5921772810907395,0.08206156641244888,32.73520561842164,2.9465769470103678
0,35,15,Median,40,[   0   81  218  349  525  682  842  976 1046],8,176,70,130.75,3847.67862107895,7.1645045,-0.02160728,23.278299647284545,6.0337881945737735,0.06499399989843369,23.741909778331,3.7334698066663945
0,35,15,Mode,40,[   0   52  210  349  554  682  842  976 1046],8,205,52,130.75,4078.9333267128573,7.524784,-0.021815019,23.929989558662214,5.617790638761846,0.06961821764707565,25.429284840758886,3.5494704218824644
0,35,15,Median,40,[   0   81  223  349  525  682  790  849  976 1046],9,176,59,116.22222222222223,3033.5047025606063,7.052204,-0.026042862,21.507197585851717,6.111109810178532,0.060653410851955414,18.83054275564493,3.7399366490034485
0,35,15,Mode,40,[   0   52  210  349  554  682  799  842  976 1046],9,205,43,116.22222222222223,3232.7545144837723,7.498651,-0.029418226,22.190674415411774,5.453729149675781,0.06510582566261292,20.30717004795013,3.5054105553668293
0,35,15,Median,40,[   0   81  223  349  487  554  682  790  849  976 1046],10,142,59,104.6,2535.8670395408476,6.8093295,-0.026204348,20.35345764203205,6.012076843376695,0.05645779147744179,15.92213548363741,3.874954255089044
0,35,15,Mode,40,[   0   52  210  349  495  554  682  799  842  976 1046],10,158,43,104.6,2577.713769737351,7.0808682,-0.02938044,20.507406132312475,5.374542229685564,0.0581645704805851,16.261266921588497,3.6839795149693355
0,35,15,Median,40,[   0   81  223  349  487  554  682  790  845  976 1046],10,142,55,104.6,2552.5635034842057,6.8694577,-0.027295487,20.46408446590412,5.743450079214985,0.057238537818193436,16.054252228067064,3.8433555697680637
0,35,15,Mode,40,[   0   52  210  349  495  554  682  799  842  976 1046],10,158,43,104.6,2577.713769737351,7.0808682,-0.02938044,20.507406132312475,5.374542229685564,0.0581645704805851,16.261266921588497,3.6839795149693355
0,35,15,Median,40,[   0   52  130  229  349  487  554  682  790  845  976 1046],11,138,52,95.0909090909091,2237.473279464298,6.504645,-0.03257535,18.90974340700599,5.759620365734855,0.05271894484758377,14.103090568910181,4.045814305929009
0,35,15,Mode,40,[   0   52  210  349  495  554  682  799  842  976 1046],10,158,43,104.6,2577.713769737351,7.0808682,-0.02938044,20.507406132312475,5.374542229685564,0.0581645704805851,16.261266921588497,3.6839795149693355
0,35,15,Median,40,[   0   52  126  210  251  349  487  554  682  790  845  976 1046],12,138,41,87.16666666666667,2067.21004183143,6.466881,-0.04731705,17.85923086021779,5.696451104157098,0.04848885163664818,13.13043236138402,4.013523217904074
0,35,15,Mode,40,[   0   52  123  210  349  495  554  682  799  842  976 1046],11,146,43,95.0909090909091,2301.31725157067,6.76518,-0.033058364,19.286008141854705,5.374159969224825,0.05651380494236946,14.54656480948305,3.8252046682300693
0,35,15,Median,40,[   0   52  126  210  251  349  487  554  682  790  842  918  976 1046],13,138,41,80.46153846153847,1886.6554387793528,6.4696255,-0.04845762,17.10867738108055,5.496562021420155,0.04924781620502472,12.02241664439043,4.030229101719778
0,35,15,Mode,40,[   0   52  123  210  349  495  554  682  799  842  918  976 1046],12,146,43,87.16666666666667,2093.453397782015,6.701463,-0.033761874,18.251708534778015,5.330778320883105,0.05635563284158707,13.252613093664126,3.8779144011489417
0,35,15,Median,40,[   0   52  126  210  348  398  488  554  682  790  842  918  976 1046],13,138,50,80.46153846153847,1975.63298699436,6.6457677,-0.032073684,17.307713661223598,5.572955194909861,0.05727336183190346,12.565567488217999,3.8408592001722486
0,35,15,Mode,40,[   0   52  123  210  349  398  495  554  682  799  842  918  976 1046],13,139,43,80.46153846153847,1966.825696126092,6.661466,-0.03317955,17.156481450202723,5.479048094465745,0.05728797987103462,12.47952538113257,3.840539205413751
0,35,15,Median,40,"[   0   52  126  210  277  349  398  488  554  682  790  842  918  976
 1046]",14,128,49,74.71428571428571,1822.6353319272018,6.4608808,-0.03471319,16.216095959728722,5.712793961923396,0.05379078909754753,11.60228564653675,3.994707946031904
0,35,15,Mode,40,"[   0   52  123  210  277  349  398  495  554  682  799  842  918  976
 1046]",14,128,43,74.71428571428571,1812.1262604794636,6.4719133,-0.035903495,16.08200298836512,5.624925619660651,0.0534542053937912,11.507273449729961,3.999316602861772
