,model,n_components,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23,layer_24
0,ViTl16,3,"75.6%
(1, 1, 1)
(1, 1, 1)","45.7%
(1, 5, 2)
(1, 5, 2)","44.7%
(3, 4, 2)
(3, 4, 2)","43.2%
(1, 1, 3)
(1, 1, 3)","40.4%
(1, 3, 1)
(1, 3, 1)","39.5%
(1, 1, 1)
(1, 1, 1)","39.8%
(1, 2, 2)
(1, 2, 2)","39.9%
(1, 1, 3)
(1, 1, 3)","40.3%
(1, 1, 1)
(1, 1, 1)","39.8%
(1, 2, 1)
(1, 2, 1)","39.1%
(1, 1, 1)
(1, 1, 1)","77.6%
(1, 1, 1)
(1, 1, 1)","38.2%
(1, 1, 1)
(1, 1, 1)","38.9%
(1, 7, 5)
(1, 7, 5)","39.0%
(1, 2, 2)
(1, 2, 2)","39.3%
(1, 2, 2)
(1, 2, 2)","39.3%
(1, 2, 2)
(1, 2, 2)","75.6%
(1, 1, 1)
(1, 1, 1)","67.4%
(1, 1, 1)
(1, 1, 1)","60.5%
(1, 1, 1)
(1, 1, 1)","51.3%
(1, 2, 1)
(1, 2, 1)","47.7%
(2, 1, 1)
(2, 1, 1)","48.0%
(1, 1, 1)
(1, 1, 1)","47.3%
(5, 1, 2)
(5, 1, 2)"
1,ViTl16,4,"82.1%
(1, 1, 1, 1)
(1, 1, 1, 1)","52.2%
(1, 1, 3, 2)
(1, 1, 3, 2)","50.9%
(1, 3, 8, 2)
(1, 3, 8, 2)","49.5%
(1, 2, 3, 1)
(1, 2, 3, 1)","46.1%
(2, 4, 6, 1)
(2, 4, 6, 1)","45.4%
(3, 18, 10, 1)
(3, 18, 10, 1)","45.6%
(3, 2, 1, 1)
(3, 2, 1, 1)","45.6%
(3, 1, 3, 1)
(3, 1, 3, 1)","45.9%
(3, 1, 15, 1)
(3, 1, 15, 1)","45.3%
(3, 1, 1, 1)
(3, 1, 1, 1)","44.5%
(3, 1, 1, 1)
(3, 1, 1, 1)","81.1%
(1, 1, 1, 1)
(1, 1, 1, 1)","43.4%
(3, 1, 5, 1)
(3, 1, 5, 1)","44.4%
(3, 5, 3, 1)
(3, 5, 3, 1)","44.5%
(3, 1, 1, 1)
(3, 1, 1, 1)","44.7%
(3, 1, 1, 1)
(3, 1, 1, 1)","44.7%
(3, 1, 1, 1)
(3, 1, 1, 1)","78.4%
(1, 1, 1, 1)
(1, 1, 1, 1)","71.7%
(1, 1, 1, 1)
(1, 1, 1, 1)","66.1%
(1, 5, 1, 1)
(1, 5, 1, 1)","56.8%
(1, 4, 1, 1)
(1, 4, 1, 1)","53.7%
(1, 1, 9, 1)
(1, 1, 9, 1)","54.2%
(1, 2, 1, 1)
(1, 2, 1, 1)","53.6%
(1, 1, 2, 1)
(1, 1, 2, 1)"
2,ViTl16,5,"85.6%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","56.9%
(2, 1, 1, 6, 1)
(2, 1, 1, 6, 1)","55.6%
(1, 1, 10, 1, 1)
(1, 1, 10, 1, 1)","54.2%
(2, 1, 1, 1, 1)
(2, 1, 1, 1, 1)","51.6%
(3, 1, 1, 1, 1)
(3, 1, 1, 1, 1)","50.6%
(4, 1, 1, 2, 1)
(4, 1, 1, 2, 1)","50.6%
(3, 1, 1, 1, 1)
(3, 1, 1, 1, 1)","50.4%
(4, 1, 1, 1, 1)
(4, 1, 1, 1, 1)","50.7%
(3, 1, 1, 1, 1)
(3, 1, 1, 1, 1)","50.0%
(2, 1, 10, 1, 1)
(2, 1, 10, 1, 1)","49.2%
(1, 1, 2, 3, 1)
(1, 1, 2, 3, 1)","83.6%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","48.2%
(1, 1, 1, 2, 1)
(1, 1, 1, 2, 1)","49.1%
(3, 1, 1, 2, 1)
(3, 1, 1, 2, 1)","49.2%
(3, 1, 1, 2, 1)
(3, 1, 1, 2, 1)","49.4%
(3, 1, 2, 4, 1)
(3, 1, 2, 4, 1)","49.4%
(3, 1, 2, 4, 1)
(3, 1, 2, 4, 1)","81.1%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","75.6%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","70.4%
(3, 2, 1, 1, 1)
(3, 2, 1, 1, 1)","61.2%
(1, 1, 8, 1, 1)
(1, 1, 8, 1, 1)","58.7%
(1, 1, 5, 1, 1)
(1, 1, 5, 1, 1)","59.3%
(2, 1, 1, 1, 1)
(2, 1, 1, 1, 1)","58.1%
(1, 5, 2, 2, 1)
(1, 5, 2, 2, 1)"
3,ViTb32,3,"63.2%
(1, 1, 1)
(1, 1, 1)","43.1%
(1, 1, 1)
(1, 1, 1)","44.5%
(1, 1, 1)
(1, 1, 1)","63.2%
(1, 1, 1)
(1, 1, 1)","67.7%
(1, 1, 1)
(1, 1, 1)","62.8%
(1, 1, 1)
(1, 1, 1)","61.8%
(1, 1, 1)
(1, 1, 1)","60.3%
(1, 1, 1)
(1, 1, 1)","58.6%
(1, 1, 1)
(1, 1, 1)","52.8%
(1, 1, 1)
(1, 1, 1)","49.8%
(1, 1, 1)
(1, 1, 1)","45.5%
(2, 1, 1)
(2, 1, 1)",,,,,,,,,,,,
4,ViTb32,4,"71.2%
(1, 1, 1, 1)
(1, 1, 1, 1)","49.7%
(1, 1, 1, 1)
(1, 1, 1, 1)","51.3%
(1, 1, 1, 1)
(1, 1, 1, 1)","67.6%
(1, 1, 1, 1)
(1, 1, 1, 1)","73.4%
(1, 1, 1, 1)
(1, 1, 1, 1)","68.4%
(1, 1, 1, 1)
(1, 1, 1, 1)","66.1%
(1, 1, 1, 1)
(1, 1, 1, 1)","65.1%
(1, 1, 1, 1)
(1, 1, 1, 1)","63.1%
(1, 1, 1, 1)
(1, 1, 1, 1)","58.8%
(1, 1, 1, 1)
(1, 1, 1, 1)","55.6%
(2, 1, 1, 1)
(2, 1, 1, 1)","51.3%
(1, 1, 1, 1)
(1, 1, 1, 1)",,,,,,,,,,,,
5,ViTb32,5,"77.4%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","53.8%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","55.5%
(3, 2, 1, 1, 1)
(3, 2, 1, 1, 1)","70.4%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","77.0%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","70.9%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","69.9%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","68.0%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","66.2%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","63.4%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","60.2%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)","55.9%
(1, 1, 1, 1, 1)
(1, 1, 1, 1, 1)",,,,,,,,,,,,
6,ResNet34,3,"33.9%
(7, 3, 2)
(7, 3, 2)","34.8%
(1, 4, 1)
(1, 4, 1)","16.6%
(2, 3, 4)
(2, 3, 4)","16.5%
(1, 1, 3)
(1, 1, 3)","15.9%
(2, 1, 2)
(2, 1, 2)","15.8%
(1, 1, 1)
(1, 1, 1)","20.5%
(1, 3, 1)
(1, 3, 1)","21.4%
(2, 3, 1)
(2, 3, 1)","21.8%
(1, 2, 1)
(1, 2, 1)","34.8%
(2, 1, 5)
(2, 1, 5)","34.2%
(5, 2, 1)
(5, 2, 1)","29.8%
(2, 2, 1)
(2, 2, 1)","28.1%
(2, 2, 3)
(2, 2, 3)","27.4%
(3, 2, 4)
(3, 2, 4)","26.4%
(1, 2, 13)
(1, 2, 13)","15.5%
(3, 5, 1)
(3, 5, 1)","16.5%
(3, 1, 5)
(3, 1, 5)",,,,,,,
7,ResNet34,4,"39.0%
(5, 1, 1, 1)
(5, 1, 1, 1)","39.8%
(1, 2, 1, 2)
(1, 2, 1, 2)","20.4%
(3, 1, 1, 1)
(3, 1, 1, 1)","20.4%
(3, 1, 16, 5)
(3, 1, 16, 5)","20.0%
(1, 4, 4, 1)
(1, 4, 4, 1)","20.0%
(1, 3, 1, 1)
(1, 3, 1, 1)","25.1%
(2, 1, 3, 2)
(2, 1, 3, 2)","26.4%
(1, 9, 6, 3)
(1, 9, 6, 3)","27.1%
(1, 5, 1, 6)
(1, 5, 1, 6)","39.4%
(4, 1, 9, 10)
(4, 1, 9, 10)","38.6%
(1, 2, 2, 1)
(1, 2, 2, 1)","33.3%
(5, 2, 2, 1)
(5, 2, 2, 1)","31.6%
(8, 3, 2, 1)
(8, 3, 2, 1)","30.7%
(1, 1, 4, 1)
(1, 1, 4, 1)","29.5%
(5, 2, 4, 3)
(5, 2, 4, 3)","19.0%
(1, 1, 3, 1)
(1, 1, 3, 1)","20.2%
(1, 2, 2, 8)
(1, 2, 2, 8)",,,,,,,
8,ResNet34,5,"43.8%
(1, 2, 2, 1, 1)
(1, 2, 2, 1, 1)","44.0%
(10, 1, 1, 1, 2)
(10, 1, 1, 1, 2)","23.7%
(1, 6, 6, 1, 1)
(1, 6, 6, 1, 1)","23.8%
(3, 5, 3, 1, 1)
(3, 5, 3, 1, 1)","23.4%
(2, 1, 1, 9, 1)
(2, 1, 1, 9, 1)","23.3%
(1, 3, 1, 6, 1)
(1, 3, 1, 6, 1)","29.2%
(2, 1, 1, 1, 1)
(2, 1, 1, 1, 1)","30.7%
(1, 4, 2, 2, 1)
(1, 4, 2, 2, 1)","32.1%
(8, 2, 1, 6, 1)
(8, 2, 1, 6, 1)","43.4%
(1, 2, 3, 12, 3)
(1, 2, 3, 12, 3)","42.3%
(1, 1, 11, 2, 4)
(1, 1, 11, 2, 4)","36.0%
(6, 1, 1, 4, 1)
(6, 1, 1, 4, 1)","34.5%
(1, 1, 1, 1, 4)
(1, 1, 1, 1, 4)","33.4%
(3, 1, 1, 7, 1)
(3, 1, 1, 7, 1)","32.0%
(2, 3, 1, 1, 1)
(2, 3, 1, 1, 1)","22.2%
(2, 2, 1, 2, 1)
(2, 2, 1, 2, 1)","23.6%
(3, 5, 1, 1, 2)
(3, 5, 1, 1, 2)",,,,,,,
