,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 139.5)","(140.5, 233.5)","(234.5, 527.5)","(528.5, 667.5)","(668.5, 788.5)","(789.5, 999.5)","(1000.5, 1161.5)","(1162.5, 1234.5)","(1235.5, 1389.5)"
"Time length, sec",134.0,93.0,293.0,139.0,120.0,210.0,161.0,72.0,154.0
Number of epochs,130,90,277,133,119,208,152,71,147
