,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 285.5)","(286.5, 540.5)","(541.5, 830.5)","(831.5, 889.5)","(890.5, 1035.5)","(1036.5, 1175.5)","(1176.5, 1648.5)","(1649.5, 1905.5)"
"Time length, sec",279.0,254.0,289.0,58.0,145.0,139.0,472.0,256.0
Number of epochs,266,246,269,55,143,130,453,248
