,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,35,10,3,Median,"[0, 238, 681, 1046]",264.5377576868078,1.1065815411132425,0.04827037066868069,138.34729570898662,4.986683280956076,0.1195091971794648,131.2380004179708,4.064555633781539
1,0,35,10,3,Mode,"[0, 94, 864, 1046]",235.4064325472726,1.4317313592637655,0.0008063215089144445,102.2011076460757,3.374073420849962,0.12362570407350013,97.2851080186826,2.7788969750083616
2,0,35,10,3,Mean,"[0, 204, 691, 1046]",222.00850487269665,1.0526985556962174,0.02251291371936981,113.84736611905868,5.163668035793127,0.09924927334271355,102.53895684666568,4.226182815782998
3,0,35,10,4,Median,"[0, 238, 609, 856, 1046]",227.974761512038,1.2197701795459663,0.03064493069557147,112.32387436608907,6.219910777204997,0.12005848335624718,109.03400364875598,2.529867411990027
4,0,35,10,4,Mode,"[0, 94, 609, 864, 1046]",202.72071214720492,1.352388350239021,-0.016342812501092298,90.88470370106545,3.442898560033677,0.11933352079450565,89.06136000408894,2.3268956086093624
5,0,35,10,4,Mean,"[0, 204, 598, 831, 1046]",162.76102842386922,1.0059197725211793,0.0031726133356092,83.60730627348644,6.760528310020398,0.08779348754997185,75.60240053746554,3.3886893653932106
6,0,35,10,5,Median,"[0, 94, 251, 609, 856, 1046]",127.32382927437956,1.1134048586615652,-0.04729089645759199,98.67114399686794,5.5424703729794,0.10856647318078136,69.76725549133262,2.3368980042431047
7,0,35,10,5,Mode,"[0, 94, 358, 609, 864, 1046]",130.97208517605554,1.1311160255191794,-0.03862155681571071,88.71735703579049,5.92684833943862,0.10329027152090814,68.71298143861625,2.505535341959894
8,0,35,10,5,Mean,"[0, 81, 286, 598, 831, 1046]",104.89689663789801,0.9998953014488755,-0.04784533173692333,82.6008192566089,9.13078807388117,0.09509460069660232,59.144775543694465,3.0725242881200403
9,0,35,10,6,Median,"[0, 94, 251, 566, 681, 864, 1046]",125.50100016799081,1.1849091069075968,-0.05901809907557804,89.11696886114424,6.352236379364823,0.12725521204390589,67.05783694143665,2.442177799998099
10,0,35,10,6,Mode,"[0, 94, 358, 609, 681, 864, 1046]",111.07202209382112,1.070532141551293,-0.04300465807991997,78.1913688651721,6.717930291798955,0.1009440630414773,58.08571635880594,3.8801582489943236
11,0,35,10,6,Mean,"[0, 81, 286, 563, 694, 845, 1046]",117.69795563852585,1.1391079369698465,-0.056738286431625,78.78412384181752,8.126168023109704,0.11701994634946641,61.429713346529375,2.912638716946798
12,0,35,10,7,Median,"[0, 94, 250, 358, 566, 681, 864, 1046]",87.16232437062655,1.0365238421556693,-0.0737640298540485,76.43311051984257,6.2687313858162526,0.10954221532786697,49.007346969155385,2.8264654145540375
13,0,35,10,7,Mode,"[0, 94, 250, 358, 609, 681, 864, 1046]",67.33778670977266,0.8993344134963376,-0.07211556037648524,73.57613384702871,8.298373775632362,0.08905404841146299,40.472693609534495,4.220299932084534
14,0,35,10,7,Mean,"[0, 81, 244, 362, 565, 694, 845, 1046]",78.27906434366564,0.9945511715310059,-0.07780545878772754,71.1436140718444,8.133960404495014,0.10440243630418393,45.37947891047883,3.0358709229536096
15,0,35,10,8,Median,"[0, 94, 250, 358, 490, 609, 681, 864, 1046]",62.95798508118763,0.8816327260873565,-0.07873496821450517,65.28387284869696,10.368943676699264,0.08810331544382612,37.1244600603354,5.362032541503022
16,0,35,10,8,Mode,"[0, 94, 250, 358, 490, 609, 681, 864, 1046]",62.95798508118763,0.8816327260873565,-0.07873496821450517,65.28387284869696,10.368943676699264,0.08810331544382612,37.1244600603354,5.362032541503022
17,0,35,10,8,Mean,"[0, 81, 244, 358, 491, 589, 692, 844, 1046]",65.76269286506343,0.9438537193765951,-0.08635295227337911,62.56253278772239,7.651588574817788,0.09352099648939079,38.563714488117704,3.2671249530008484
18,0,35,10,9,Median,"[0, 94, 250, 358, 490, 609, 681, 789, 864, 1046]",45.347361549814565,0.8388101941806387,-0.0940873530112268,58.590354565563175,9.85394196975746,0.07743335448783525,29.19549073346472,5.244285607262163
19,0,35,10,9,Mode,"[0, 94, 250, 358, 490, 609, 681, 789, 864, 1046]",45.347361549814565,0.8388101941806387,-0.0940873530112268,58.590354565563175,9.85394196975746,0.07743335448783525,29.19549073346472,5.244285607262163
20,0,35,10,9,Mean,"[0, 81, 244, 358, 491, 589, 689, 788, 871, 1046]",49.15669207869536,0.8884419428693607,-0.09632436964260316,55.978258515627154,7.289908265702378,0.08160132546090826,30.795028984256888,3.410754467893142
