,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 116.5)","(117.5, 281.5)","(282.5, 384.5)","(385.5, 709.5)","(710.5, 807.5)","(808.5, 1171.5)","(1172.5, 1300.5)","(1301.5, 1771.5)","(1772.5, 1859.5)","(1860.5, 2143.5)"
"Time length, sec",111.0,164.0,102.0,324.0,97.0,363.0,128.0,470.0,87.0,283.0
Number of epochs,109,152,92,307,93,351,120,446,84,266
