,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 332.5)","(333.5, 658.5)","(659.5, 832.5)","(833.5, 993.5)","(994.5, 1184.5)","(1185.5, 1302.5)","(1303.5, 1486.5)","(1487.5, 1905.5)"
"Time length, sec",326.0,325.0,173.0,160.0,190.0,117.0,183.0,418.0
Number of epochs,313,308,162,155,180,117,178,397
