,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 42.7)","(45.1, 228.3)","(229.1, 321.9)","(322.7, 456.3)","(457.1, 517.9)","(518.7, 620.3)","(621.1, 758.7)","(759.5, 876.3)","(877.1, 938.7)"
"Time length, sec",32.800000000000004,183.20000000000002,92.79999999999998,133.60000000000002,60.799999999999955,101.59999999999991,137.60000000000002,116.79999999999995,61.60000000000002
Number of epochs,39,205,101,148,73,116,160,133,71
