,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(20.5, 107.5)","(108.5, 1067.5)","(1068.5, 1603.5)","(1604.5, 2005.5)","(2006.5, 2306.5)","(2307.5, 2946.5)","(2947.5, 3451.5)","(3452.5, 4431.5)","(4432.5, 4549.5)"
"Time length, sec",87.0,959.0,535.0,401.0,300.0,639.0,504.0,979.0,117.0
Number of epochs,85,897,503,385,283,613,465,941,113
