,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 452.5)","(453.5, 565.5)","(566.5, 923.5)","(924.5, 1298.5)","(1299.5, 1540.5)","(1541.5, 2060.5)","(2061.5, 2534.5)","(2535.5, 2868.5)","(2869.5, 3186.5)"
"Time length, sec",446.0,112.0,357.0,374.0,241.0,519.0,473.0,333.0,317.0
Number of epochs,421,106,327,344,236,480,432,311,299
