,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 190.5)","(191.5, 450.5)","(451.5, 634.5)","(635.5, 982.5)","(983.5, 1124.5)","(1125.5, 1599.5)","(1600.5, 1899.5)","(1900.5, 2236.5)"
"Time length, sec",184.0,259.0,183.0,347.0,141.0,474.0,299.0,336.0
Number of epochs,177,245,177,332,137,450,286,316
