,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(7.5, 49.5)","(50.5, 284.5)","(285.5, 480.5)","(481.5, 636.5)","(637.5, 798.5)","(799.5, 1024.5)","(1025.5, 1132.5)","(1133.5, 1393.5)","(1394.5, 1542.5)"
"Time length, sec",42.0,234.0,195.0,155.0,161.0,225.0,107.0,260.0,148.0
Number of epochs,42,223,186,150,154,215,104,249,142
