,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(10.5, 55.5)","(58.5, 491.5)","(493.5, 613.5)","(614.5, 853.5)","(854.5, 1240.5)","(1242.5, 1415.5)","(1416.5, 1505.5)","(1506.5, 1755.5)","(1756.5, 2017.5)","(2018.5, 2345.5)"
"Time length, sec",45.0,433.0,120.0,239.0,386.0,173.0,89.0,249.0,261.0,327.0
Number of epochs,40,380,102,200,330,148,77,215,231,294
