,IV,feature
0,0.42886398248633,greyscale -> betti-0
1,0.42689063811611105,greyscale -> betti-1
2,0.4844481575228046,greyscale -> betti-2
3,0.6429540698262879,greyscale -> betti-3
4,0.4768926085375101,greyscale -> betti-4
5,0.4868017480962262,greyscale -> betti-5
6,0.4741695012411004,greyscale -> betti-6
7,0.3672085401098888,greyscale -> betti-7
8,0.2728994959287574,greyscale -> landscape-0
9,0.27289925066546633,greyscale -> landscape-1
10,0.2812241082794381,greyscale -> landscape-2
11,0.2847807067352999,greyscale -> landscape-3
12,0.5096197246574677,greyscale -> landscape-4
13,0.5096197246574677,greyscale -> landscape-5
14,0.4840152191506826,greyscale -> landscape-6
15,0.4393827777720676,greyscale -> landscape-7
16,0.35398024517880633,greyscale -> landscape-8
17,0.35398024517880633,greyscale -> landscape-9
18,0.36256519360565226,greyscale -> landscape-10
19,0.36706233214570216,greyscale -> landscape-11
20,0.4603301666152571,greyscale -> landscape-12
21,0.4603144492791118,greyscale -> landscape-13
22,0.4283882887011509,greyscale -> landscape-14
23,0.3721738521995416,greyscale -> landscape-15
24,0.21544596951757605,greyscale -> landscape-16
25,0.2154469966142261,greyscale -> landscape-17
26,0.20790653920629135,greyscale -> landscape-18
27,0.20129224528306872,greyscale -> landscape-19
28,0.38542682123736904,greyscale -> landscape-20
29,0.3854259941221496,greyscale -> landscape-21
30,0.3575490310466566,greyscale -> landscape-22
31,0.30533856294625283,greyscale -> landscape-23
32,0.292000363638265,greyscale -> silhouette-0
33,0.292000363638265,greyscale -> silhouette-1
34,0.3053070816376538,greyscale -> silhouette-2
35,0.31799804844263013,greyscale -> silhouette-3
36,0.4276816618662943,greyscale -> silhouette-4
37,0.4276816618662943,greyscale -> silhouette-5
38,0.3689552061027413,greyscale -> silhouette-6
39,0.2728971596457646,greyscale -> silhouette-7
40,0.2868351760879281,greyscale -> silhouette-8
41,0.2868351760879281,greyscale -> silhouette-9
42,0.2903071315471424,greyscale -> silhouette-10
43,0.2895123173265976,greyscale -> silhouette-11
44,0.4013693062587511,greyscale -> silhouette-12
