,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(21.5, 68.5)","(69.5, 484.5)","(485.5, 562.5)","(563.5, 635.5)","(636.5, 841.5)","(842.5, 1135.5)","(1136.5, 1220.5)","(1221.5, 1359.5)","(1360.5, 1451.5)"
"Time length, sec",47.0,415.0,77.0,72.0,205.0,293.0,84.0,138.0,91.0
Number of epochs,41,387,74,72,196,275,83,126,89
