,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 114.5)","(115.5, 383.5)","(384.5, 709.5)","(710.5, 808.5)","(809.5, 1347.5)","(1348.5, 1419.5)","(1420.5, 1700.5)","(1701.5, 1859.5)","(1860.5, 2029.5)","(2030.5, 2143.5)"
"Time length, sec",109.0,268.0,325.0,98.0,538.0,71.0,280.0,158.0,169.0,113.0
Number of epochs,107,245,308,94,516,63,268,153,157,109
