,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 94.5)","(95.5, 280.5)","(281.5, 645.5)","(646.5, 977.5)","(978.5, 1317.5)","(1318.5, 1721.5)","(1722.5, 1831.5)","(1832.5, 2320.5)"
"Time length, sec",89.0,185.0,364.0,331.0,339.0,403.0,109.0,488.0
Number of epochs,88,174,345,313,319,387,105,458
