,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 154.5)","(155.5, 233.5)","(234.5, 656.5)","(657.5, 864.5)","(865.5, 1050.5)","(1051.5, 1371.5)","(1372.5, 1521.5)","(1522.5, 1669.5)","(1670.5, 1766.5)"
"Time length, sec",148.0,78.0,422.0,207.0,185.0,320.0,149.0,147.0,96.0
Number of epochs,147,75,386,195,170,301,143,142,92
