St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,35,10,Median,40,[   0  186  789 1046],3,603,186,348.6666666666667,8321.07167427925,6.7026615,0.021937642,20.96299477798664,8.753458591511725,0.03611374646425247,18.682333329132256,7.424242919521742
0,35,10,Mode,40,[   0  141  659 1046],3,518,141,348.6666666666667,6801.465963805991,6.696285,0.012158999,17.385474621528118,8.29410975800351,0.02418053150177002,14.969878893513734,7.088705249782881
0,35,10,Median,40,[   0  186  659 1046],3,473,186,348.6666666666667,8538.780239374939,6.9215603,0.021531591,21.59354078878496,8.35806422749448,0.03803783655166626,19.104299148577635,7.103108993252363
0,35,10,Mode,40,[   0  141  659 1046],3,518,141,348.6666666666667,6801.465963805991,6.696285,0.012158999,17.385474621528118,8.29410975800351,0.02418053150177002,14.969878893513734,7.088705249782881
0,35,10,Median,40,[   0  186  556  667 1046],4,379,111,261.5,10335.157031116194,10.303062,0.006378274,22.51723549780245,6.8017765713122476,0.11259204149246216,23.833619408398388,3.63474552022687
0,35,10,Mode,40,[   0  141  558  659 1046],4,417,101,261.5,9870.200266536835,10.593411,0.005556037,20.480441186341782,6.328989214292541,0.11177147179841995,22.08593968226981,3.569014254398704
0,35,10,Median,40,[   0  142  253  556  667 1046],5,379,111,209.2,6340.883331394614,8.582989,-0.00798091,18.397228735088312,7.419644104926265,0.08119580149650574,14.447135107696555,4.470863945226945
0,35,10,Mode,40,[   0  141  252  558  659 1046],5,387,101,209.2,6460.073304049276,8.844183,-0.00434263,18.52877226618036,7.32100280650413,0.08583609014749527,14.408131994410715,4.377160551024392
0,35,10,Median,40,[   0  142  253  556  659  789 1046],6,303,103,174.33333333333334,6214.163880776777,8.959693,-0.0039906767,16.80399323663924,6.792576548263608,0.07160115242004395,14.050027756266363,4.402489931899316
0,35,10,Mode,40,[   0  141  252  558  659  789 1046],6,306,101,174.33333333333334,6190.465680058513,8.980363,-0.00091303646,16.741110001802717,6.790680902841667,0.07145161926746368,13.723362984301644,4.387877011913733
0,35,10,Median,40,[   0  142  253  506  558  659  789 1046],7,257,52,149.42857142857142,4147.406754166225,8.040809,-0.014118521,14.51286148095526,6.556075739083838,0.04315536096692085,9.195292039610617,4.7642147379424875
0,35,10,Mode,40,[   0  141  252  506  558  659  789 1046],7,257,52,149.42857142857142,4172.093126715531,8.065133,-0.010195437,14.551874597042776,6.532556384329717,0.04192128777503967,9.139417676895158,4.748327625370684
