,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 452.5)","(453.5, 564.5)","(565.5, 1154.5)","(1155.5, 1298.5)","(1299.5, 1539.5)","(1540.5, 2060.5)","(2061.5, 2176.5)","(2177.5, 3050.5)","(3051.5, 3186.5)"
"Time length, sec",446.0,111.0,589.0,143.0,240.0,520.0,115.0,873.0,135.0
Number of epochs,421,105,543,129,235,481,107,808,127
