,St_len_min,K_nb_max,N_cl_max,N_stages,Cl_cen,St_edges,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
4,0,35,15,3,Mode,"[0, 52, 670, 1046]",242.7852882585069,1.7317604619152993,0.02031826200700146,110.8824790798342,2.850418428641154,0.17821734161797395,103.09655948523962,2.348531402570265,0.4745204150860986,0.2215827927798328,0.46357589461626764
22,0,45,15,4,Mode,"[0, 52, 670, 800, 1046]",223.24472142962375,1.7446506275206293,-0.019721555486460533,92.32544845068867,3.513489319440122,0.17759669577161033,95.02913980960533,1.779735822904268,0.5589622263719849,0.26736151519807017,0.48712382380668856
22,0,45,15,5,Mode,"[0, 52, 252, 670, 800, 1046]",177.40276381316718,1.40009377152901,-0.012430744156314413,122.25323378280706,16.68042705850823,0.1610364831643458,96.56224212804813,1.851136738053622,0.6689622401694117,0.441166572731058,0.5796339532969362
84,40,40,15,6,Median,"[0, 52, 252, 566, 670, 855, 1046]",168.30201307206022,1.4172041407767675,-0.030668469484527797,111.23646450450363,4.400733809015793,0.16493359746577826,92.39073601821944,1.8887493801495139,0.7544549012036756,0.5815226350991524,0.6688925713681652
88,40,40,20,7,Mode,"[0, 52, 252, 490, 566, 670, 862, 1046]",143.38183342789085,1.3666157596678958,-0.04439682921383569,95.83658896677521,4.873570380846037,0.16106988947273215,81.373114396297,1.9804100904395991,0.7945296863373289,0.6601645266769718,0.7201173446002159
123,60,40,20,8,Median,"[0, 105, 252, 490, 566, 670, 855, 975, 1046]",118.05110380778488,1.2817437943741592,-0.048046393051950166,87.22239291262332,6.391068251252241,0.14641703919217858,64.63335454031196,2.1309565236610544,0.8577430937911764,0.769220161668685,0.8041106476147784
123,60,40,20,9,Median,"[0, 105, 252, 345, 490, 566, 670, 855, 975, 1046]",89.95133326656418,1.1545783871118085,-0.06187161683718078,77.21072139312061,6.461211630568207,0.12568684624029083,48.77939013746591,2.5796688019083662,0.8412152627473191,0.7060317058224539,0.7408182136110882
15,0,40,20,10,Median,"[0, 52, 252, 388, 490, 572, 670, 749, 857, 955, 1046]",74.34969583335061,1.0790090000528696,-0.06891819494279064,67.02077364058152,6.607770272496374,0.11533841205489646,42.82214980708923,3.0726313142567783,0.791311469913806,0.5952658076887415,0.6413641651456385
132,60,45,20,11,Median,"[0, 105, 137, 252, 390, 490, 566, 670, 789, 857, 976, 1046]",54.92641889766993,0.9846317886418108,-0.08604306469273824,63.46884000829078,7.9062370744677875,0.09925448367285006,29.096797620802228,3.0861521620756793,0.8682648116600016,0.7503981466427845,0.7793249008067341
15,0,40,20,12,Median,"[0, 52, 105, 252, 388, 490, 566, 609, 670, 749, 857, 955, 1046]",48.527458458018835,1.003394486156607,-0.11121051204322353,59.58034661444166,6.079058139562149,0.10185856643684431,27.83155477220646,2.924675082594461,0.8004906779930161,0.6115337416621794,0.6552461860805928
15,0,40,20,13,Median,"[0, 52, 105, 252, 388, 490, 566, 609, 670, 749, 855, 929, 974, 1046]",46.207944238519275,1.0534935201338633,-0.10801842216517449,58.05150939316561,9.703932494888331,0.10295739529576597,26.591090199810825,2.662549997817251,0.8010061812538913,0.6001193996508336,0.6458304766500207
16,0,40,20,14,Mode,"[0, 52, 105, 252, 393, 490, 566, 609, 670, 746, 800, 862, 929, 976, 1046]",40.695949925145634,1.0109556394360413,-0.11335166427124085,53.98386429012526,8.811726724845544,0.09564746367599329,23.83394984157873,2.679719489439761,0.8024848140815296,0.5984629780737307,0.6458139771677851
52,20,40,20,15,Mode,"[0, 52, 105, 136, 252, 393, 490, 566, 609, 670, 746, 789, 862, 929, 976, 1046]",35.296826092105114,0.9653054848387538,-0.12121263247886763,50.805499715665235,8.897990816411953,0.09190891971433637,20.239418543315853,2.8589579618119436,0.8146408553046436,0.6233006979459687,0.6715998336396188
61,20,45,20,16,Mode,"[0, 52, 105, 136, 252, 358, 393, 490, 566, 609, 670, 746, 800, 862, 929, 976, 1046]",31.365466967088047,0.9419814690420479,-0.12823605986495962,47.80362597178079,7.603455673380347,0.08988939637095322,18.123077477306513,2.880941512813964,0.7982161520728299,0.5834435667643592,0.6393390343161104
