,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(9.9, 55.5)","(56.3, 236.3)","(237.1, 359.5)","(360.3, 453.1)","(454.7, 522.7)","(523.5, 610.7)","(611.5, 678.7)","(679.5, 771.5)","(772.3, 859.5)","(860.3, 938.7)"
"Time length, sec",45.6,180.0,122.4,92.80000000000001,68.00000000000006,87.20000000000005,67.20000000000005,92.0,87.20000000000005,78.40000000000009
Number of epochs,52,200,136,102,82,98,79,108,98,91
