,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(21.5, 146.5)","(147.5, 344.5)","(345.5, 507.5)","(508.5, 701.5)","(702.5, 858.5)","(859.5, 1021.5)","(1022.5, 1168.5)","(1169.5, 1384.5)","(1385.5, 1451.5)"
"Time length, sec",125.0,197.0,162.0,193.0,156.0,162.0,146.0,215.0,66.0
Number of epochs,113,189,149,186,145,152,144,199,66
