,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 63.5)","(64.5, 450.5)","(451.5, 634.5)","(635.5, 982.5)","(983.5, 1124.5)","(1125.5, 1327.5)","(1328.5, 1599.5)","(1600.5, 2236.5)"
"Time length, sec",57.0,386.0,183.0,347.0,141.0,202.0,271.0,636.0
Number of epochs,55,367,177,332,137,190,260,602
