,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 255.5)","(256.5, 399.5)","(400.5, 566.5)","(567.5, 777.5)","(778.5, 883.5)","(884.5, 931.5)","(932.5, 1050.5)","(1053.5, 1273.5)","(1274.5, 1389.5)"
"Time length, sec",250.0,143.0,166.0,210.0,105.0,47.0,118.0,220.0,115.0
Number of epochs,241,137,155,206,104,47,115,212,110
