Accuracy,AUC-ROC,Precision,Recall,F1-score,TOP-2 Accuracy,TOP-3 Accuracy,TOP-5 Accuracy,TOP-7 Accuracy,TOP-9 Accuracy
0.9927,0.999960208677207,0.9926220978882514,0.9926592950194125,0.992634324054184,0.9988,0.9994,1.0,1.0,1.0
0.9927,0.9999414324378375,0.9928535027002067,0.9925745337399858,0.992692812093573,0.9993,1.0,1.0,1.0,1.0
0.986,0.9998275273892075,0.9863220570186865,0.985844308952406,0.9859933910292644,0.9968,0.999,1.0,1.0,1.0
0.9866,0.9998620024556644,0.9869258767618335,0.9865492103919891,0.9865030355147747,0.9961,0.9981,0.9999,1.0,1.0
0.9944,0.9998989896901143,0.9944442642699848,0.994400701927699,0.9944187588581472,0.9987,0.9996,1.0,1.0,1.0
0.9913,0.9998921459473654,0.9913546014645108,0.9914096436331514,0.9913407556547366,0.9982,0.9994,0.9999,1.0,1.0
0.9871,0.9998042901146096,0.9872254373689865,0.9869790503425777,0.9870677795705032,0.9974,0.9989,0.9999,1.0,1.0
0.9944,0.9999178043381955,0.9944600579503714,0.9943648896444957,0.9944011656444431,0.999,0.9998,1.0,1.0,1.0
0.9935,0.9998424399102577,0.9934647508137997,0.9934978109999412,0.9934538397210971,0.9986,0.9994,0.9999,1.0,1.0
0.9925,0.9998490285101048,0.992504954560615,0.9923425729570233,0.9923912112562137,0.9981,0.9997,1.0,1.0,1.0
